	PERK	LEVEL	UPGRADE_COST	CONTENT_GL	CONTENT_TL	VALUE
WAR_CAR_BONUS_6:48	WAR_CAR_BONUS_6	48	15,540,000	5	195	9.125
WAR_CAR_BONUS_6:49	WAR_CAR_BONUS_6	49	17,290,000	5	195	9.250
WAR_CAR_BONUS_6:50	WAR_CAR_BONUS_6	50	18,970,000	5	195	9.375
WAR_CAR_BONUS_6:51	WAR_CAR_BONUS_6	51	20,720,000	5	195	9.500
WAR_CAR_BONUS_6:52	WAR_CAR_BONUS_6	52	22,440,000	5	200	10.000
WAR_CAR_BONUS_6:53	WAR_CAR_BONUS_6	53	25,190,000	5	200	10.125
WAR_CAR_BONUS_6:54	WAR_CAR_BONUS_6	54	28,050,000	5	200	10.250
WAR_CAR_BONUS_6:55	WAR_CAR_BONUS_6	55	30,800,000	5	200	10.375
WAR_CAR_BONUS_6:56	WAR_CAR_BONUS_6	56	33,660,000	5	200	10.500
WAR_CAR_BONUS_6:57	WAR_CAR_BONUS_6	57	36,600,000	5	205	11.000
WAR_CAR_BONUS_6:58	WAR_CAR_BONUS_6	58	41,200,000	5	205	11.125
WAR_CAR_BONUS_6:59	WAR_CAR_BONUS_6	59	45,700,000	5	205	11.250
WAR_CAR_BONUS_6:60	WAR_CAR_BONUS_6	60	50,300,000	5	205	11.375
WAR_CAR_BONUS_6:61	WAR_CAR_BONUS_6	61	54,900,000	5	205	11.500
WAR_CAR_BONUS_6:62	WAR_CAR_BONUS_6	62	55,580,000	5	210	12.500
WAR_CAR_BONUS_6:63	WAR_CAR_BONUS_6	63	62,440,000	5	210	12.625
WAR_CAR_BONUS_6:64	WAR_CAR_BONUS_6	64	69,440,000	5	210	12.750
WAR_CAR_BONUS_6:65	WAR_CAR_BONUS_6	65	76,440,000	5	210	12.875
WAR_CAR_BONUS_6:66	WAR_CAR_BONUS_6	66	83,300,000	5	210	13.000
WAR_CAR_BONUS_6:67	WAR_CAR_BONUS_6	67	85,120,000	5	215	14.000
WAR_CAR_BONUS_6:68	WAR_CAR_BONUS_6	68	95,840,000	5	215	14.125
WAR_CAR_BONUS_6:69	WAR_CAR_BONUS_6	69	106,400,000	5	215	14.250
WAR_CAR_BONUS_6:70	WAR_CAR_BONUS_6	70	117,120,000	5	215	14.375
WAR_CAR_BONUS_6:71	WAR_CAR_BONUS_6	71	127,680,000	5	215	14.500
WAR_CAR_BONUS_6:72	WAR_CAR_BONUS_6	72	130,950,000	5	220	15.500
WAR_CAR_BONUS_6:73	WAR_CAR_BONUS_6	73	147,150,000	5	220	15.625
WAR_CAR_BONUS_6:74	WAR_CAR_BONUS_6	74	163,575,000	5	220	15.750
WAR_CAR_BONUS_6:75	WAR_CAR_BONUS_6	75	180,000,000	5	220	15.875
WAR_CAR_BONUS_6:76	WAR_CAR_BONUS_6	76	196,200,000	5	220	16.000
WAR_CAR_BONUS_6:77	WAR_CAR_BONUS_6	77	196,416,000	5	225	17.000
WAR_CAR_BONUS_6:78	WAR_CAR_BONUS_6	78	220,968,000	5	225	17.125
WAR_CAR_BONUS_6:79	WAR_CAR_BONUS_6	79	245,520,000	5	225	17.250
WAR_CAR_BONUS_6:80	WAR_CAR_BONUS_6	80	270,072,000	5	225	17.375
WAR_CAR_BONUS_6:81	WAR_CAR_BONUS_6	81	294,624,000	5	225	17.500
WAR_CAR_BONUS_6:82	WAR_CAR_BONUS_6	82	299,376,000	5	230	18.500
WAR_CAR_BONUS_6:83	WAR_CAR_BONUS_6	83	336,798,000	5	230	18.625
WAR_CAR_BONUS_6:84	WAR_CAR_BONUS_6	84	374,220,000	5	230	18.750
WAR_CAR_BONUS_6:85	WAR_CAR_BONUS_6	85	411,196,500	5	230	18.875
WAR_CAR_BONUS_6:86	WAR_CAR_BONUS_6	86	448,618,500	5	230	19.000
WAR_CAR_BONUS_6:87	WAR_CAR_BONUS_6	87	450,297,600	5	235	20.000
WAR_CAR_BONUS_6:88	WAR_CAR_BONUS_6	88	507,143,680	5	235	20.125
WAR_CAR_BONUS_6:89	WAR_CAR_BONUS_6	89	563,351,040	5	235	20.250
WAR_CAR_BONUS_6:90	WAR_CAR_BONUS_6	90	619,558,400	5	235	20.375
WAR_CAR_BONUS_6:91	WAR_CAR_BONUS_6	91	675,765,760	5	235	20.500
WAR_CAR_BONUS_6:92	WAR_CAR_BONUS_6	92	676,350,000	5	240	21.500
WAR_CAR_BONUS_6:93	WAR_CAR_BONUS_6	93	761,400,000	5	240	21.625
WAR_CAR_BONUS_6:94	WAR_CAR_BONUS_6	94	845,640,000	5	240	21.750
WAR_CAR_BONUS_6:95	WAR_CAR_BONUS_6	95	930,690,000	5	240	21.875
WAR_CAR_BONUS_6:96	WAR_CAR_BONUS_6	96	1,014,930,000	5	240	22.000
WAR_CAR_BONUS_6:97	WAR_CAR_BONUS_6	97	1,166,000,000	5	245	23.000
WAR_CAR_BONUS_6:98	WAR_CAR_BONUS_6	98	1,312,000,000	5	245	23.125
WAR_CAR_BONUS_6:99	WAR_CAR_BONUS_6	99	1,457,000,000	5	245	23.250
WAR_CAR_BONUS_6:100	WAR_CAR_BONUS_6	100	1,603,000,000	5	245	23.375
WAR_CAR_BONUS_6:101	WAR_CAR_BONUS_6	101	1,749,000,000	5	245	23.500
WAR_CAR_BONUS_6:102	WAR_CAR_BONUS_6	102	6,665,000,000	5	250	24.500
WAR_CAR_BONUS_6:103	WAR_CAR_BONUS_6	103	7,495,000,000	5	250	24.625
WAR_CAR_BONUS_6:104	WAR_CAR_BONUS_6	104	8,330,000,000	5	250	24.750
WAR_CAR_BONUS_6:105	WAR_CAR_BONUS_6	105	9,160,000,000	5	250	24.875
WAR_CAR_BONUS_6:106	WAR_CAR_BONUS_6	106	9,995,000,000	5	250	25.000
