	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	GOLD_REWARD	IS_MAJOR	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT	ONE_TIME_REWARD
72-10	385	5	YELLOW_30	12216	500,000	1	GLITCHED_CITY_4	GERALD_MARLIN_NEMO:INVINCIBLE,BARLEY_LIGHTFOOT:QUEST,DASH:SHIELD_COUNTER,SYNDROME:SLOW	GERALD_MARLIN_NEMO:INVINCIBLE,ELSA:FREEZE,CAPTAIN_AMELIA:SKILL,MIKE:STUNS,PLEAKLEY:FREEZE	[boss]REX:SHIELD_COUNTER,QUORRA:SHIELD,MIKE:FANTASTIC_DAMAGE,DONALD_DUCK:INVINCIBLE,HONEY_LEMON:BD_BUFF,RUSSELL_AND_KEVIN:CURSE	SHARD_PLATINUM_PEPPER_SHAKER,SHARD_PLATINUM_BADGE_OF_LEVITATION,SHARD_PLATINUM_FLIGHT_OF_FANCY	SHARD_WORM_ABS,SHARD_PASS_THE_SUGAR,SHARD_WHAT	
72-11	386	5	YELLOW_30	12218	500,000	0	GLITCHED_CITY_9	WINNIE_THE_POOH:HEALING,SWEDISH_CHEF:FATIGUE,ROCKETEER:TRUE_DAMAGE,GO_GO:ENERGY	CLAWHAUSER:REALITY,SIMBA_AND_NALA:ARMOR,ELASTIGIRL:BACKLINE,STITCH:BITE,RUSSELL_AND_KEVIN:SPEED	[boss]CHIEF_BOGO:HEALS,MEILIN_LEE:TANKY,SIMBA_AND_NALA:SILENCE,DARKWING_DUCK:SHIELD,HONEY_LEMON:SLOW,BASIL:SILENCE	SHARD_PLATINUM_DRUM_LINE,SHARD_PLATINUM_BADGE_OF_LEVITATION,SHARD_PLATINUM_FLIGHT_OF_FANCY	SHARD_LIGHTNING_IN_A_BOTTLE,SHARD_PASS_THE_SUGAR,SHARD_WHAT	
72-12	386	5	YELLOW_30	12220	500,000	0	GLITCHED_CITY_1	WINNIE_THE_POOH:HEALING,DASH:ENERGY,FLIK:SHIELD,TIANA:CHARM_BUFF	CLAWHAUSER:REALITY,MONKEY_FIST:SUPPORT,ANGER:DOT,BUNSEN_AND_BEAKER:DIVERT,STITCH:SLOW	[boss]SLINKY_DOG:SHIELD,FRED_FREDERICKSON:SKILL2,ALADDIN:SPEED,COGSWORTH_AND_LUMIERE:SPEED,TWENTY_TWO:FATIGUE,MADAM_MIM:ENERGY	SHARD_PLATINUM_FLIGHT_OF_FANCY,SHARD_PLATINUM_BADGE_OF_TOMORROW,SHARD_PLATINUM_DRUM_LINE	SHARD_WHAT,SHARD_LEISURE_TIME,SHARD_LIGHTNING_IN_A_BOTTLE	
72-13	387	5	YELLOW_30	12222	500,000	1	GLITCHED_CITY_10	SWEDISH_CHEF:LOBSTER,BARLEY_LIGHTFOOT:QUEST,MISS_PIGGY:DISABLE,PRINCESS_AURORA:REALITY_DECREASE	CARL:SILENCE,ROCKETEER:SKILL1,MISS_PIGGY:KNOCK_BACK,QUACKERJACK:INVINCIBLE,JUMBA:DAMAGE_ROLE	[boss]CHICKEN_LITTLE:BASEBALL,EEYORE:SKILL4_BUFF,BUNSEN_AND_BEAKER:DIVERT,PLEAKLEY:DOT,JUMBA:DAMAGE_ROLE,DASH:ENERGY	SHARD_PLATINUM_PIRATE_HIDEOUT,SHARD_PLATINUM_BADGE_OF_TOMORROW,SHARD_PLATINUM_DRUM_LINE	SHARD_CAPTAIN_CAKERZ,SHARD_LEISURE_TIME,SHARD_LIGHTNING_IN_A_BOTTLE	
72-14	387	5	YELLOW_30	12224	500,000	0	GLITCHED_CITY_8	REX:DPS_SYNERGY,QUASIMODO:SHIELDS,DUKE_CABOOM:CONTROL,POCAHONTAS:KNOCKBACK	FRED_FREDERICKSON:BLIND,MOANA:JUMP,VINNY_SANTORINI:SPEED,MADAM_MIM:DAMAGE,JESSIE:JUMP_EARLY	[boss]SULLEY:TEAM_HEAL,RANDALL_BOGGS:DODGE,MOTHER_GOTHEL:SCARE,DASH:ENERGY,MAGICA_DE_SPELL:INVISIBLE,PETER_PAN:SKILL1	SHARD_PLATINUM_FLIGHT_OF_FANCY,SHARD_PLATINUM_BADGE_OF_TOMORROW,SHARD_PLATINUM_DRUM_LINE	SHARD_PROFESSOR_LUDWIG_VON_DRAKE,SHARD_LEISURE_TIME,SHARD_LIGHTNING_IN_A_BOTTLE	
72-15	388	5	YELLOW_30	12225	500,000	0	GLITCHED_CITY_7	GOLIATH:KNOCKBACK,DASH:SHIELD_COUNTER,CALHOUN:SHIELDS,MAYOR_BELLWETHER:REFLECT	BARLEY_LIGHTFOOT:QUEST,CLAWHAUSER:DPS,VINNY_SANTORINI:SPEED,URSULA:CONTROL,GIZMODUCK:STEAL	[boss]SLINKY_DOG:SHIELD,ZEUS:BETTER_SAP,DARKWING_DUCK:SHIELD,SCROOGE_MCDUCK:DAMAGE_STUN,MR_BIG_AND_KOSLOV:SCARED_FROZEN,POCAHONTAS:ENERGY	SHARD_PLATINUM_DRUM_LINE,SHARD_PLATINUM_BLANK_CHECK,SHARD_PLATINUM_FLIGHT_OF_FANCY	SHARD_LIGHTNING_IN_A_BOTTLE,SHARD_SAD_MUSIC,SHARD_PROFESSOR_LUDWIG_VON_DRAKE	
72-16	388	5	YELLOW_30	12227	500,000	1	GLITCHED_CITY_3	JOHN_SILVER:TANK,BALOO:HOT,MANTICORE:CURSE,SIMBA_AND_NALA:SILENCE	LITTLE_JOHN:EXTRA_SHIELD,MUSHU:BLIND,PETE:TANKY,KERMIT:SAP,TWENTY_TWO:FATIGUE	[boss]MR_INCREDIBLE:ARMOR_SHREAD,HERCULES:TANK,MANTICORE:DOT,HAMM:TANK,TIA_DALMA:CHARM,MINNIE_MOUSE:STUN	SHARD_PLATINUM_TOKEN_OF_RADITUDE,SHARD_PLATINUM_BLANK_CHECK,SHARD_PLATINUM_FLIGHT_OF_FANCY	SHARD_CAPTAIN_TIM,SHARD_SAD_MUSIC,SHARD_PROFESSOR_LUDWIG_VON_DRAKE	
72-17	389	5	YELLOW_30	12229	500,000	0	GLITCHED_CITY_6	RALPH:HEALING,GADGET_HACKWRENCH:SKILL2,SHAN_YU:STUDY,WOODY:LASSO_EARLY	BO_PEEP:HEAL,BARLEY_LIGHTFOOT:SKILL1,MR_INCREDIBLE:WEAK_ALLIES,QUORRA:CRIT,FLYNN_RIDER:SKILL2_BUFF	[boss]QUEEN_OF_HEARTS:STUN,JACK_SPARROW:HP,ELASTIGIRL:DEBUFF,KING_LOUIE:SLOW,MIGUEL:HEAL,SIMBA_AND_NALA:SILENCE	SHARD_PLATINUM_DRUM_LINE,SHARD_PLATINUM_BLANK_CHECK,SHARD_PLATINUM_FLIGHT_OF_FANCY	SHARD_YOUNG_ART,SHARD_SAD_MUSIC,SHARD_PROFESSOR_LUDWIG_VON_DRAKE	
72-18	389	5	YELLOW_30	12231	500,000	0	GLITCHED_CITY_4	SWEETUMS:HP,PRINCE_PHILLIP:TANK,MUSHU:CRIT,STATLER_AND_WALDORF:HEAL	RALPH:HEALING,REX:SHIELD_COUNTER,WINNIE_THE_POOH:HEALING,THE_UNDERMINER:BD,KRISTOFF_AND_SVEN:HEAL	[boss]BO_PEEP:ARMOR_DEBUFF,SULLEY:TEAM_HEAL,SHEGO:FANTASTIC,MANTICORE:DOT,TWENTY_TWO:SLOW,FINNICK:ENERGY	SHARD_PLATINUM_FLIGHT_OF_FANCY,SHARD_PLATINUM_CIRCLE_OF_LIFE,SHARD_PLATINUM_DRUM_LINE	SHARD_PROFESSOR_LUDWIG_VON_DRAKE,SHARD_ROYAL_FORTUNE,SHARD_YOUNG_ART	
72-19	390	5	YELLOW_30	12233	500,000	1	GLITCHED_CITY_9	JOHN_SILVER:STUDY,PETE:ANTI_REFLECT,MIKE:STUNS,COLETTE:SKILL1_BUFF	CHIEF_BOGO:CHARGE,SWEDISH_CHEF:LOBSTER,SULLEY:STUN_COUNTER,BELLE:SPEED,TRON:TANK	[boss]QUEEN_OF_HEARTS:STUN,PETE:ANTI_REFLECT,ROBIN_HOOD:STEAL,EVIL_QUEEN:STUN,STATLER_AND_WALDORF:SKILL2_BUFF,RANDALL_BOGGS:DODGE	SHARD_PLATINUM_TOUGH_PETAL,SHARD_PLATINUM_CIRCLE_OF_LIFE,SHARD_PLATINUM_DRUM_LINE	SHARD_LAVISH_LASER,SHARD_ROYAL_FORTUNE,SHARD_YOUNG_ART	
73-1	385	5	EMERALD	13465	500,000	1	OASIS_1	JOHN_SILVER:TANK,HADES:TANK,RON_STOPPABLE:HEAL,JACK_JACK:HEALING_COUNTER	GOOFY:BLIND,MAXIMUS:STUDY,PETER_PAN:SKILL1,ANGER:DAMAGE_ROLE,NAMAARI:INVINCIBLE	[boss]JAKE_LONG:HEAL,CALHOUN:ENERGY,BUNSEN_AND_BEAKER:SPEED,AGENT_P:SKILL4_BUFF,POCAHONTAS:KNOCKBACK,MISS_PIGGY:KNOCK_BACK	SHARD_PLATINUM_FANTASOUND,SHARD_PLATINUM_NACO,SHARD_PLATINUM_ARTISTS_PORTRAIT	SHARD_PLATINUM_BUNDLE_OF_FIREWORKS,SHARD_TURTLE_NECK,SHARD_PUPPIES	
73-2	386	5	EMERALD	13467	500,000	0	OASIS_8	RALPH:LONGER_STUNS,MISS_PIGGY:KNOCK_BACK,DUFF_KILLIGAN:ENERGY,THE_MAYOR:SAP	HADES:DOT,BOLT:SKILL3,STITCH:BITE,TIGGER:KNOCKBACK,RUSSELL_AND_KEVIN:SPEED	[boss]PRINCE_PHILLIP:TANK,ELASTIGIRL:BACKLINE,MOTHER_GOTHEL:SCARE,EMPEROR_ZURG:ENERGY_TO_ALLY,KERMIT:TANK,STITCH:SLOW	SHARD_PLATINUM_COLOR_WHEEL,SHARD_PLATINUM_NACO,SHARD_PLATINUM_ARTISTS_PORTRAIT	SHARD_THE_LAST_STRAW,SHARD_TURTLE_NECK,SHARD_PUPPIES	
73-3	386	5	EMERALD	13469	500,000	0	OASIS_4	OOGIE_BOOGIE:SCARE,MUSHU:CRIT,RAYA:ENDURE,YZMA:CURSE	SHERIFF_OF_NOTTINGHAM:SAP,SCROOGE_MCDUCK:DAMAGE_STUN,RON_STOPPABLE:HEAL,MADAM_MIM:ENERGY,YAX:SLOW	[boss]MAUI:BITE,MULAN:KNOCKBACK,ALADDIN:REGEN,GO_GO:ENERGY,FLIK:ENERGY,EMPEROR_ZURG:TANK_COUNTER	SHARD_PLATINUM_NACO,SHARD_PLATINUM_PAY_THROUGH_THE_TEETH,SHARD_PLATINUM_COLOR_WHEEL	SHARD_PUPPIES,SHARD_PALATE_CLEANSER,SHARD_THE_LAST_STRAW	
73-4	387	5	EMERALD	13472	500,000	1	OASIS_3	SULLEY:STUN_COUNTER,WASABI:ENERGY,HIRO:STUN,KRISTOFF_AND_SVEN:HEAL	CHEF_SKINNER:TANK,SLINKY_DOG:SCARED,DUCKY_AND_BUNNY:ALLY_ROLE,CAPTAIN_AMELIA:SPEED,JACK_SPARROW:NORMAL_DAMAGE	[boss]BO_PEEP:ARMOR_DEBUFF,DARKWING_DUCK:CRIT,VINNY_SANTORINI:SPEED,POCAHONTAS:KNOCKBACK,CHIP_AND_DALE:SKILL1,MALEFICENT:AOE	SHARD_PLATINUM_GONNA_GET_A_LITTLE_WEIRD,SHARD_PLATINUM_PAY_THROUGH_THE_TEETH,SHARD_PLATINUM_COLOR_WHEEL	SHARD_PLATINUM_BLUEBIRD_OF_HAPPINESS,SHARD_PALATE_CLEANSER,SHARD_THE_LAST_STRAW	
73-5	387	5	EMERALD	13474	500,000	0	OASIS_5	CHEF_SKINNER:TANK,JACK_SPARROW:HP,SYNDROME:STUDY,HIRO:STUN	JOHN_SILVER:TANK,FRED_FREDERICKSON:BLIND,QUEEN_OF_HEARTS:STUN,AUDREY_RAMIREZ:STUN,CHESHIRE_CAT:SAP	[boss]JAKE_LONG:HEAL,SULLEY:STUN_COUNTER,SLINKY_DOG:SHIELD,EVIL_QUEEN:STUN,GIZMODUCK:BUFF,STITCH:SLOW	SHARD_PLATINUM_ARTISTS_PORTRAIT,SHARD_PLATINUM_PAY_THROUGH_THE_TEETH,SHARD_PLATINUM_COLOR_WHEEL	SHARD_GHOST_EXTERMINATORS,SHARD_PALATE_CLEANSER,SHARD_THE_LAST_STRAW	
73-6	388	5	EMERALD	13476	500,000	0	OASIS_10	BALOO:CHARM,AUDREY_RAMIREZ:STUN,JACK_SPARROW:HP,MARY_SANDERSON:HEX	BO_PEEP:ARMOR_DEBUFF,LITTLE_JOHN:DODGE,ANGER:DAMAGE_ROLE,ROBIN_HOOD:CONTROL,JAFAR:SKILL1	[boss]OLAF:FREEZE,HERCULES:TANK,AGENT_P:SKILL4_BUFF,KIDA:ENERGY,JUDY_HOPPS:REVIVE,JAFAR:SKILL1	SHARD_PLATINUM_COLOR_WHEEL,SHARD_PLATINUM_PENTHOUSE_CASTLE,SHARD_PLATINUM_ARTISTS_PORTRAIT	SHARD_THE_LAST_STRAW,SHARD_MODERN_ART,SHARD_GHOST_EXTERMINATORS	
73-7	388	5	EMERALD	13478	500,000	1	OASIS_2	BARLEY_LIGHTFOOT:SKILL1,STITCH:SLOW,SCAR:SPEED,PHOEBUS:TANKY	HERCULES:CONTROL,LITTLE_JOHN:EXTRA_SHIELD,JAKE_LONG:TANK,MUSHU:BLIND,CINDERELLA:SHIELDS	[boss]GONZO:SPEED_COUNTER,GOOFY:SHIELD,RAYA:BD_GAIN,GADGET_HACKWRENCH:ENERGY_GAIN,CINDERELLA:BLIND,DAVY_JONES:CURSE	SHARD_PLATINUM_ILL_WISHING_WELL,SHARD_PLATINUM_PENTHOUSE_CASTLE,SHARD_PLATINUM_ARTISTS_PORTRAIT	SHARD_PLATINUM_DULL_SWORD,SHARD_MODERN_ART,SHARD_GHOST_EXTERMINATORS	
73-8	389	5	EMERALD	13480	500,000	0	OASIS_6	CHEF_SKINNER:TANK,BALOO:CHARM,KIM_POSSIBLE:STUDY,MARY_SANDERSON:ENERGY_STEAL	SHANK:ENERGY,FELIX:FREEZE,QUEEN_OF_HEARTS:SPEED,HOPPER:STUN,CINDERELLA:SHIELDS	[boss]MAXIMUS:BUFF_REMOVAL,JESSIE:DODGE,DUCKY_AND_BUNNY:CONTROL,BASIL:DOT,ANGEL:SILENCE,FEAR:HARDY	SHARD_PLATINUM_COLOR_WHEEL,SHARD_PLATINUM_PENTHOUSE_CASTLE,SHARD_PLATINUM_ARTISTS_PORTRAIT	SHARD_LUMBERJACK,SHARD_MODERN_ART,SHARD_GHOST_EXTERMINATORS	
73-9	389	5	EMERALD	13482	500,000	0	OASIS_5	CLAWHAUSER:DPS,MOANA:SHIELD,MANTICORE:CURSE,MONKEY_FIST:SUPPORT	EEYORE:SKILL4_BUFF,MUSHU:CRIT,DUCKY_AND_BUNNY:CONTROL,JESSIE:JUMP_EARLY,DR_FACILIER:SKILL3_BUFF	[boss]QUEEN_OF_HEARTS:STUN,DAISY_DUCK:SCARE,BOLT:SKILL3,ZEUS:BETTER_SAP,MAGICA_DE_SPELL:INVISIBLE,KERMIT:SAP	SHARD_PLATINUM_ARTISTS_PORTRAIT,SHARD_PLATINUM_POOH_STICKS,SHARD_PLATINUM_COLOR_WHEEL	SHARD_GHOST_EXTERMINATORS,SHARD_TURTLE_NECK,SHARD_LUMBERJACK	
73-10	390	5	EMERALD	13484	500,000	1	OASIS_1	CARL:SILENCE,THE_UNDERMINER:BD,JASMINE:ENERGY,KERMIT:SAP	OOGIE_BOOGIE:SCARE,SWEDISH_CHEF:LOBSTER,MULAN:HEAL_ON_CRIT,SNOW_WHITE:STUN_BLIND,URSULA:ENERGY	[boss]GERALD_MARLIN_NEMO:ARMOR,MR_INCREDIBLE:ARMOR_SHREAD,EMPEROR_ZURG:ENERGY_TO_ALLY,DAISY_DUCK:ANTI_CHARM,CHIP_AND_DALE:SKILL3,JACK_JACK:HEALING_COUNTER	SHARD_PLATINUM_KAWAIIEXE,SHARD_PLATINUM_POOH_STICKS,SHARD_PLATINUM_COLOR_WHEEL	SHARD_PLATINUM_BELLA_NOTTE,SHARD_TURTLE_NECK,SHARD_LUMBERJACK	
73-11	391	5	EMERALD	13486	500,000	0	OASIS_9	BARLEY_LIGHTFOOT:QUEST,NICK_WILDE:SHIELD,VINNY_SANTORINI:SPEED,HUEY_DEWEY_LOUIE:BEAR_TRAP	BALOO:CHARM,SCROOGE_MCDUCK:PULL_STUN,SHAN_YU:SHIELD,DAISY_DUCK:SCARE,DARKWING_DUCK:CRIT	[boss]SULLEY:STUN_COUNTER,MOTHER_GOTHEL:ENDURE,TIGGER:KNOCKBACK,HECTOR_BARBOSSA:SLOW,MINNIE_MOUSE:CHARM,PEGASUS:SPEED	SHARD_PLATINUM_ARTISTS_PORTRAIT,SHARD_PLATINUM_POOH_STICKS,SHARD_PLATINUM_COLOR_WHEEL	SHARD_MY_BUBBLES,SHARD_TURTLE_NECK,SHARD_LUMBERJACK	
73-12	391	5	EMERALD	13488	500,000	0	OASIS_7	SALLY:POISON,ZEUS:BETTER_SAP,BELLE:SPEED,EMPEROR_ZURG:TANK_COUNTER	GERALD_MARLIN_NEMO:ARMOR,BALOO:HOT,BUZZ:ATTACK_SPEED,CAPTAIN_AMELIA:SKILL,MULAN:KNOCKBACK	[boss]SHERIFF_OF_NOTTINGHAM:SAP,HAMM:SAP,ROBIN_HOOD:CONTROL,MILO_THATCH:RESIST,WINIFRED_SANDERSON:BD,SARAH_SANDERSON:TANK	SHARD_PLATINUM_COLOR_WHEEL,SHARD_PLATINUM_POWER_UP,SHARD_PLATINUM_ARTISTS_PORTRAIT	SHARD_LUMBERJACK,SHARD_MAP_OF_NOTRE_DAME,SHARD_MY_BUBBLES	
73-13	392	5	EMERALD	13490	500,000	1	OASIS_4	MR_INCREDIBLE:ARMOR_SHREAD,VANELLOPE:BACKLINE,KING_LOUIE:SLOW,PEGASUS:DETERMINATION	MAXIMUS:STUDY,MOTHER_GOTHEL:SCARE,BOLT:BASIC_ATTACK,URSULA:CONTROL,POCAHONTAS:KNOCKBACK	[boss]QUASIMODO:SHATTER,KIDA:SKILL1_BUFF,BUZZ:SHIELD_ALLY,DR_DRAKKEN:SILENCE,STATLER_AND_WALDORF:HEAL,ANIMAL:CHARM_COUNTER	SHARD_PLATINUM_LOVE_POTION,SHARD_PLATINUM_POWER_UP,SHARD_PLATINUM_ARTISTS_PORTRAIT	SHARD_PLATINUM_GRUB,SHARD_MAP_OF_NOTRE_DAME,SHARD_MY_BUBBLES	
73-14	392	5	EMERALD	13493	500,000	0	OASIS_2	REX:DPS_SYNERGY,SALLY:REALITY,WASABI:ENERGY,ANIMAL:SHIELD	BARLEY_LIGHTFOOT:SKILL1,MONKEY_FIST:DAMAGE,TIGGER:ENERGY,HOPPER:STUN,SHAN_YU:STUDY	[boss]FRED_FREDERICKSON:SKILL2,MR_INCREDIBLE:WEAK_ALLIES,MADAM_MIM:ENERGY,WASABI:ENERGY,SYNDROME:STUDY,STITCH:BITE	SHARD_PLATINUM_COLOR_WHEEL,SHARD_PLATINUM_POWER_UP,SHARD_PLATINUM_ARTISTS_PORTRAIT	SHARD_BADGE_OF_GRACE,SHARD_MAP_OF_NOTRE_DAME,SHARD_MY_BUBBLES	
73-15	393	5	EMERALD	13495	500,000	0	OASIS_8	FRED_FREDERICKSON:BLIND,JAKE_LONG:TANK,KIDA:ENERGY,ELSA:FREEZE	SWEDISH_CHEF:LOBSTER,AGENT_P:STUN,BUNSEN_AND_BEAKER:SPEED,EVIL_QUEEN:STUN,HUEY_DEWEY_LOUIE:BEAR_TRAP	[boss]SADNESS:SORROW,MOTHER_GOTHEL:ENDURE,HELGA:SKILL2,JESSIE:DODGE,KRISTOFF_AND_SVEN:HEAL,NEGADUCK:WEAKNESS	SHARD_PLATINUM_ARTISTS_PORTRAIT,SHARD_PLATINUM_SKELETON_DANCE,SHARD_PLATINUM_COLOR_WHEEL	SHARD_MY_BUBBLES,SHARD_PYROS,SHARD_BADGE_OF_GRACE	
73-16	393	5	EMERALD	13497	500,000	1	OASIS_6	JOHN_SILVER:TANK,BO_PEEP:ARMOR_DEBUFF,DUFF_KILLIGAN:TANKY,NEGADUCK:TANKY	FELIX:FREEZE,THE_UNDERMINER:SP,VINNY_SANTORINI:BLIND,RANDALL_BOGGS:TRUE_DMG,SHEGO:ENERGIZED	[boss]JAKE_LONG:HEAL,SIMBA_AND_NALA:SILENCE,VANELLOPE:SLOW,DEMONA:SKILL3,DISGUST:SILENCE,ESMERALDA:DJALI	SHARD_PLATINUM_LUCKY_EGG,SHARD_PLATINUM_SKELETON_DANCE,SHARD_PLATINUM_COLOR_WHEEL	SHARD_PLATINUM_BUNDLE_OF_FIREWORKS,SHARD_PYROS,SHARD_BADGE_OF_GRACE	
73-17	394	5	EMERALD	13499	500,000	0	OASIS_3	HADES:TANK,SHAN_YU:STUDY,CAPTAIN_AMELIA:SPEED,JIM_HAWKINS:ENERGIZED	PACHA:TANK,DAISY_DUCK:ANTI_CHARM,PETER_PAN:SKILL1,DUKE_CABOOM:CONTROL,JUMBA:DAMAGE_ROLE	[boss]GOLIATH:KNOCKBACK,BAYMAX:FREEZE,NEGADUCK:TANKY,COGSWORTH_AND_LUMIERE:DOT,KERMIT:TANK,SHEGO:ENERGIZED	SHARD_PLATINUM_ARTISTS_PORTRAIT,SHARD_PLATINUM_SKELETON_DANCE,SHARD_PLATINUM_COLOR_WHEEL	SHARD_NACHOS,SHARD_PYROS,SHARD_BADGE_OF_GRACE	
73-18	394	5	EMERALD	13501	500,000	0	OASIS_10	REX:DPS_SYNERGY,RON_STOPPABLE:HEAL,ELASTIGIRL:BACKLINE,WALL_E:DISABLES	GOLIATH:KNOCKBACK,OOGIE_BOOGIE:POWER,ALADDIN:REGEN,EMPEROR_ZURG:TANK_COUNTER,GIZMODUCK:BUFF	[boss]CHIEF_BOGO:HEALS,MR_INCREDIBLE:ARMOR_SHREAD,PACHA:TANK,JACK_SKELLINGTON:DUCK,MINNIE_MOUSE:STUN,HOPPER:KNOCKBACK	SHARD_PLATINUM_COLOR_WHEEL,SHARD_PLATINUM_STAR_CASE,SHARD_PLATINUM_ARTISTS_PORTRAIT	SHARD_BADGE_OF_GRACE,SHARD_ROYAL_DISGUISE,SHARD_NACHOS	
73-19	395	5	EMERALD	13503	500,000	1	OASIS_9	SHERIFF_OF_NOTTINGHAM:CHARM,SCROOGE_MCDUCK:DAMAGE_STUN,HAMM:TANK,KIDA:SKILL1_BUFF	MR_INCREDIBLE:ARMOR_SHREAD,ANGER:DOT,BUNSEN_AND_BEAKER:DIVERT,DUFF_KILLIGAN:ENERGY,HANK_AND_DORY:HARDY	[boss]SLINKY_DOG:SHIELD,SADNESS:SORROW,DAISY_DUCK:SCARE,ROBIN_HOOD:STEAL,GENIE:SHIELD,PLEAKLEY:DOT	SHARD_PLATINUM_MAGICA_SHADOW,SHARD_PLATINUM_STAR_CASE,SHARD_PLATINUM_ARTISTS_PORTRAIT	SHARD_PLATINUM_BADGE_OF_FRIENDSHIP,SHARD_ROYAL_DISGUISE,SHARD_NACHOS	
74-1	390	5	EMERALD_1	14857	500,000	1	SERVER_ROOM_1	MR_INCREDIBLE:ARMOR_SHREAD,HERCULES:CONTROL,SHAN_YU:SHIELD,BELLE:SPEED	OOGIE_BOOGIE:SCARE,JOHN_SILVER:STUDY,THE_UNDERMINER:BD,ZEUS:BETTER_SAP,LAUNCHPAD_MCQUACK:FANTASTIC	[boss]MAUI:BITE,OLAF:ENERGY,BAYMAX:SHIELD,KIDA:ENERGY,MICKEY_MOUSE:HEALING,ROSE:COMBO	SHARD_PLATINUM_BREAKFAST_PORRIDGE,SHARD_PLATINUM_NEST_EGG,SHARD_PLATINUM_BADGE_OF_ACCOMPLISHMENT	SHARD_PLATINUM_MEEKOS_BISCUITS,SHARD_POLLY,SHARD_TODAYLAND	
74-2	391	5	EMERALD_1	14860	500,000	0	SERVER_ROOM_5	LITTLE_JOHN:EXTRA_SHIELD,VINNY_SANTORINI:SPEED,EVIL_QUEEN:STUN,MUSHU:BLIND	RALPH:HEALING,SLINKY_DOG:SCARED,MIKE:FANTASTIC_DAMAGE,MOTHER_GOTHEL:SCARE,JACK_SPARROW:NORMAL_DAMAGE	[boss]GERALD_MARLIN_NEMO:ARMOR,CHIEF_BOGO:HEALS,THE_UNDERMINER:BD,JACK_SKELLINGTON:DOT,KRONK:FROZEN,FEAR:DREAD	SHARD_PLATINUM_BADGE_OF_SWEETNESS,SHARD_PLATINUM_NEST_EGG,SHARD_PLATINUM_BADGE_OF_ACCOMPLISHMENT	SHARD_LUDO,SHARD_POLLY,SHARD_TODAYLAND	
74-3	391	5	EMERALD_1	14862	500,000	0	SERVER_ROOM_3	EEYORE:DISABLE_STUN,COGSWORTH_AND_LUMIERE:DOT,EVIL_QUEEN:STUN,MAYOR_BELLWETHER:REFLECT	SHERIFF_OF_NOTTINGHAM:CHARM,HOPPER:STUN,MADAM_MIM:ENERGY,EMPEROR_ZURG:TANK_COUNTER,ROSE:COMBO	[boss]BAYMAX:SHIELD,SHERIFF_OF_NOTTINGHAM:SAP,ANGER:DAMAGE_ROLE,NEGADUCK:TANKY,THE_HORNED_KING:SCARE,ROCKETEER:SKILL1	SHARD_PLATINUM_NEST_EGG,SHARD_PLATINUM_ON_A_ROLL,SHARD_PLATINUM_BADGE_OF_SWEETNESS	SHARD_TODAYLAND,SHARD_SPACE_CHICKEN,SHARD_LUDO	
74-4	392	5	EMERALD_1	14864	500,000	1	SERVER_ROOM_4	SHANK:ARMOR,KIDA:SKILL1_BUFF,PETE:ANTI_REFLECT,MINNIE_MOUSE:STUN	PACHA:TANK,SIMBA_AND_NALA:ARMOR,DARKWING_DUCK:CRIT,HECTOR_BARBOSSA:STUDY,MEGAVOLT:CONTROL_COUNTER	[boss]SHERIFF_OF_NOTTINGHAM:SAP,DASH:ENERGY,EVIL_QUEEN:STUN,KIM_POSSIBLE:STUDY,YZMA:CURSE,GADGET_HACKWRENCH:ENERGY_GAIN	SHARD_PLATINUM_GOLDEN_SUN,SHARD_PLATINUM_ON_A_ROLL,SHARD_PLATINUM_BADGE_OF_SWEETNESS	SHARD_PLATINUM_LOVELY_BUNCH_OF_COCONUTS,SHARD_SPACE_CHICKEN,SHARD_LUDO	
74-5	392	5	EMERALD_1	14867	500,000	0	SERVER_ROOM_8	OLAF:FREEZE,GOLIATH:KNOCKBACK,THE_UNDERMINER:SP,LOCK_SHOCK_BARREL:FATIGUE	MAUI:BITE,QUASIMODO:SHATTER,SALLY:POISON,PETER_PAN:SKILL3,MARY_SANDERSON:HEX	[boss]GERALD_MARLIN_NEMO:ARMOR,SADNESS:SORROW,DUCKY_AND_BUNNY:ALLY_ROLE,SIMBA_AND_NALA:SILENCE,LAUNCHPAD_MCQUACK:FANTASTIC,GADGET_HACKWRENCH:SKILL2	SHARD_PLATINUM_BADGE_OF_ACCOMPLISHMENT,SHARD_PLATINUM_ON_A_ROLL,SHARD_PLATINUM_BADGE_OF_SWEETNESS	SHARD_BULLDOG_CAFE,SHARD_SPACE_CHICKEN,SHARD_LUDO	
