	IS_INTERNAL	ASSET_ATLAS	ASSET_NAME	ROUND_ASSET_NAME
NOKK	FALSE	external_items	items_nokk	
SPICY_SALAMANDER	FALSE	external_items	items_spicy_salamander	
PILLARS_OF_HARMONY	FALSE	external_items	items_pillars_of_harmony	
FIRESIDE	FALSE	external_items	items_fireside	
TWO_TONED	FALSE	external_items	items_two_toned	
RUNWAY_READY	FALSE	external_items	items_runway_ready	
COVER_MATERIAL	FALSE	external_items	items_cover_material	
PAINTERLY_CAPTURE	FALSE	external_items	items_painterly_capture	
BEHIND_THE_LOOK	FALSE	external_items	items_behind_the_look	
GORD	FALSE	external_items	items_gord	
HOT_MAMA	FALSE	external_items	items_hot_mama	
RACE_TO_THE_DEATH	FALSE	external_items	items_race_to_the_death	
KNOWSMORE	FALSE	external_items	items_knowsmore	
PEEPERS	FALSE	external_items	items_peepers	
PORTRAIT_OF_A_BUTLER	FALSE	external_items	items_portrait_of_a_butler	
BONFAMILLES_RESIDENCE	FALSE	external_items	items_bonfamilles_residence	
HITCHING_A_RIDE	FALSE	external_items	items_hitching_a_ride	
EYEWITNESS_DESCRIPTION	FALSE	external_items	items_eyewitness_description	
RED_MANTIS	FALSE	external_items	items_red_mantis	
DOMINO_2	FALSE	external_items	items_domino	
RAYS_AND_SHADE	FALSE	external_items	items_rays_and_shade	
SHOWTIME	FALSE	external_items	items_showtime	
CHEETAH_CHUG	FALSE	external_items	items_cheetah_chug	
WAAAAADE	FALSE	external_items	items_waaaaade	
TWO_TONED	FALSE	external_items	items_two_toned	
RUNWAY_READY	FALSE	external_items	items_runway_ready	
RAYS_AND_SHADE	FALSE	external_items	items_rays_and_shade	
SHOWTIME	FALSE	external_items	items_showtime	
CHEETAH_CHUG	FALSE	external_items	items_cheetah_chug	
WAAAAADE	FALSE	external_items	items_waaaaade	
SUSPICION_AROUSED	FALSE	external_items	items_suspicion_aroused	
COVER_BLOWN	FALSE	external_items	items_cover_blown	
COVERT	FALSE	external_items	items_covert	
BUDGET_SAFETY	FALSE	external_items	items_budget_safety	
FINNED_TRIO	FALSE	external_items	items_finned_trio	
ATTILA_THE_CATFISH	FALSE	external_items	items_attila_the_catfish	
MARCHING_BAND_MOB	FALSE	external_items	items_marching_band_mob	
HIRED_PROTECTION	FALSE	external_items	items_hired_protection	
AGENT_MOM	FALSE	external_items	items_agent_mom	
DAREDEVIL_DAD	FALSE	external_items	items_daredevil_dad	
CARTER	FALSE	external_items	items_carter	
TODD_AND_RILEY	FALSE	external_items	items_todd_and_riley	
DEFINITELY_NOT_A_TRAP	FALSE	external_items	items_definitely_not_a_trap	
CREW_22S	FALSE	external_items	items_crew_22s	
ALL_QUANTIZED_FORMS	FALSE	external_items	items_all_quantized_forms	
PURPOSES_NOT_ASSIGNED	FALSE	external_items	items_purposes_not_assigned	
SPINE_CLAN	FALSE	external_items	items_spine_clan	
TAIL_CLAN	FALSE	external_items	items_tail_clan	
TALON_CLAN	FALSE	external_items	items_talon_clan	
FANG_CLAN	FALSE	external_items	items_fang_clan	
SUSPICION_AROUSED	FALSE	external_items	items_suspicion_aroused	
COVER_BLOWN	FALSE	external_items	items_cover_blown	
SPINE_CLAN	FALSE	external_items	items_spine_clan	
TAIL_CLAN	FALSE	external_items	items_tail_clan	
TALON_CLAN	FALSE	external_items	items_talon_clan	
FANG_CLAN	FALSE	external_items	items_fang_clan	
PQ_ARROW_EMOJI	FALSE	external_emojis	stamp_arrow	
PQ_KICK_EMOJI	FALSE	external_emojis	stamp_kick	
PQ_SPLASH_EMOJI	FALSE	external_emojis	stamp_splash	
PQ_TORCH_EMOJI	FALSE	external_emojis	stamp_torch	
PQ_TORNADO_EMOJI	FALSE	external_emojis	stamp_tornado	
PQ_WAVE_EMOJI	FALSE	external_emojis	stamp_wave	
PQ_MEDAL_GOLD_EMOJI	FALSE	external_emojis	stamp_medalGold	
PQ_MEDAL_SILVER_EMOJI	FALSE	external_emojis	stamp_medalSilver	
PQ_MEDAL_BRONZE_EMOJI	FALSE	external_emojis	stamp_medalBronze	
YOUNG_ART	FALSE	external_items	items_young_art	
YOUNG_DOT	FALSE	external_items	items_young_dot	
YOUTHFUL_ENERGY	FALSE	external_items	Items_youthful_energy	
FULL_OF_LIFE	FALSE	external_items	items_full_of_life	
THE_DRUUN	FALSE	external_items	items_the_druun	
KUMANDRA_SOUP	FALSE	external_items	items_kumandra_soup	
BOUN_GOES_THE_DYNAMITE	FALSE	external_items	items_boun_goes_the_dynamite	
CHAI_THE_FLOWER_GUY	FALSE	external_items	items_chai_the_flower_guy	
MAUIS_NECKLACE	FALSE	external_items	items_mauis_necklace	
MOANAS_NECKLACE	FALSE	external_items	items_moanas_necklace	
CONFIDENCE_IS_KEY	FALSE	external_items	items_confidence_is_key	
BATSKETBALL	FALSE	external_items	items_batsketball	
THE_GOOD_WITCH_AZURA	FALSE	external_items	items_the_good_witch_azura	
THINK_INSIDE_THE_BOX	FALSE	external_items	items_think_inside_the_box	
YOURE_A_STAR	FALSE	external_items	items_youre_a_star	
TOP_STUDENT	FALSE	external_items	items_top_student	
SKULLSHIP	FALSE	external_items	items_skullship	
JOYFUL_REUNION	FALSE	external_items	items_joyful_reunion	
BABY_PUFFBALL	FALSE	external_items	items_baby_puffball	
SLEEPY_WEEPY_BEDDY_BEAR	FALSE	external_items	items_sleepy_weepy_beddy_bear	
YOUNG_ART	FALSE	external_items	items_young_art	
YOUNG_DOT	FALSE	external_items	items_young_dot	
SKULLSHIP	FALSE	external_items	items_skullship	
JOYFUL_REUNION	FALSE	external_items	items_joyful_reunion	
BABY_PUFFBALL	FALSE	external_items	items_baby_puffball	
SLEEPY_WEEPY_BEDDY_BEAR	FALSE	external_items	items_sleepy_weepy_beddy_bear	
LILO_EMOJI	FALSE	external_emojis	Lilo_Default	
WHAT	FALSE	external_items	items_what	
SING_IT_GIRL	FALSE	external_items	items_sing_it_girl	
SPACE_EMBRACE	FALSE	external_items	items_space_embrace	
SUBSTITUTIARY_LOCOMOTION	FALSE	external_items	items_substitutiary_locomotion	
MCDUCK_MANOR	FALSE	external_items	items_mcduck_manor	
MICKEY_DONUT	FALSE	external_items	items_mickey_donut	
MONEY_BIN	FALSE	external_items	items_money_bin	
MONEY_TREE	FALSE	external_items	items_money_tree	
RING_RING	FALSE	external_items	items_ring_ring	
JACKALOPES	FALSE	external_items	items_jackalopes	
LUNIVERSO	FALSE	external_items	items_luniverso	
MAHNA_MAHNA	FALSE	external_items	items_mahna_mahna	
CONDORMAN	FALSE	external_items	items_condorman	
COSMIC_CREEPERS	FALSE	external_items	items_cosmic_creepers	
FIST_BUMP	FALSE	external_items	items_fist_bump	
GRUNKLE_BOBBLEHEAD	FALSE	external_items	items_grunkle_bobblehead	
INNER_MONOLOGUE	FALSE	external_items	items_inner_monologue	
BADGE_OF_CARBS	FALSE	external_items	items_badge_of_carbs	
BADGE_OF_CEPHALOPOD	FALSE	external_items	items_badge_of_cephalopod	
BIG_PLANS	FALSE	external_items	items_big_plans	
WHAT	FALSE	external_items	items_what	
SING_IT_GIRL	FALSE	external_items	items_sing_it_girl	
INNER_MONOLOGUE	FALSE	external_items	items_inner_monologue	
BADGE_OF_CARBS	FALSE	external_items	items_badge_of_carbs	
BADGE_OF_CEPHALOPOD	FALSE	external_items	items_badge_of_cephalopod	
BIG_PLANS	FALSE	external_items	items_big_plans	
GIMME_A_TREAT	FALSE	external_items	items_gimme_a_treat	
FRANKENWEENIE	FALSE	external_items	items_frankenweenie	
WINDSDAY	FALSE	external_items	items_windsday	
TEAM_PUP_N_SUDS	FALSE	external_items	items_team_pup_n_suds	
STAR_BUTTERFLY	FALSE	external_items	items_star_butterfly	
SCARY_LARRY	FALSE	external_items	items_scary_larry	
PONY_HEAD	FALSE	external_items	items_pony_head	
NARWHAL_BLAST	FALSE	external_items	items_narwhal_blast	
MONSTER_TELEVISION	FALSE	external_items	items_monster_television	
MADAME_LEOTA	FALSE	external_items	items_madame_leota	
LUMBERJACK	FALSE	external_items	items_lumberjack	
HEADLINE_NEWS	FALSE	external_items	items_headline_news	
HARDHAT_WORK	FALSE	external_items	items_hardhat_work	
GHOST_EXTERMINATORS	FALSE	external_items	items_ghost_exterminators	
DOUBLE_TAKE	FALSE	external_items	items_double_take	
CITY_HALL	FALSE	external_items	items_city_hall	
BRIDE_OF_SPARKY	FALSE	external_items	items_bride_of_sparky	
BIPPER	FALSE	external_items	items_bipper	
BILL	FALSE	external_items	items_bill	
BADGE_OF_NIGIRI	FALSE	external_items	items_badge_of_nigiri	
GIMME_A_TREAT	FALSE	external_items	items_gimme_a_treat	
FRANKENWEENIE	FALSE	external_items	items_frankenweenie	
BRIDE_OF_SPARKY	FALSE	external_items	items_bride_of_sparky	
BIPPER	FALSE	external_items	items_bipper	
BILL	FALSE	external_items	items_bill	
BADGE_OF_NIGIRI	FALSE	external_items	items_badge_of_nigiri	
COLLECTION_AVATAR_BIG_HERO_SIX	FALSE	external_collections	avatar_big_hero_six_badge	
STAMINA_CONSUMABLE	FALSE	external_items	icon_consumable_stamina	
ANNA_EMOJI	FALSE	external_emojis	Anna_Default	
THE_LAST_STRAW	FALSE	external_items	items_the_last_straw	
TIC_TAC_TOE	FALSE	external_items	items_tic_tac_toe	
SPOTS_SLINGSHOT	FALSE	external_items	items_spots_slingshot	
SONGS_TO_SING_IN_THE_DARK	FALSE	external_items	items_songs_to_sing_in_the_dark	
SKIPPY_HAT	FALSE	external_items	items_skippy_hat	
PUPPY_LOVE	FALSE	external_items	items_puppy_love	
PROXIMA	FALSE	external_items	items_proxima	
PROFESSOR_LUDWIG_VON_DRAKE	FALSE	external_items	items_professor_ludwig_von_drake	
FETCH	FALSE	external_items	items_fetch	
LA_QUILA	FALSE	external_items	items_la_quila	
LIGHTNING_IN_A_BOTTLE	FALSE	external_items	items_lightning_in_a_bottle	
PANTS	FALSE	external_items	items_pants	
DROP	FALSE	external_items	items_drop	
DOWNTOWN	FALSE	external_items	items_downtown	
DINOSAUR_BARBARIAN	FALSE	external_items	items_dinosaur_barbarian	
CROSSWALK	FALSE	external_items	items_crosswalk	
BADGE_OF_SNOOZES	FALSE	external_items	items_badge_of_snoozes	
BADGE_OF_NAUGHTINESS	FALSE	external_items	items_badge_of_naughtiness	
ARROWHEAD	FALSE	external_items	items_arrowhead	
A_PIECE_OF_CAKE	FALSE	external_items	items_a_piece_of_cake	
PRIZE_WALL_BRONZE_BORDER	FALSE	external_prize_wall	prize_wall_border_square_one	prize_wall_border_circle_one
PRIZE_WALL_SILVER_BORDER	FALSE	external_prize_wall	prize_wall_border_square_two	prize_wall_border_circle_two
PRIZE_WALL_GOLD_BORDER	FALSE	external_prize_wall	prize_wall_border_square_three	prize_wall_border_circle_three
WRESTLING_BUDDIES	FALSE	external_items	items_wrestling_buddies	
TIME_FOR_AN_ESCAPE	FALSE	external_items	items_time_for_an_escape	
THATS_SHOWBIZ	FALSE	external_items	items_thats_showbiz	
SQUISHYS_MOM	FALSE	external_items	items_squishys_mom	
SHARING_IS_CARING	FALSE	external_items	items_sharing_is_caring	
PUPPIES	FALSE	external_items	items_puppies	
NUMBER_ONE_SHIRT	FALSE	external_items	items_number_one_shirt	
ICE_SCREAM	FALSE	external_items	items_ice_scream	
GOLDEN_DRAGON	FALSE	external_items	items_golden_dragon	
GIA	FALSE	external_items	items_gia	
FOWL	FALSE	external_items	items_fowl	
EGGMAN	FALSE	external_items	items_eggman	
DEPRESSING_DINNER	FALSE	external_items	items_depressing_dinner	
CUMULONIMBUS	FALSE	external_items	items_cumulonimbus	
COMMON_GROUND	FALSE	external_items	items_common_ground	
CHECKMATE	FALSE	external_items	items_checkmate	
BADGE_OF_GRACE	FALSE	external_items	items_badge_of_grace	
BADGE_OF_DANCE	FALSE	external_items	items_badge_of_dance	
BADGE_OF_CHARM	FALSE	external_items	items_badge_of_charm	
A_FLOWER_FOR_BA	FALSE	external_items	items_a_flower_for_ba	
BEACH_BORDER	FALSE	external_collections	beach_border_square	beach_border_circle
COLLECTION_AVATAR_FROZEN	FALSE	external_collections	avatar_frozen_collection_badge	
SNOWFLAKE_BORDER	FALSE	external_collections	snowflake_border_square	snowflake_border_circle
PINE_RED_BORDER	FALSE	external_collections	pine_border_01_square	pine_border_01_circle
PINE_GOLD_BORDER	FALSE	external_collections	pine_border_02_square	pine_border_02_circle
GLITCHED_FIREWORKS_BORDER	FALSE	external_collections	glitched_fireworks_border_square	glitched_fireworks_border_circle
DIGITAL_PARTY_BORDER	FALSE	external_collections	digital_party_border_square	digital_party_border_circle
WOOF_WOOF_WOOF	FALSE	external_items	items_woof_woof_woof	
THE_POSSUM_POSSE_JAMBOREE	FALSE	external_items	items_the_possum_posse_jamboree	
THE_MYSTERY_SHACK	FALSE	external_items	items_the_mystery_shack	
TENDER_TOUCH	FALSE	external_items	items_tender_touch	
STAR_STRUCK	FALSE	external_items	items_star_struck	
SAFETY_FIRST	FALSE	external_items	items_safety_first	
OFFICE_PET	FALSE	external_items	items_office_pet	
NACHOS	FALSE	external_items	items_nachos	
MY_BUBBLES	FALSE	external_items	items_my_bubbles	
LUDO	FALSE	external_items	items_ludo	
HUSBAND_AND_WIFE	FALSE	external_items	items_husband_and_wife	
HI_DAD_SOUP	FALSE	external_items	items_hi_dad_soup	
GIFT_CARD	FALSE	external_items	items_gift_card	
EXPLOSIVE_MUFFIN	FALSE	external_items	items_explosive_muffin	
BUTTERED_TOAST	FALSE	external_items	items_buttered_toast	
BADGE_OF_SASS	FALSE	external_items	items_badge_of_sass	
BADGE_OF_HUGS	FALSE	external_items	items_badge_of_hugs	
BADGE_OF_CURIOSITY	FALSE	external_items	items_badge_of_curiosity	
BABYS_FIRST_SHAPES	FALSE	external_items	items_babys_first_shapes	
BADGE_OF_ADORATION	FALSE	external_items	items_badge_of_adoration	
PQ_WINTER_VACATION_CHRISTMAS_TREE_EMOJI	FALSE	external_emojis	stamp_christmas_tree	
PQ_GLITCHED_SMILE_EMOJI	FALSE	external_emojis	stamp_glitched_smile	
PQ_NEW_YEAR_BALLOON_EMOJI	FALSE	external_emojis	stamp_new_year_balloon	
EXP_COLOSSAL	TRUE	items	item_exp_potion_colossal	
TIME_MACHINE	FALSE	external_items	items_time_machine	
TODAYLAND	FALSE	external_items	items_todayland	
YOURE_WELCOME	FALSE	external_items	items_youre_welcome	
MY_BALLOON_FRIEND	FALSE	external_items	items_my_balloon_friend	
ORANGE_YOU_GLAD	FALSE	external_items	items_orange_you_glad	
SISTERS	FALSE	external_items	items_sisters	
THE_TERRIFYING_KITTYSAURUS	FALSE	external_items	items_the_terrifying_kittysaurus	
MONALISA	FALSE	external_items	items_monalisa	
MOON_STAR	FALSE	external_items	items_moon_star	
DONT_EAT_ME	FALSE	external_items	items_dont_eat_me	
FULL_MOON	FALSE	external_items	items_full_moon	
GIGGLE_MCDIMPLES	FALSE	external_items	items_giggles_mcdimples	
MACHIOVELLI	FALSE	external_items	items_machiovelli	
BADGE_OF_BOOPS	FALSE	external_items	items_badge_of_boops	
BEACH_DAY	FALSE	external_items	items_beach_day	
BONKERS	FALSE	external_items	items_bonkers	
BULLDOG_CAFE	FALSE	external_items	items_bulldog_cafe	
DEATH_BY_BAOS	FALSE	external_items	items_death_by_baos	
ANDERSON_OBSERVATORY	FALSE	external_items	items_anderson_observatory	
BABY_KERMIT	FALSE	external_items	items_baby_kermit	
COLLECTION_AVATAR_LILO_AND_STITCH	FALSE	external_collections	avatar_lilo_stitch_badge	
SPLASH_ZONE	FALSE	external_items	items_splash_zone	
SOUNDLY_ASLEEP	FALSE	external_items	items_soundly_asleep	
SKY_HIGH_SCHOOL	FALSE	external_items	items_sky_high_school	
OUTWORLDLY_GUESTS	FALSE	external_items	items_outworldly_guests	
NOT_DOG_FOOD	FALSE	external_items	items_not_dog_food	
MIGHTY_HORSE	FALSE	external_items	items_mighty_horse	
MIDDLE_OF_NOWHERE	FALSE	external_items	items_middle_of_nowhere	
MARINE_LIFE_INSTITUTE	FALSE	external_items	items_marine_life_institute	
HIDDEN_GNOME	FALSE	external_items	items_hidden_gnome	
GREAT_ESCAPE	FALSE	external_items	items_great_escape	
FRESH_SPAGHETTI	FALSE	external_items	items_fresh_spaghetti	
FLYING_BUS_DRIVER	FALSE	external_items	items_flying_bus_driver	
FISH_DELIVERY	FALSE	external_items	items_fish_delivery	
CHEESE_TOUCH	FALSE	external_items	items_cheese_touch	
BROS_ONLY	FALSE	external_items	items_bros_only	
BRO_TIME	FALSE	external_items	items_bro_time	
BLAST_OFF	FALSE	external_items	items_blast_off	
BABY_GONZO	FALSE	external_items	items_baby_gonzo	
BABY_FOZZIE	FALSE	external_items	items_baby_fozzie	
BABY_ANIMAL	FALSE	external_items	items_baby_animal	
KRONK_EMOJI	FALSE	external_emojis	Kronk_Default	
UNEXPECTED_CACTUS	FALSE	external_items	items_unexpected_cactus	
THE_BUTT	FALSE	external_items	items_the_butt	
TEAMWORK	FALSE	external_items	items_teamwork	
SAN_FRANSOKYO	FALSE	external_items	items_san_fransokyo	
SAFETY_TREAT	FALSE	external_items	items_safety_treat	
SAD_RACOON	FALSE	external_items	items_sad_racoon	
RISE_AND_SHINE	FALSE	external_items	items_rise_and_shine	
RAT_ROMANCE	FALSE	external_items	items_rat_romance	
PRIDE_ROCK	FALSE	external_items	items_pride_rock	
PRAIRIE_DOG_PARTY	FALSE	external_items	items_prairie_dog_party	
PICO	FALSE	external_items	items_pico	
MIRACLE_CANDLE	FALSE	external_items	items_miracle_candle	
FAMILY_HUGS	FALSE	external_items	items_family_hugs	
DAY_AND_NIGHT	FALSE	external_items	items_day_and_night	
DANCING_SNAKE	FALSE	external_items	items_dancing_snake	
CRAZY_OWL	FALSE	external_items	items_crazy_owl	
CASITA	FALSE	external_items	items_casita	
BRUNOS_VISION	FALSE	external_items	items_brunos_vision	
BOUNTIFUL_HARVEST	FALSE	external_items	items_bountiful_harvest	
BABY_POWER	FALSE	external_items	items_baby_power	
YEAR_OF_THE_RAT	FALSE	external_items	items_year_of_the_rat	
WARRIORS_IN_TRAINING	FALSE	external_items	items_warriors_in_training	
TOO_BIG_FOR_THIS	FALSE	external_items	items_too_big_for_this	
THE_SCARE_PIG	FALSE	external_items	items_the_scare_pig	
SURPRISE_GUEST	FALSE	external_items	items_surprise_guest	
SPACE_FLEET	FALSE	external_items	items_space_fleet	
SCARY_EDUCATION	FALSE	external_items	items_scary_education	
REVOLUTIONARY_RAT_WAR	FALSE	external_items	items_revolutionary_rat_war	
OUR_NEW_HOME	FALSE	external_items	items_our_new_home	
NOT_A_FALLING_STAR	FALSE	external_items	items_not_a_falling_star	
NO_SUPES	FALSE	external_items	items_no_supes	
JUNGLE_FRIENDS	FALSE	external_items	items_jungle_friends	
JUDGY_LOOKS	FALSE	external_items	items_judgy_looks	
HUMAN_PARACHUTE	FALSE	external_items	items_human_parachute	
GUARD_DUG	FALSE	external_items	items_guard_dug	
FOR_MULAN	FALSE	external_items	items_for_mulan	
CUTE_MA_KAPPA	FALSE	external_items	items_cute_ma_kappa	
CARL_AND_DUG	FALSE	external_items	items_carl_and_dug	
BROKEN_MEMORIES	FALSE	external_items	items_broken_memories	
BABY_MIKE	FALSE	external_items	items_baby_mike	
COLLECTION_AVATAR_MICKEY_AND_FRIENDS	FALSE	external_collections	avatar_mickey_and_friends_badge	
ANNIVERSARY_4_BORDER	FALSE	external_collections	anniversary_4_border_square	anniversary_4_border_circle
ANNIVERSARY_AVATAR_4	FALSE	external_items	avatar_standard_four_anniversary	
BETA_ANNIVERSARY_AVATAR_4	FALSE	external_items	avatar_beta_four_anniversary	
ANNIVERSARY_5_BORDER	FALSE	external_collections	anniversary_5_border_square	anniversary_5_border_circle
ANNIVERSARY_AVATAR_5	FALSE	external_items	avatar_standard_five_anniversary	
BETA_ANNIVERSARY_AVATAR_5	FALSE	external_items	avatar_beta_five_anniversary	
ANNIVERSARY_7_BORDER	FALSE	external_collections	anniversary_7_border_square	anniversary_7_border_circle
ANNIVERSARY_AVATAR_7	FALSE	external_items	avatar_standard_seven_anniversary	
BETA_ANNIVERSARY_AVATAR_7	FALSE	external_items	avatar_beta_seven_anniversary	
ANNIVERSARY_8_BORDER	FALSE	external_collections	anniversary_8_border_square	anniversary_8_border_circle
ANNIVERSARY_AVATAR_8	FALSE	external_items	avatar_standard_eight_anniversary	
BETA_ANNIVERSARY_AVATAR_8	FALSE	external_items	avatar_beta_eight_anniversary	
ANIMAL_HYDRATION	FALSE	external_items	items_animal_hydration	
CONFUSED_CHICKEN	FALSE	external_items	items_confused_chicken	
EARTH_IS_NEXT	FALSE	external_items	items_earth_is_next	
CITY_IN_THE_SKY	FALSE	external_items	items_city_in_the_sky	
GODLY_BABY	FALSE	external_items	items_godly_baby	
BABY_STEED	FALSE	external_items	items_baby_steed	
FOUR_TOWNIE	FALSE	external_items	items_four_townie	
TEMPLE_KEEPER	FALSE	external_items	items_strangers	
TEMPLE_GUARDIAN	FALSE	external_items	items_always_here	
POWER_PANDAS	FALSE	external_items	items_power_pandas	
NEW_PERSPECTIVE	FALSE	external_items	items_new_perspective	
HEART_OF_ATLANTIS	FALSE	external_items	items_heart_of_atlantis	
FLYING_FISH	FALSE	external_items	items_flying_fish	
MAGICAL_MARIPOSA	FALSE	external_items	items_magical_mariposa	
PIRATES_BEST_FRIEND	FALSE	external_items	items_pirates_best_friends	
CRESCENTIA	FALSE	external_items	items_crescentia	
KEEP_MOVING_FORWARD	FALSE	external_items	items_keep_moving_forward	
MEMORY_SCANNER	FALSE	external_items	items_memory_scanner	
TEAMS_DINOS	FALSE	external_items	items_team_dinos	
INTERGALACTIC_PIZZA	FALSE	external_items	items_intergalactic_pizza	
COLLECTION_AVATAR_HERCULES	FALSE	external_collections	avatar_hercules_collection_badge	
FAMILY_REUNION	FALSE	external_items	items_family_reunion	
BRAIN_POWER	FALSE	external_items	items_brain_power	
STORY_TIME	FALSE	external_items	items_story_time	
HAPPY_SIBLINGS	FALSE	external_items	items_happy_siblings	
MODE_MANSION	FALSE	external_items	items_mode_mansion	
MAMA_COCO	FALSE	external_items	items_mama_coco	
CONFUSED_DOGGY	FALSE	external_items	items_confused_doggy	
RIVERA_TRADITION	FALSE	external_items	items_rivera_tradition	
BOLT_STARE	FALSE	external_items	items_bolt_stare	
DAWN_BUG	FALSE	external_items	items_dawn_bug	
FOOT_RING	FALSE	external_items	items_foot_ring	
RAS	FALSE	external_items	items_ras	
SMALL_BUT_POWERFUL	FALSE	external_items	items_small_but_powerful	
SILENT_SPARROW	FALSE	external_items	items_silent_sparrow	
HEALTHY_CHIP	FALSE	external_items	items_healthy_chip	
I_AM_CALM	FALSE	external_items	items_i_am_calm	
STAY_CALM	FALSE	external_items	items_stay_calm	
NOT_QUITE_CALM	FALSE	external_items	items_not_quite_calm	
NATION_OF_PANDAS	FALSE	external_items	items_nation_of_pandas	
A_FISHY_DRAWING	FALSE	external_items	items_a_fishy_drawing	
COLLECTION_AVATAR_ATLANTIS	FALSE	external_collections	avatar_atlantis_badge	
WOODSY_SNACK	FALSE	external_items	items_woodsy_snack	
SPORTS_HAT	FALSE	external_items	items_sports_hat	
SLUG_THINGS	FALSE	external_items	items_slug_things	
SAD_MUSIC	FALSE	external_items	items_sad_music	
ROYAL_FORTUNE	FALSE	external_items	items_royal_fortune	
PRACTICE_NEEDED	FALSE	external_items	items_practice_needed	
PASS_THE_SUGAR	FALSE	external_items	items_pass_the_sugar	
OLE_BETSY	FALSE	external_items	items_ole_betsy	
NEW_WORLD	FALSE	external_items	items_new_world	
NEVER_LOST	FALSE	external_items	items_never_lost	
LEISURE_TIME	FALSE	external_items	items_leisure_time	
LADYBUG_CAPE	FALSE	external_items	items_ladybug_cape	
FOR_A_KING	FALSE	external_items	items_for_a_king	
FLAVERSHAMS_STORE	FALSE	external_items	items_flavershams_store	
EVEN_SMALLER_TOY	FALSE	external_items	items_even_smaller_toy	
DIVINE_TELLING	FALSE	external_items	items_divine_telling	
CUTE_DRAWING	FALSE	external_items	items_cute_drawing	
BLUEBERRIES_UNITE	FALSE	external_items	items_blueberries_unite	
ALL_JEWELED_OUT	FALSE	external_items	items_all_jeweled_out	
A_WIZARDS_HIDEOUT	FALSE	external_items	items_a_wizards_hideout	
FLUTE_CASE	FALSE	external_items	items_flute_case	
FACE_COVERING	FALSE	external_items	items_face_covering	
BIG_MARIE	FALSE	external_items	items_big_marie	
MAP_OF_NOTRE_DAME	FALSE	external_items	items_map_of_notre_dame	
ROYAL_DISGUISE	FALSE	external_items	items_royal_disguise	
MODERN_ART	FALSE	external_items	items_modern_art	
PALATE_CLEANSER	FALSE	external_items	items_palette_cleanser	
STRATOS	FALSE	external_items	items_stratos	
LYTHOS	FALSE	external_items	items_lythos	
HYDROS	FALSE	external_items	items_hydros	
PYROS	FALSE	external_items	items_pyros	
TURTLE_NECK	FALSE	external_items	items_turtle_neck	
HEROS_CELEBRATION	FALSE	external_items	items_heros_celebration	
KING_CANDY	FALSE	external_items	items_king_candy	
NO_GLITCHES	FALSE	external_items	items_no_glitches	
LITTLE_SCHOLAR	FALSE	external_items	items_little_scholar	
AARON_Z	FALSE	external_items	items_aaron_z	
OCEAN_SIDE_VIEW	FALSE	external_items	items_ocean_side_view	
YOUNG_ICE_HARVESTER	FALSE	external_items	items_young_ice_harvester	
REINDEERS_BEGINNINGS	FALSE	external_items	items_reindeers_beginnings	
COLLECTION_AVATAR_TANGLED	FALSE	external_collections	avatar_tangled_badge	
COLLECTION_AVATAR_NIGHTMARE_BEFORE_CHRISTMAS	FALSE	external_collections	avatar_nightmare_badge	
MICROBOT	FALSE	external_items	items_microbot	
MULE_MUSIC	FALSE	external_items	items_mule_music	
ELECTROMAGNETIC_BIKE	FALSE	external_items	items_electromagnetic_bike	
UNAMUSED	FALSE	external_items	items_unamused	
BUNNY_SLIPPERS	FALSE	external_items	items_bunny_slippers	
TERRIFYING_HENCHMEN	FALSE	external_items	items_terrifying_henchmen	
DIGITAL_PET	FALSE	external_items	items_digital_pet	
BREAKFAST_BOWL	FALSE	external_items	items_breakfast_bowl	
TRAVEL_PLANS	FALSE	external_items	items_travel_plans	
SOX	FALSE	external_items	items_sox	
HYPERSPEED	FALSE	external_items	items_hyperspeed	
SPONGE_BEDS	FALSE	external_items	items_sponge_beds	
LIGHT_IN_THE_DARK	FALSE	external_items	items_light_in_the_dark	
ROOM_FOR_SECONDS	FALSE	external_items	items_room_for_seconds	
BURIED_ALONE	FALSE	external_items	items_buried_alone	
BRIBE_OF_KINDNESS	FALSE	external_items	items_bribe_of_kindness	
PRECIOUS_CREATION	FALSE	external_items	items_precious_creation	
WASHED_UP	FALSE	external_items	items_washed_up	
TASTEFUL_TALE	FALSE	external_items	items_tasteful_tale	
GLOWING_FUNGI	FALSE	external_items	items_glowing_fungi	
A_CUT_OUT_PLAN	FALSE	external_items	items_a_cut_out_plan	
MELISSA	FALSE	external_items	items_melissa	
SAXON	FALSE	external_items	items_sackson	
TOO_MUCH_FUN	FALSE	external_items	items_too_much_fun	
LOST_THINGS	FALSE	external_items	items_lost_things	
PAINTED_BUG	FALSE	external_items	items_painted_bug	
BOOS_MONSTER	FALSE	external_items	items_boos_monster	
POLLY	FALSE	external_items	items_polly	
RACHEL	FALSE	external_items	items_rachel	
FINE_CRAFTSMANSHIP	FALSE	external_items	items_fine_craftsmanship	
SHAME_CAGE	FALSE	external_items	items_shame_cage	
BESSIE	FALSE	external_items	items_bessie	
HOOTY	FALSE	external_items	items_hootie	
TRUSTY_WEAPON	FALSE	external_items	items_trusty_weapon	
SPACE_CHICKEN	FALSE	external_items	items_space_chicken	
AARON_T	FALSE	external_items	items_aaron_t	
TAE_YOUNG	FALSE	external_items	items_tae_young	
