	EQUIP_HERO	GIFTING_HERO	COLOR	TAGS	LEVEL_TAGS	STAR_TAGS
EVIL_QUEEN_SPEED	EVIL_QUEEN	MADAM_MIM	PURPLE	SKILL_POWER_INCREASE,REALITY_INCREASE,ARMOR_INCREASE,MAX_HP_INCREASE,REALITY_DECREASE,INCREASED_DAMAGE_DEALT	SKILL_POWER_INCREASE,REALITY_INCREASE,ARMOR_INCREASE,MAX_HP_INCREASE,REALITY_DECREASE	INCREASED_DAMAGE_DEALT
LI_SHANG_SILENCE	LI_SHANG	MULAN	ORANGE	MAX_HP_INCREASE,EVASION_INCREASE,TENACITY_INCREASE,SILENCE	MAX_HP_INCREASE,EVASION_INCREASE,TENACITY_INCREASE	SILENCE
LI_SHANG_BLIND	LI_SHANG	KRISTOFF_AND_SVEN	ICE_BLUE	MAX_HP_INCREASE,NORMAL_CRIT_INCREASE,DODGE	MAX_HP_INCREASE,NORMAL_CRIT_INCREASE	DODGE
DAVY_JONES_CURSE	DAVY_JONES	OOGIE_BOOGIE	ORANGE	DAMAGE_INCREASE,CURSE	DAMAGE_INCREASE	CURSE
DAVY_JONES_STUDY	DAVY_JONES	CAPTAIN_HOOK	GOLD	ARMOR_DECREASE,MAX_HP_INCREASE,REDUCED_DAMAGE_DEALT	ARMOR_DECREASE,MAX_HP_INCREASE	REDUCED_DAMAGE_DEALT
BALOO_CHARM	BALOO	KING_LOUIE	TEAL	MAX_HP_INCREASE,NORMAL_CRIT_DECREASE,FANTASTIC_CRIT_DECREASE,REDUCED_DAMAGE_TAKEN	MAX_HP_INCREASE,NORMAL_CRIT_DECREASE,FANTASTIC_CRIT_DECREASE	REDUCED_DAMAGE_TAKEN
BALOO_HOT	BALOO	SIMBA_AND_NALA	ICE_BLUE	DAMAGE_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM	DAMAGE_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM
BASIL_DOT	BASIL	MUSHU	RED	REALITY_DECREASE,MAX_HP_INCREASE,ARMOR_INCREASE,DAMAGE_INCREASE,REDUCED_DAMAGE_DEALT	REALITY_DECREASE,MAX_HP_INCREASE,ARMOR_INCREASE,DAMAGE_INCREASE	REDUCED_DAMAGE_DEALT
BASIL_SILENCE	BASIL	RANDALL_BOGGS	BLUE	DAMAGE_INCREASE,MAX_HP_INCREASE,HEAL_OVER_TIME_TEAM	DAMAGE_INCREASE,MAX_HP_INCREASE	HEAL_OVER_TIME_TEAM
CHESHIRE_CAT_SAP	CHESHIRE_CAT	HANK_AND_DORY	PINK	SKILL_POWER_INCREASE,ARMOR_INCREASE,STUN	SKILL_POWER_INCREASE,ARMOR_INCREASE	STUN
CHESHIRE_CAT_INVISIBLE	CHESHIRE_CAT	MAD_HATTER	PURPLE	SKILL_POWER_INCREASE,DAMAGE_INCREASE,ENERGY_SELF	SKILL_POWER_INCREASE,DAMAGE_INCREASE	ENERGY_SELF
KING_LOUIE_BANANA	KING_LOUIE	ANIMAL	TEAL	SKILL_POWER_INCREASE,REALITY_INCREASE,FANTASTIC_DAMAGE,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE	SKILL_POWER_INCREASE,REALITY_INCREASE	FANTASTIC_DAMAGE,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE
KING_LOUIE_SLOW	KING_LOUIE	PETER_PAN	ORANGE	ARMOR_INCREASE,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE	ARMOR_INCREASE	ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE
MAXIMUS_STUDY	MAXIMUS	FLYNN_RIDER	PINK	MAX_HP_INCREASE,ARMOR_DECREASE,ATTACK_SPEED_DECREASE,DAMAGE_INCREASE	MAX_HP_INCREASE,ARMOR_DECREASE,ATTACK_SPEED_DECREASE	DAMAGE_INCREASE
MAXIMUS_BUFF_REMOVAL	MAXIMUS	TIMON_AND_PUMBAA	GREEN	ARMOR_INCREASE,MAX_HP_INCREASE,REMOVE_BUFF	ARMOR_INCREASE,MAX_HP_INCREASE	REMOVE_BUFF
JUMBA_PRECISE	JUMBA	STITCH	BLUE	DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE,PRECISE	DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE	PRECISE
JUMBA_DAMAGE_ROLE	JUMBA	ANIMAL	PURPLE	REMOVE_BUFF,ARMOR_INCREASE,DAMAGE_INCREASE,EVASION_INCREASE,STUN	REMOVE_BUFF,ARMOR_INCREASE,DAMAGE_INCREASE,EVASION_INCREASE	STUN
ANGEL_SILENCE	ANGEL	STITCH	PINK	DAMAGE_DECREASE,REALITY_DECREASE	DAMAGE_DECREASE,REALITY_DECREASE	
ANGEL_BERSERK	ANGEL	MIGUEL	BLUE	DAMAGE_INCREASE,MAX_HP_INCREASE,BLIND	DAMAGE_INCREASE,MAX_HP_INCREASE	BLIND
PLEAKLEY_DOT	PLEAKLEY	JUMBA	TEAL	SKILL_POWER_INCREASE,REALITY_INCREASE,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE	SKILL_POWER_INCREASE,REALITY_INCREASE	ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE
PLEAKLEY_FREEZE	PLEAKLEY	MOANA	GOLD	ARMOR_INCREASE,DAMAGE_INCREASE	ARMOR_INCREASE,DAMAGE_INCREASE	
SLINKY_DOG_SCARED	SLINKY_DOG	TIGGER	ORANGE	REALITY_INCREASE	REALITY_INCREASE	REALITY_INCREASE
SLINKY_DOG_SHIELD	SLINKY_DOG	POWERLINE	ICE_BLUE	FANTASTIC_DAMAGE,SKILL_POWER_INCREASE	FANTASTIC_DAMAGE,SKILL_POWER_INCREASE	FANTASTIC_DAMAGE
CAPTAIN_AMELIA_SKILL	CAPTAIN_AMELIA	CAPTAIN_HOOK	BLUE	SKILL_POWER_INCREASE,DAMAGE_INCREASE,MAX_HP_INCREASE	SKILL_POWER_INCREASE,DAMAGE_INCREASE,MAX_HP_INCREASE	
CAPTAIN_AMELIA_SPEED	CAPTAIN_AMELIA	JIM_HAWKINS	PURPLE	DAMAGE_INCREASE,MAX_HP_INCREASE,ATTACK_SPEED_INCREASE	DAMAGE_INCREASE,MAX_HP_INCREASE	ATTACK_SPEED_INCREASE
IAN_LIGHTFOOT_BLIND	IAN_LIGHTFOOT	MERLIN	PURPLE	MAX_HP_INCREASE,EVASION_DECREASESKILL_POWER_INCREASE,ENERGY_SELF	MAX_HP_INCREASE,EVASION_DECREASESKILL_POWER_INCREASE	ENERGY_SELF
IAN_LIGHTFOOT_REFLECT	IAN_LIGHTFOOT	GOLIATH	RED	MAX_HP_INCREASE,FANTASTIC_DAMAGE,INCREASE_DAMAGE_DEALT,REFLECT	MAX_HP_INCREASE,FANTASTIC_DAMAGE,INCREASE_DAMAGE_DEALT	REFLECT
SADNESS_SORROW	SADNESS	EEYORE	ICE_BLUE	MAX_HP_INCREASE,EVASION_DECREASE,SKILL_POWER_DECREASE,DAMAGE_DECREASE,ATTACK_SPEED_DECREASE,DAMAGE_INCREASE	MAX_HP_INCREASE,EVASION_DECREASE,SKILL_POWER_DECREASE,DAMAGE_DECREASE,ATTACK_SPEED_DECREASE,DAMAGE_INCREASE	
SADNESS_CRIT	SADNESS	JOY	PINK	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,FANTASTIC_CRIT_DECREASE,NORMAL_CRIT_DECREASE	MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,FANTASTIC_CRIT_DECREASE	NORMAL_CRIT_DECREASE
LOCK_SHOCK_BARREL_SCARE	LOCK_SHOCK_BARREL	OOGIE_BOOGIE	RED	DAMAGE_DECREASE,MAX_HP_INCREASE,CRIT_DAMAGE_INCREASE,SCARE,EVASION_DECREASE	DAMAGE_DECREASE,MAX_HP_INCREASE,CRIT_DAMAGE_INCREASE	SCARE,EVASION_DECREASE
LOCK_SHOCK_BARREL_FATIGUE	LOCK_SHOCK_BARREL	CHESHIRE_CAT	ORANGE	SKILL_POWER_DECREASE,DAMAGE_DECREASE,MAX_HP_DECREASE,MAX_HP_INCREASE,FATIGUE	SKILL_POWER_DECREASE,DAMAGE_DECREASE,MAX_HP_DECREASE,MAX_HP_INCREASE	FATIGUE
BUNSEN_AND_BEAKER_SPEED	BUNSEN_AND_BEAKER	YZMA	BLUE	MAX_HP_INCREASE,NORMAL_CRIT_INCREASE,CRIT_DAMAGE_INCREASE,ATTACK_SPEED_INCREASE,DAMAGE_INCREASE,MOVE_SPEED_INCREASE	MAX_HP_INCREASE,NORMAL_CRIT_INCREASE,CRIT_DAMAGE_INCREASE,ATTACK_SPEED_INCREASE,DAMAGE_INCREASE	ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE
BUNSEN_AND_BEAKER_DIVERT	BUNSEN_AND_BEAKER	GIZMODUCK	GOLD	MAX_HP_INCREASE,REALITY_INCREASE,ARMOR_INCREASE	MAX_HP_INCREASE,REALITY_INCREASE,ARMOR_INCREASE,	
KRONK_FROZEN	KRONK	YZMA	BLUE	REALITY_INCREASE,MAX_HP_INCREASE,INVINCIBLE	REALITY_INCREASE,MAX_HP_INCREASE	INVINCIBLE
KRONK_INVINCIBLE	KRONK	DR_DRAKKEN	RED	ARMOR_INCREASE,SKILL_POWER_INCREASE,INVINCIBLE	ARMOR_INCREASE,SKILL_POWER_INCREASE	INVINCIBLE
DISGUST_SKILL1	DISGUST	FLYNN_RIDER	RED	MAX_HP_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,FANTASTIC_CRIT_INCREASE,FANTASTIC_DAMAGE	MAX_HP_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,FANTASTIC_CRIT_INCREASE,FANTASTIC_DAMAGE	
DISGUST_SILENCE	DISGUST	SADNESS	GREEN	SKILL_POWER_DECREASE,REALITY_DECREASE,FANTASTIC_DAMAGE,MAX_HP_INCREASE	SKILL_POWER_DECREASE,REALITY_DECREASE,FANTASTIC_DAMAGE,MAX_HP_INCREASE	FANTASTIC_DAMAGE
MANTICORE_DOT	MANTICORE	MUSHU	PURPLE	FANTASTIC_DAMAGE,DAMAGE_OVER_TIME,MAX_HP_INCREASE,INCREASE_DAMAGE_DEALT	FANTASTIC_DAMAGE,DAMAGE_OVER_TIME,MAX_HP_INCREASE	INCREASE_DAMAGE_DEALT
MANTICORE_CURSE	MANTICORE	MAXIMUS	GOLD	MAX_HP_INCREASE,HEAL_SELF,HEAL_TEAM,SKILL_POWER_INCREASE,ENERGY_TEAM,ENERGY_SELF	MAX_HP_INCREASE,HEAL_SELF,HEAL_TEAM,SKILL_POWER_INCREASE,ENERGY_TEAM	ENERGY_SELF
FEAR_HARDY	FEAR	REX	TEAL	HEAL_TEAM,MAX_HP_INCREASE,SHIELD_TEAM,HARDY,REFLECT	HEAL_TEAM,MAX_HP_INCREASE,SHIELD_TEAM	HARDY,REFLECT
FEAR_DREAD	FEAR	ANGER	GOLD	MAX_HP_INCREASE	MAX_HP_INCREASE	
HAMM_SAP	HAMM	SCROOGE_MCDUCK	PINK	DAMAGE_DECREASE,MAX_HP_INCREASE,TENACITY_DECREASE,EVASION_DECREASE	DAMAGE_DECREASE,MAX_HP_INCREASE	TENACITY_DECREASE,EVASION_DECREASE
HAMM_TANK	HAMM	REX	ORANGE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,HEAL_TEAM	DAMAGE_INCREASE,SKILL_POWER_INCREASE	HEAL_TEAM
JIM_HAWKINS_ENERGIZED	JIM_HAWKINS	PLEAKLEY	ORANGE	MAX_HP_INCREASE,EVASION_INCREASE,TENACITY_INCREASE,ENERGY_TEAM	MAX_HP_INCREASE,EVASION_INCREASE,TENACITY_INCREASE,ENERGY_TEAM	ENERGY_TEAM
JIM_HAWKINS_CONTROL	JIM_HAWKINS	IAN_LIGHTFOOT	GREEN	MAX_HP_INCREASE,SKILL_POWER_DECREASE,ARMOR_DECREASE,DAMAGE_INCREASE,REALITY_DECREASE	MAX_HP_INCREASE,SKILL_POWER_DECREASE,ARMOR_DECREASE,DAMAGE_INCREASE,REALITY_DECREASE	
JOHN_SILVER_TANK	JOHN_SILVER	OLAF	ICE_BLUE	MAX_HP_INCREASE,SHIELD_TEAM,ENERGY_TEAM,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,BERSERK	MAX_HP_INCREASE,SHIELD_TEAM,ENERGY_TEAM,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	BERSERK
JOHN_SILVER_STUDY	JOHN_SILVER	JIM_HAWKINS	ORANGE	MAX_HP_INCREASE,SKILL_POWER_DECREASE,DAMAGE_DECREASE,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE,STUDY	MAX_HP_INCREASE,SKILL_POWER_DECREASE,DAMAGE_DECREASE,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE	STUDY
HONEY_LEMON_SLOW	HONEY_LEMON	HIRO	GOLD	CRIT_DAMAGE_DECREASE,SKILL_POWER_INCREASE,EVASION_DECREASE,TENACITY_DECREASE	CRIT_DAMAGE_DECREASE,SKILL_POWER_INCREASE	EVASION_DECREASE,TENACITY_DECREASE
HONEY_LEMON_BD_BUFF	HONEY_LEMON	SALLY	RED	MAX_HP_INCREASE,NORMAL_CRIT_DECREASE,FANTASTIC_CRIT_DECREASE,NORMAL_DAMAGE	MAX_HP_INCREASE,NORMAL_CRIT_DECREASE,FANTASTIC_CRIT_DECREASE	NORMAL_DAMAGE
SWEDISH_CHEF_FATIGUE	SWEDISH_CHEF	BUNSEN_AND_BEAKER	RED	DAMAGE_DECREASE,REMOVE_BUFF	DAMAGE_DECREASE	REMOVE_BUFF
SWEDISH_CHEF_LOBSTER	SWEDISH_CHEF	LINGUINI_AND_REMY	TEAL	REALITY_INCREASE,ARMOR_INCREASE,FANTASTIC_DAMAGE,DAMAGE_OVER_TIME,FATIGUE	REALITY_INCREASE,ARMOR_INCREASE	FANTASTIC_DAMAGE,DAMAGE_OVER_TIME,FATIGUE
KERMIT_TANK	KERMIT	GONZO	BLUE	REALITY_INCREASE,ARMOR_INCREASE,DAMAGE_INCREASE	REALITY_INCREASE,ARMOR_INCREASE,DAMAGE_INCREASE	ARMOR_INCREASE,REALITY_INCREASE
KERMIT_SAP	KERMIT	DUCKY_AND_BUNNY	GREEN	REALITY_INCREASE,SKILL_POWER_INCREASE,INVINCIBLE	REALITY_INCREASE,SKILL_POWER_INCREASE	INVINCIBLE
CLAWHAUSER_DPS	CLAWHAUSER	POWERLINE	PURPLE	MAX_HP_INCREASE,ARMOR_INCREASE,FANTASTIC_DAMAGE,DAMAGE_OVER_TIME	MAX_HP_INCREASE	ARMOR_INCREASE,FANTASTIC_DAMAGE,DAMAGE_OVER_TIME
CLAWHAUSER_REALITY	CLAWHAUSER	LI_SHANG	RED	REALITY_INCREASE,MAX_HP_INCREASE,NORMAL_DAMAGE	REALITY_INCREASE,MAX_HP_INCREASE	NORMAL_DAMAGE
DR_DRAKKEN_REFLECT	DR_DRAKKEN	GIZMODUCK	ICE_BLUE	MAX_HP_INCREASE,ENERGY_SELF,REFLECT	MAX_HP_INCREASE,ENERGY_SELF	REFLECT
DR_DRAKKEN_SILENCE	DR_DRAKKEN	KIM_POSSIBLE	GREEN	MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE,SILENCE	MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE	SILENCE
WASABI_SKILL1	WASABI	SYNDROME	GREEN	TRUE_DAMAGE,DAMAGE_INCREASE,ARMOR_INCREASE	TRUE_DAMAGE,DAMAGE_INCREASE,ARMOR_INCREASE	TRUE_DAMAGE
WASABI_ENERGY	WASABI	BUNSEN_AND_BEAKER	PURPLE	DAMAGE_INCREASE,ATTACK_SPEED_INCREASE,ENERGY_SELF	DAMAGE_INCREASE,ATTACK_SPEED_INCREASE	ENERGY_SELF
ROCKETEER_TRUE_DAMAGE	ROCKETEER	CAPTAIN_AMELIA	GREEN	TRUE_DAMAGE,MAX_HP_INCREASE,DAMAGE_INCREASE,ENERGY_SELF	TRUE_DAMAGE,MAX_HP_INCREASE,DAMAGE_INCREASE,ENERGY_SELF	TRUE_DAMAGE
ROCKETEER_SKILL1	ROCKETEER	KIDA	ORANGE	FANTASTIC_DAMAGE,MAX_HP_INCREASE,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE,REDUCE_DAMAGE_DEALT,SILENCE	FANTASTIC_DAMAGE,MAX_HP_INCREASE,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE,REDUCE_DAMAGE_DEALT	SILENCE
MR_BIG_AND_KOSLOV_SCARED_FROZEN	MR_BIG_AND_KOSLOV	BALOO	BLUE	MAX_HP_INCREASE,REALITY_DECREASE,EVASION_DECREASE,ENERGY_SELF	MAX_HP_INCREASE,REALITY_DECREASE,EVASION_DECREASE	ENERGY_SELF
MR_BIG_AND_KOSLOV_STUDY	MR_BIG_AND_KOSLOV	JUDY_HOPPS	PINK	ARMOR_INCREASE,DAMAGE_INCREASE,NORMAL_CRIT_DECREASE,ATTACK_SPEED_INCREASE	ARMOR_INCREASE,DAMAGE_INCREASE,NORMAL_CRIT_DECREASE	ATTACK_SPEED_INCREASE
BARLEY_LIGHTFOOT_QUEST	BARLEY_LIGHTFOOT	IAN_LIGHTFOOT	TEAL	SKILL_POWER_INCREASE,MAX_HP_INCREASE,ENERGIZE	SKILL_POWER_INCREASE,MAX_HP_INCREASE	ENERGIZE
BARLEY_LIGHTFOOT_SKILL1	BARLEY_LIGHTFOOT	MERLIN	ICE_BLUE	MAX_HP_INCREASE,ENERGY_SELF,REDUCE_DAMAGE_DEALT,REALITY_DECREASE,ARMOR_DECREASE	MAX_HP_INCREASE,ENERGY_SELF,REDUCE_DAMAGE_DEALT,REALITY_DECREASE	ARMOR_DECREASE
DEMONA_SCARE	DEMONA	EVIL_QUEEN	RED	MAX_HP_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,ATTACK_SPEED_INCREASE	MAX_HP_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	ATTACK_SPEED_INCREASE
DEMONA_SKILL3	DEMONA	GOLIATH	PURPLE	MAX_HP_INCREASE,ENERGY_SELF,WEAKNESS	MAX_HP_INCREASE,ENERGY_SELF	WEAKNESS
FAIRY_GODMOTHER_ENERGIZED	FAIRY_GODMOTHER	MAXIMUS	PURPLE	MAX_HP_INCREASE,ENERGY_SELF,NORMAL_CRIT_INCREASE,FANTASTIC_CRIT_INCREASE,CRIT_DAMAGE_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	MAX_HP_INCREASE,ENERGY_SELF,NORMAL_CRIT_INCREASE,FANTASTIC_CRIT_INCREASE,CRIT_DAMAGE_INCREASE	ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE
FAIRY_GODMOTHER_REFLECT	FAIRY_GODMOTHER	MADAM_MIM	ICE_BLUE	MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,MAX_HP_DECREASE,REDUCED_DAMAGE_TAKEN	MAX_HP_INCREASE,ARMOR_DECREASE,REALITY_DECREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,MAX_HP_DECREASE	REDUCED_DAMAGE_TAKEN
POCAHONTAS_ENERGY	POCAHONTAS	ELSA	ORANGE	MAX_HP_INCREASE,ENERGY_SELF,ENERGY_REMOVAL	MAX_HP_INCREASE,ENERGY_SELF	ENERGY_REMOVAL,ENERGY_SELF
POCAHONTAS_KNOCKBACK	POCAHONTAS	KIDA	PINK	MAX_HP_INCREASE,INCREASE_DAMAGE_DEALT,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE	MAX_HP_INCREASE,INCREASE_DAMAGE_DEALT	ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE
CARL_SILENCE	CARL	MANTICORE	TEAL	SKILL_POWER_INCREASE,REALITY_DECREASE,MAX_HP_INCREASE,SILENCE	SKILL_POWER_INCREASE,REALITY_DECREASE,MAX_HP_INCREASE	SILENCE
CARL_HEAL	CARL	EEYORE	BLUE	ARMOR_INCREASE,REALITY_INCREASE,HEAL_SELF	ARMOR_INCREASE,REALITY_INCREASE	HEAL_SELF
RUSSELL_AND_KEVIN_SPEED	RUSSELL_AND_KEVIN	HUEY_DEWEY_LOUIE	RED	FANTASTIC_DAMAGE,SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE,ATTACK_SPEED_INCREASE	FANTASTIC_DAMAGE,SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	ATTACK_SPEED_INCREASE
RUSSELL_AND_KEVIN_CURSE	RUSSELL_AND_KEVIN	CARL	GOLD	MAX_HP_INCREASE,REALITY_INCREASE,ARMOR_INCREASE,SHIELD_SELF,SHIELD_TEAM	MAX_HP_INCREASE,REALITY_INCREASE,ARMOR_INCREASE	SHIELD_SELF,SHIELD_TEAM
FOZZIE_SLOW	FOZZIE	MIKE	PINK	MAX_HP_INCREASE,REALITY_DECREASE,ENERGY_REMOVAL	MAX_HP_INCREASE,REALITY_DECREASE	ENERGY_REMOVAL
FOZZIE_HEAL	FOZZIE	KERMIT	GOLD	SKILL_POWER_INCREASE,ATTACK_SPEED_INCREASE	SKILL_POWER_INCREASE	ATTACK_SPEED_INCREASE
ESMERALDA_BLIND	ESMERALDA	ROBIN_HOOD	PURPLE	FANTASTIC_DAMAGE,MAX_HP_INCREASE,ENERGY_SELF,NORMAL_CRIT_DECREASE,FANTASTIC_CRIT_DECREASE,BLIND	FANTASTIC_DAMAGE,MAX_HP_INCREASE,ENERGY_SELF,NORMAL_CRIT_DECREASE,FANTASTIC_CRIT_DECREASE	BLIND
ESMERALDA_DJALI	ESMERALDA	GOLIATH	TEAL	ARMOR_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE,EVASION_INCREASE,NORMAL_CRIT_INCREASE,ATTACK_SPEED_INCREASE	ARMOR_INCREASE,MAX_HP_INCREASE,REALITY_INCREASE,EVASION_INCREASE,NORMAL_CRIT_INCREASE	ATTACK_SPEED_INCREASE
SHEGO_FANTASTIC	SHEGO	KRONK	GREEN	FANTASTIC_DAMAGE,DAMAGE_INCREASE,ATTACK_SPEED_INCREASE,FANTASTIC_CRIT_INCREASE	FANTASTIC_DAMAGE,DAMAGE_INCREASE	ATTACK_SPEED_INCREASE,FANTASTIC_CRIT_INCREASE
SHEGO_ENERGIZED	SHEGO	KIM_POSSIBLE	PINK	DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,REMOVE_BUFF	DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	REMOVE_BUFF
SHERIFF_OF_NOTTINGHAM_CHARM	SHERIFF_OF_NOTTINGHAM	SCROOGE_MCDUCK	ICE_BLUE	ARMOR_DECREASE,DAMAGE_DECREASE,TRUE_DAMAGE	ARMOR_DECREASE,DAMAGE_DECREASE	TRUE_DAMAGE
SHERIFF_OF_NOTTINGHAM_SAP	SHERIFF_OF_NOTTINGHAM	HAMM	GOLD	DAMAGE_INCREASE,ARMOR_INCREASE	DAMAGE_INCREASE,ARMOR_INCREASE	
RON_STOPPABLE_STUN	RON_STOPPABLE	KIM_POSSIBLE	BLUE	MAX_HP_INCREASE,EVASION_DECREASE,TENACITY_DECREASE	MAX_HP_INCREASE,EVASION_DECREASE,TENACITY_DECREASE	
RON_STOPPABLE_HEAL	RON_STOPPABLE	LAUNCHPAD_MCQUACK	GREEN	SKILL_POWER_INCREASE,HEAL_SELF,MAX_HP_INCREASE,ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE	SKILL_POWER_INCREASE,HEAL_SELF,MAX_HP_INCREASE	ATTACK_SPEED_DECREASE,MOVE_SPEED_DECREASE
QUACKERJACK_FATIGUE	QUACKERJACK	LOCK_SHOCK_BARREL	PURPLE	REALITY_INCREASE,EVASION_INCREASE,MAX_HP_INCREASE,DAMAGE_DECREASE	REALITY_INCREASE,EVASION_INCREASE,MAX_HP_INCREASE,DAMAGE_DECREASE	DAMAGE_DECREASE
QUACKERJACK_INVINCIBLE	QUACKERJACK	SLINKY_DOG	GOLD	ARMOR_INCREASE,SKILL_POWER_INCREASE,DAMAGE_DECREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,SAP	ARMOR_INCREASE,SKILL_POWER_INCREASE,DAMAGE_DECREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	SAP
GO_GO_SLOW	GO_GO	HONEY_LEMON	PURPLE	HEAL_SELF,REALITY_INCREASE,HARDY	HEAL_SELF,REALITY_INCREASE	HARDY
GO_GO_ENERGY	GO_GO	SHANK	GREEN	REALITY_INCREASE,CRIT_DAMAGE_INCREASE,ENERGY_SELF	REALITY_INCREASE,CRIT_DAMAGE_INCREASE	ENERGY_SELF
VINNY_SANTORINI_BLIND	VINNY_SANTORINI	ANGER	ORANGE	NORMAL_DAMAGE,DAMAGE_OVER_TIME,REALITY_INCREASE,BLIND	NORMAL_DAMAGE,DAMAGE_OVER_TIME,REALITY_INCREASE	NORMAL_DAMAGE,DAMAGE_OVER_TIME,BLIND
VINNY_SANTORINI_SPEED	VINNY_SANTORINI	MR_BIG_AND_KOSLOV	RED	SKILL_POWER_INCREASE,ARMOR_DECREASE,ENERGY_SELF	SKILL_POWER_INCREASE,ARMOR_DECREASE	ENERGY_SELF
GADGET_HACKWRENCH_SKILL2	GADGET_HACKWRENCH	MEGAVOLT	GOLD	DAMAGE_INCREASE,NORMAL_DAMAGE,KNOCKBACK,SNARE	DAMAGE_INCREASE,NORMAL_DAMAGE	NORMAL_DAMAGE,KNOCKBACK,SNARE
GADGET_HACKWRENCH_ENERGY_GAIN	GADGET_HACKWRENCH	CLAWHAUSER	TEAL	DAMAGE_INCREASE,SKILL_POWER_INCREASE,SNARE,ENERGY_SELF	DAMAGE_INCREASE,SKILL_POWER_INCREASE	SNARE,ENERGY_SELF
FRED_FREDERICKSON_SKILL2	FRED_FREDERICKSON	GO_GO	ICE_BLUE	MAX_HP_INCREASE	MAX_HP_INCREASE	
FRED_FREDERICKSON_BLIND	FRED_FREDERICKSON	BARLEY_LIGHTFOOT	PURPLE	MAX_HP_INCREASE,ENERGY_REMOVAL	MAX_HP_INCREASE	ENERGY_REMOVAL
CHIP_AND_DALE_SKILL1	CHIP_AND_DALE	KRONK	BLUE	DAMAGE_INCREASE,MAX_HP_INCREASE,ENERGY_SELF	DAMAGE_INCREASE,MAX_HP_INCREASE	ENERGY_SELF
CHIP_AND_DALE_SKILL3	CHIP_AND_DALE	BASIL	PINK	SKILL_POWER_INCREASE,MAX_HP_INCREASE,NORMAL_DAMAGE,STUN,SAP	SKILL_POWER_INCREASE,MAX_HP_INCREASE,NORMAL_DAMAGE	STUN,SAP
LILO_SKILL3	LILO	ANGEL	PURPLE	MAX_HP_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,HEAL_OVER_TIME_SELF,ENERGY_SELF	MAX_HP_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,HEAL_OVER_TIME_SELF	ENERGY_SELF
