	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	GOLD_REWARD	IS_MAJOR	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT	ONE_TIME_REWARD
59-13	323	6	YELLOW_17	583		1	OASIS_5	FOZZIE:SLOW,PETER_PAN:SKILL3,SHAN_YU::FALSE,TRON:ENERGY	CARL:HEAL,RAYA,ALADDIN::FALSE,PLEAKLEY::FALSE	[boss]JOHN_SILVER:TANK,SWEDISH_CHEF:LOBSTER,SALLY:POISON,RANDALL_BOGGS:TRUE_DMG,QUACKERJACK:FATIGUE,DEMONA:SKILL3			
59-16	324	6	YELLOW_17	583		1	OASIS_4	HADES:DOT,JOHN_SILVER::FALSE,GO_GO:SLOW,MUSHU:BLIND	BARLEY_LIGHTFOOT,PLEAKLEY::FALSE,SCAR:SPEED,MANTICORE:CURSE	[boss]SHERIFF_OF_NOTTINGHAM:SAP,ELSA:FREEZE,THE_UNDERMINER:BD,ANNA:SUPPORT,KAA:TANK,CHESHIRE_CAT:SAP			
59-19	325	6	YELLOW_17	583		1	OASIS_3	GONZO:SPEED_COUNTER,SHANK::FALSE,KIM_POSSIBLE::FALSE,MANTICORE:DOT	GONZO:SPEED_COUNTER,HOPPER::FALSE,SCROOGE_MCDUCK:DAMAGE_STUN,ROBIN_HOOD::FALSE,RUSSELL_AND_KEVIN:SPEED	[boss]BARLEY_LIGHTFOOT:QUEST,THE_UNDERMINER:BD,STITCH:BITE,ROCKETEER:TRUE_DAMAGE,TRON:TANK,CAPTAIN_AMELIA:SPEED			
60-1	325	6	YELLOW_18	616		1	SAND_DUNES_7	OOGIE_BOOGIE:SCARE,RANDALL_BOGGS:DODGE,JACK_SKELLINGTON:DOT,ARIEL:SHIELD	SALLY,CLAWHAUSER,ANGER,JOY::FALSE	[boss]OOGIE_BOOGIE:SCARE,GADGET_HACKWRENCH:ENERGY_GAIN,WASABI:ENERGY,RON_STOPPABLE:HEAL,MUSHU:BLIND,JUMBA:PRECISE			
60-4	325	6	YELLOW_18	616		1	SAND_DUNES_2	GERALD_MARLIN_NEMO:INVINCIBLE,SHERIFF_OF_NOTTINGHAM::FALSE,SIMBA_AND_NALA::FALSE,WASABI:SKILL1	BALOO:CHARM,RANDALL_BOGGS::FALSE,SIMBA_AND_NALA:SILENCE,KING_LOUIE::FALSE,LI_SHANG:SILENCE	[boss]BARLEY_LIGHTFOOT:QUEST,SHAN_YU:STUDY,BELLE:SPEED,PETER_PAN:SKILL3,MINNIE_MOUSE:CHARM,MEGAVOLT:TANK_COUNTER			
60-7	326	6	YELLOW_18	616		1	SAND_DUNES_5	FRED_FREDERICKSON:BLIND,ELSA:SHIELD,GADGET_HACKWRENCH::FALSE,BASIL:SILENCE	CLAWHAUSER::FALSE,SHERIFF_OF_NOTTINGHAM,HOPPER::FALSE,DAVY_JONES:STUDY	[boss]SHANK:ENERGY,JACK_SKELLINGTON:DUCK,GADGET_HACKWRENCH:ENERGY_GAIN,KIM_POSSIBLE:SCARE,LOCK_SHOCK_BARREL:FATIGUE,DR_FACILIER:SKILL1_BUFF			
60-10	327	6	YELLOW_18	617		1	SAND_DUNES_7	SHERIFF_OF_NOTTINGHAM::FALSE,OOGIE_BOOGIE::FALSE,ALADDIN::FALSE,LAUNCHPAD_MCQUACK::FALSE	SHANK:ARMOR,KING_LOUIE:BANANA,DAVY_JONES::FALSE,JOY::FALSE	[boss]BALOO:HOT,MADAM_MIM:ENERGY,JACK_SKELLINGTON:DUCK,ARIEL:SHIELD,TRON:TANK,SISU:SKILL3_DODGE			
60-13	328	6	YELLOW_18	617		1	SAND_DUNES_4	SADNESS:SORROW,HELGA::FALSE,SHAN_YU:SHIELD,SCROOGE_MCDUCK::FALSE	GERALD_MARLIN_NEMO:ARMOR,JACK_SKELLINGTON:DUCK,FEAR::FALSE,LI_SHANG::FALSE	[boss]MAXIMUS:BUFF_REMOVAL,MR_BIG_AND_KOSLOV:STUDY,JASMINE:RAJAH_SKILL1,KING_LOUIE:SLOW,POWERLINE:DEBUFF_CLEAR,DUKE_CABOOM:HEAL			
60-16	329	6	YELLOW_18	617		1	SAND_DUNES_8	SHERIFF_OF_NOTTINGHAM:CHARM,BALOO::FALSE,SHEGO:FANTASTIC,JIM_HAWKINS:CONTROL	WINNIE_THE_POOH:HEALING,ZEUS::FALSE,SHAN_YU:STUDY,ANGER::FALSE,TRON:TANK	[boss]GONZO:SHIELD_BUFF,HADES:TANK,SHANK:ENERGY,SHAN_YU:SHIELD,DR_FACILIER:SKILL1_BUFF,GADGET_HACKWRENCH:SKILL2			
60-19	330	6	YELLOW_18	618		1	SAND_DUNES_5	SADNESS::FALSE,MULAN::FALSE,CHESHIRE_CAT:SAP,SYNDROME::FALSE	BARLEY_LIGHTFOOT,HELGA::FALSE,CAPTAIN_AMELIA:SPEED,MADAM_MIM:ENERGY	[boss]SHANK:ENERGY,STITCH:SLOW,SHAN_YU:SHIELD,ELSA:SHIELD,KAA:TANK,JASMINE:RAJAH_SKILL1			
61-1	330	6	YELLOW_19	650		1	GLITCHED_PARK_MIDWAY_2	GERALD_MARLIN_NEMO::FALSE,MULAN::FALSE,DR_DRAKKEN:SILENCE,ARIEL::FALSE	SHERIFF_OF_NOTTINGHAM:CHARM,THE_UNDERMINER,HELGA::FALSE,MULAN::FALSE	[boss]GERALD_MARLIN_NEMO:INVINCIBLE,MAXIMUS:BUFF_REMOVAL,DUKE_CABOOM:HEAL,STITCH:BITE,CHESHIRE_CAT:SAP,BUNSEN_AND_BEAKER:DIVERT			
61-4	330	6	YELLOW_19	650		1	GLITCHED_PARK_MIDWAY_1	CLAWHAUSER:DPS,TIGGER::FALSE,EVIL_QUEEN:SPEED,DARKWING_DUCK::FALSE	SALLY,CLAWHAUSER,ANGER,SYNDROME::FALSE	[boss]SHERIFF_OF_NOTTINGHAM:SAP,GERALD_MARLIN_NEMO:INVINCIBLE,BALOO:CHARM,SCAR:SPEED,KRISTOFF_AND_SVEN:HEAL,SCROOGE_MCDUCK:DAMAGE_STUN			
61-7	331	6	YELLOW_19	651		1	GLITCHED_PARK_MIDWAY_4	WINNIE_THE_POOH::FALSE,GO_GO:ENERGY,CAPTAIN_AMELIA::FALSE,KAA::FALSE	PACHA:TANK,SIMBA_AND_NALA:ARMOR,QUORRA:CRIT,ROBIN_HOOD::FALSE,WINIFRED_SANDERSON:BD	[boss]BAYMAX:SHIELD,HADES:DOT,RANDALL_BOGGS:DODGE,MEGAVOLT:TANK_COUNTER,ESMERALDA:BLIND,CHESHIRE_CAT:INVISIBLE			
61-10	332	6	YELLOW_19	651		1	GLITCHED_PARK_MIDWAY_12	FRED_FREDERICKSON:SKILL2,DUKE_CABOOM::FALSE,GADGET_HACKWRENCH:ENERGY_GAIN,PETE::FALSE	FOZZIE:HEAL,MISS_PIGGY:KNOCK_BACK,HONEY_LEMON::FALSE,POWERLINE::FALSE	[boss]CLAWHAUSER:REALITY,SALLY:REALITY,CARL:HEAL,SCAR:SPEED,POWERLINE:BLIND,SHEGO:FANTASTIC			
61-13	333	6	YELLOW_19	651		1	GLITCHED_PARK_MIDWAY_2	OOGIE_BOOGIE:POWER,VINNY_SANTORINI::FALSE,MADAM_MIM:ENERGY,KING_LOUIE::FALSE	BALOO:CHARM,MANTICORE::FALSE,KIM_POSSIBLE:STUDY,GO_GO::FALSE,LI_SHANG:SILENCE	[boss]FRED_FREDERICKSON:BLIND,DEMONA:SKILL3,GO_GO:ENERGY,PETER_PAN:SKILL1,JOY:DISABLE,MEGAVOLT:CONTROL_COUNTER			
61-16	334	6	YELLOW_19	652		1	GLITCHED_PARK_MIDWAY_12	SADNESS:SORROW,SHANK::FALSE,BELLE:SPEED,HONEY_LEMON:SLOW	GERALD_MARLIN_NEMO:INVINCIBLE,DEMONA,VINNY_SANTORINI::FALSE,BEAST::FALSE	[boss]SWEDISH_CHEF:FATIGUE,MADAM_MIM:DAMAGE,STITCH:BITE,SCAR:INVIS,POCAHONTAS:KNOCKBACK,SHEGO:ENERGIZED			
61-19	335	6	YELLOW_19	652		1	GLITCHED_PARK_MIDWAY_1	MAXIMUS:STUDY,FRED_FREDERICKSON::FALSE,QUORRA:CRIT,PHIL:TANK	GOOFY,ANGER::FALSE,RANDALL_BOGGS:TRUE_DMG,SHEGO:FANTASTIC	[boss]SHERIFF_OF_NOTTINGHAM:SAP,CAPTAIN_AMELIA:SKILL,DUKE_CABOOM:CONTROL,BUNSEN_AND_BEAKER:SPEED,JOY:ARMOR,ZEUS:BETTER_SAP			
62-1	335	6	YELLOW_20	685		1	SERVER_ROOM_1	HADES:TANK,WINNIE_THE_POOH::FALSE,SIMBA_AND_NALA:ARMOR,IAN_LIGHTFOOT:REFLECT	PACHA:TANK,DEMONA:SKILL3,MUSHU::FALSE,RAFIKI::FALSE	[boss]WINNIE_THE_POOH:HUNNY,WASABI:ENERGY,GO_GO:SLOW,THE_UNDERMINER:BD,JUMBA:DAMAGE_ROLE,MISS_PIGGY:KNOCK_BACK			
62-4	335	6	YELLOW_20	685		1	SERVER_ROOM_10	MAXIMUS:STUDY,TIGGER::FALSE,PETER_PAN:SKILL3,HOPPER::FALSE	BARLEY_LIGHTFOOT:SKILL1,RANDALL_BOGGS::FALSE,STITCH:SLOW,ALADDIN::FALSE,LI_SHANG:BLIND	[boss]OOGIE_BOOGIE:POWER,WASABI:ENERGY,QUORRA:CRIT,JACK_SKELLINGTON:DUCK,TRON:TANK,EVIL_QUEEN:SPEED			
62-7	336	6	YELLOW_20	685		1	SERVER_ROOM_6	OOGIE_BOOGIE::FALSE,GERALD_MARLIN_NEMO::FALSE,PLEAKLEY::FALSE,NAMAARI::FALSE	HERCULES,KIDA::FALSE,SIMBA_AND_NALA:SILENCE,KING_LOUIE:BANANA	[boss]SHANK:ENERGY,EEYORE:SKILL4_BUFF,PLEAKLEY:FREEZE,RAYA:BD_GAIN,DR_FACILIER:SKILL1_BUFF,BELLE:SAP			
62-10	337	6	YELLOW_20	686		1	SERVER_ROOM_7	EEYORE::FALSE,BARLEY_LIGHTFOOT::FALSE,KIDA::FALSE,BAGHEERA::FALSE	SHERIFF_OF_NOTTINGHAM,MULAN::FALSE,SCAR:INVIS,DEMONA:SKILL3	[boss]CLAWHAUSER:DPS,HADES:TANK,MADAM_MIM:DAMAGE,BOLT:BASIC_ATTACK,DR_DRAKKEN:REFLECT,TIGGER:ENERGY			
62-13	338	6	YELLOW_20	686		1	SERVER_ROOM_4	FOZZIE:SLOW,JOHN_SILVER::FALSE,ZEUS:BETTER_SAP,SARAH_SANDERSON:DAMAGE	MAXIMUS,SCROOGE_MCDUCK::FALSE,EVIL_QUEEN:STUN,DUKE_CABOOM:HEAL	[boss]PACHA:TANK,HADES:TANK,EVIL_QUEEN:SPEED,MANTICORE:CURSE,POWERLINE:BLIND,PETER_PAN:SKILL1			
62-16	339	6	YELLOW_20	686		1	SERVER_ROOM_3	MAXIMUS::FALSE,MANTICORE:CURSE,MISS_PIGGY::FALSE,HANK_AND_DORY::FALSE	FOZZIE:SLOW,GO_GO::FALSE,SHAN_YU:SHIELD,ROBIN_HOOD::FALSE,POWERLINE:BLIND	[boss]BAYMAX:SHIELD,BARLEY_LIGHTFOOT:SKILL1,HOPPER:STUN,SCAR:SPEED,MUSHU:BLIND,HELGA:SKILL2			
62-19	340	6	YELLOW_20	687		1	SERVER_ROOM_8	CLAWHAUSER:REALITY,HOPPER::FALSE,ELSA:SHIELD,SCROOGE_MCDUCK::FALSE	SWEDISH_CHEF,SHEGO::FALSE,QUORRA:SHIELD,DARKWING_DUCK:SHIELD	[boss]JOHN_SILVER:STUDY,FRED_FREDERICKSON:BLIND,ANGER:DOT,ZEUS:TENACITY_REDUC,DR_DRAKKEN:SILENCE,JOY:ARMOR			
63-1	340	6	YELLOW_21	720		1	BONNIES_ROOM_1	SALLY:POISON,JOHN_SILVER::FALSE,KIM_POSSIBLE::FALSE,MISS_PIGGY:DISABLE	SALLY,EEYORE,PETE,DR_FACILIER::FALSE	[boss]BARLEY_LIGHTFOOT:SKILL1,KIM_POSSIBLE:SCARE,MISS_PIGGY:KNOCK_BACK,TIGGER:KNOCKBACK,NAMAARI:INVINCIBLE,GO_GO:SLOW			
63-4	340	6	YELLOW_21	720		1	BONNIES_ROOM_5	SHERIFF_OF_NOTTINGHAM:SAP,BUNSEN_AND_BEAKER::FALSE,PETER_PAN:SKILL1,EVIL_QUEEN::FALSE	MAXIMUS::FALSE,BALOO,ALADDIN::FALSE,BASIL:SILENCE	[boss]SHANK:ARMOR,EVIL_QUEEN:SPEED,MISS_PIGGY:DISABLE,HOPPER:KNOCKBACK,KRISTOFF_AND_SVEN:HEAL,THE_HORNED_KING:SCARE			
63-7	341	6	YELLOW_21	720		1	BONNIES_ROOM_4	JOHN_SILVER::FALSE,MAXIMUS::FALSE,MULAN::FALSE,ARIEL::FALSE	BALOO::FALSE,SADNESS,DUKE_CABOOM::FALSE,LILO:SCARE	[boss]BALOO:CHARM,QUORRA:CRIT,MISS_PIGGY:DISABLE,KIM_POSSIBLE:SCARE,ANNA:TANK,LILO:SCARE			
63-10	342	6	YELLOW_21	721		1	BONNIES_ROOM_1	MAXIMUS:BUFF_REMOVAL,ZEUS:TENACITY_REDUC,KIM_POSSIBLE::FALSE,BASIL:DOT	BALOO:HOT,THE_UNDERMINER:BD,RAPUNZEL::FALSE,JOY::FALSE	[boss]GERALD_MARLIN_NEMO:ARMOR,RAYA:ENDURE,TIGGER:ENERGY,KING_LOUIE:SLOW,LI_SHANG:SILENCE,JASMINE:RAJAH_SKILL1			
63-13	343	6	YELLOW_21	721		1	BONNIES_ROOM_8	BAYMAX:SHIELD,CARL::FALSE,ALADDIN::FALSE,RAYA:BD_GAIN	PACHA,HERCULES,MADAM_MIM,WINIFRED_SANDERSON::FALSE	[boss]HADES:TANK,MAXIMUS:BUFF_REMOVAL,MADAM_MIM:ENERGY,GADGET_HACKWRENCH:SKILL2,SYNDROME:SLOW,GO_GO:SLOW			
63-16	344	6	YELLOW_21	721		1	BONNIES_ROOM_2	GERALD_MARLIN_NEMO::FALSE,PETE::FALSE,IAN_LIGHTFOOT:BLIND,MARY_SANDERSON::FALSE	JOHN_SILVER::FALSE,FRED_FREDERICKSON,PETER_PAN::FALSE,SYNDROME:STUDY	[boss]SWEDISH_CHEF:LOBSTER,GO_GO:SLOW,EVIL_QUEEN:SPEED,BUNSEN_AND_BEAKER:DIVERT,ANGEL:SILENCE,KERMIT:SAP			
63-19	345	6	YELLOW_21	722		1	BONNIES_ROOM_3	MR_BIG_AND_KOSLOV::FALSE,PACHA::FALSE,SHAN_YU::FALSE,POCAHONTAS::FALSE	OOGIE_BOOGIE:SCARE,SHAN_YU::FALSE,JACK_SKELLINGTON:DUCK,VINNY_SANTORINI::FALSE,CHESHIRE_CAT:INVISIBLE	[boss]SALLY:REALITY,SHANK:ARMOR,PACHA:TANK,JASMINE:RAJAH_SKILL1,LI_SHANG:SILENCE,ROCKETEER:SKILL1			
64-1	345	6	YELLOW_22	755		1	GLITCHED_CITY_1	OOGIE_BOOGIE::FALSE,MULAN::FALSE,WINIFRED_SANDERSON:BD,RUSSELL_AND_KEVIN::FALSE	CLAWHAUSER::FALSE,SALLY,HOPPER::FALSE,JIM_HAWKINS:CONTROL	[boss]MAXIMUS:BUFF_REMOVAL,CARL:HEAL,SCROOGE_MCDUCK:DAMAGE_STUN,RAYA:BD_GAIN,LI_SHANG:SILENCE,GADGET_HACKWRENCH:SKILL2			
64-4	345	6	YELLOW_22	755		1	GLITCHED_CITY_3	GERALD_MARLIN_NEMO:INVINCIBLE,BUNSEN_AND_BEAKER:SPEED,SIMBA_AND_NALA::FALSE,MUSHU:CRIT	GERALD_MARLIN_NEMO,SWEDISH_CHEF,MEGAVOLT,MINNIE_MOUSE::FALSE	[boss]BAYMAX:FREEZE,BUNSEN_AND_BEAKER:SPEED,RANDALL_BOGGS:DODGE,SHAN_YU:SHIELD,DAVY_JONES:CURSE,SIMBA_AND_NALA:ARMOR			
64-7	346	6	YELLOW_22	755		1	GLITCHED_CITY_9	SALLY:REALITY,BEAST::FALSE,ELSA:FREEZE,CAPTAIN_AMELIA::FALSE	BARLEY_LIGHTFOOT,ELSA::FALSE,DEMONA:SCARE,SHEGO:FANTASTIC	[boss]GONZO:SHIELD_BUFF,BELLE:SAP,MADAM_MIM:DAMAGE,MISS_PIGGY:DISABLE,TRON:ENERGY,ROCKETEER:TRUE_DAMAGE			
64-10	347	6	YELLOW_22	756		1	GLITCHED_CITY_8	MR_BIG_AND_KOSLOV::FALSE,SHAN_YU::FALSE,POCAHONTAS:KNOCKBACK,LI_SHANG::FALSE	ZEUS::FALSE,TIGGER,KIDA::FALSE,THE_UNDERMINER::FALSE	[boss]MAXIMUS:STUDY,BUNSEN_AND_BEAKER:SPEED,WASABI:SKILL1,CHESHIRE_CAT:SAP,LOCK_SHOCK_BARREL:FATIGUE,WINIFRED_SANDERSON:BD			
64-13	348	6	YELLOW_22	756		1	GLITCHED_CITY_6	JOHN_SILVER:STUDY,MAXIMUS::FALSE,MEGAVOLT::FALSE,MISS_PIGGY:KNOCK_BACK	MEGAVOLT::FALSE,JASMINE,KIM_POSSIBLE::FALSE,ZEUS::FALSE	[boss]SADNESS:SORROW,SHAN_YU:STUDY,GO_GO:ENERGY,SCROOGE_MCDUCK:PULL_STUN,JUMBA:DAMAGE_ROLE,DARKWING_DUCK:CRIT			
64-16	349	6	YELLOW_22	756		1	GLITCHED_CITY_8	CARL::FALSE,GADGET_HACKWRENCH::FALSE,LILO:SCARE,GIZMODUCK::FALSE	CARL:HEAL,HOPPER::FALSE,SIMBA_AND_NALA:ARMOR,DUKE_CABOOM::FALSE,LILO:SKILL3	[boss]MAXIMUS:STUDY,GO_GO:SLOW,SHEGO:FANTASTIC,MINNIE_MOUSE:STUN,MUSHU:BLIND,PHIL:DAMAGE			
64-19	350	6	YELLOW_22	757		1	GLITCHED_CITY_2	CARL::FALSE,MISS_PIGGY::FALSE,JOY:ARMOR,COLETTE::FALSE	HOPPER:STUN,RUSSELL_AND_KEVIN::FALSE,TIMON_AND_PUMBAA::FALSE	[boss]PACHA:TANK,GONZO:SHIELD_BUFF,PETE:TANKY,TIGGER:KNOCKBACK,FLIK:SHIELD,MADAM_MIM:ENERGY			
65-1	350	6	YELLOW_23	806		1	SERVER_ROOM_3	BALOO:HOT,JACK_SKELLINGTON::FALSE,BOLT:SKILL3,ANGER::FALSE	BAYMAX:FREEZE,DEMONA,SCAR::FALSE,ROBIN_HOOD::FALSE	[boss]JOHN_SILVER:TANK,FOZZIE:HEAL,SWEDISH_CHEF:LOBSTER,MEGAVOLT:TANK_COUNTER,HONEY_LEMON:BD_BUFF,SHAN_YU:STUDY			
65-4	350	6	YELLOW_23	807		1	SERVER_ROOM_4	PACHA:TANK,VINNY_SANTORINI::FALSE,SIMBA_AND_NALA:ARMOR,HELGA::FALSE	JOHN_SILVER:STUDY,SCROOGE_MCDUCK:DAMAGE_STUN,RANDALL_BOGGS:DODGE,SCAR::FALSE,DISGUST:SKILL1	[boss]SHANK:ARMOR,JOHN_SILVER:TANK,SHEGO:FANTASTIC,MISS_PIGGY:KNOCK_BACK,LOCK_SHOCK_BARREL:SCARE,SHAN_YU:SHIELD			
65-7	351	6	YELLOW_23	807		1	SERVER_ROOM_1	FRED_FREDERICKSON::FALSE,TIGGER:ENERGY,RAYA::FALSE,RAFIKI::FALSE	SHERIFF_OF_NOTTINGHAM:CHARM,THE_UNDERMINER::FALSE,VINNY_SANTORINI:BLIND,GO_GO::FALSE,JIM_HAWKINS:ENERGIZED	[boss]WINNIE_THE_POOH:HUNNY,SCAR:SPEED,QUORRA:CRIT,WASABI:SKILL1,FEAR:HARDY,DR_DRAKKEN:REFLECT			
65-10	352	6	YELLOW_23	807		1	SERVER_ROOM_7	PACHA:SUPPORT,SHAN_YU:STUDY,RAYA:ENDURE,LI_SHANG:BLIND	OLAF,SWEDISH_CHEF,DUKE_CABOOM,TIMON_AND_PUMBAA::FALSE	[boss]CLAWHAUSER:DPS,SHERIFF_OF_NOTTINGHAM:SAP,TIGGER:KNOCKBACK,DEMONA:SCARE,KRISTOFF_AND_SVEN:MOST_WANTED,KIM_POSSIBLE:SCARE			
65-13	353	6	YELLOW_23	808		1	SERVER_ROOM_5	OOGIE_BOOGIE:SCARE,DEMONA::FALSE,PETE:ANTI_REFLECT,CAPTAIN_AMELIA::FALSE	BALOO::FALSE,MAXIMUS:STUDY,PACHA:SUPPORT,CAPTAIN_AMELIA:SKILL,TRON	[boss]HADES:TANK,BAYMAX:SHIELD,THE_UNDERMINER:SP,MADAM_MIM:ENERGY,SYNDROME:STUDY,CHESHIRE_CAT:SAP			
65-16	354	6	YELLOW_23	808		1	SERVER_ROOM_4	SADNESS:CRIT,MANTICORE::FALSE,JACK_SKELLINGTON:DUCK,KING_LOUIE::FALSE	WINNIE_THE_POOH,MEGAVOLT::FALSE,SCAR:INVIS,KING_LOUIE:BANANA	[boss]JOHN_SILVER:STUDY,PETER_PAN:SKILL1,JACK_SKELLINGTON:DUCK,RANDALL_BOGGS:DODGE,DAVY_JONES:CURSE,MADAM_MIM:DAMAGE			
65-19	355	6	YELLOW_23	809		1	SERVER_ROOM_6	CARL::FALSE,PETE:ANTI_REFLECT,DARKWING_DUCK::FALSE,KRISTOFF_AND_SVEN::FALSE	GERALD_MARLIN_NEMO::FALSE,CARL:HEAL,MAXIMUS:STUDY,MULAN:KNOCKBACK,SARAH_SANDERSON	[boss]JOHN_SILVER:TANK,VINNY_SANTORINI:SPEED,TIGGER:KNOCKBACK,MEGAVOLT:TANK_COUNTER,KRISTOFF_AND_SVEN:MOST_WANTED,WASABI:SKILL1			
66-1	355	6	YELLOW_24	842		1	NEVERLAND_6	CARL:SILENCE,BALOO::FALSE,HELGA:SKILL2,ESMERALDA:DJALI	DARKWING_DUCK::FALSE,BELLE,BEAST::FALSE,WASABI::FALSE	[boss]BAYMAX:SHIELD,SHANK:ARMOR,SWEDISH_CHEF:FATIGUE,SCAR:SPEED,DAVY_JONES:CURSE,HELGA:BERSERK			
66-4	355	6	YELLOW_24	842		1	NEVERLAND_10	JOHN_SILVER:TANK,FRED_FREDERICKSON::FALSE,MANTICORE:DOT,ANGEL:BERSERK	SALLY:POISON,BUNSEN_AND_BEAKER,PLEAKLEY::FALSE,GADGET_HACKWRENCH::FALSE	[boss]BARLEY_LIGHTFOOT:QUEST,SHAN_YU:SHIELD,MISS_PIGGY:DISABLE,SCAR:INVIS,ANGEL:SILENCE,CAPTAIN_AMELIA:SPEED			
66-7	356	6	YELLOW_24	842		1	NEVERLAND_9	GERALD_MARLIN_NEMO:ARMOR,SADNESS::FALSE,MANTICORE::FALSE,BELLE:SPEED	SHANK:ENERGY,BEAST,CAPTAIN_AMELIA::FALSE,MADAM_MIM::FALSE	[boss]CLAWHAUSER:DPS,SIMBA_AND_NALA:SILENCE,BELLE:SAP,WASABI:SKILL1,POWERLINE:BLIND,LOCK_SHOCK_BARREL:SCARE			
66-10	357	6	YELLOW_24	843		1	NEVERLAND_1	GERALD_MARLIN_NEMO:ARMOR,KING_LOUIE:SLOW,SCROOGE_MCDUCK::FALSE,HONEY_LEMON:SLOW	BARLEY_LIGHTFOOT:SKILL1,ANGER:DAMAGE_ROLE,FEAR::FALSE,LAUNCHPAD_MCQUACK::FALSE	[boss]MAXIMUS:BUFF_REMOVAL,PACHA:SUPPORT,DUKE_CABOOM:CONTROL,PETE:TANKY,KAA:CHARM,IAN_LIGHTFOOT:REFLECT			
66-13	358	6	YELLOW_24	843		1	NEVERLAND_9	PACHA::FALSE,FOZZIE::FALSE,SHEGO::FALSE,FEAR::FALSE	WINNIE_THE_POOH,BARLEY_LIGHTFOOT,HOPPER,MERLIN::FALSE	[boss]CLAWHAUSER:REALITY,HADES:TANK,ANGER:DOT,HELGA:SKILL2,POWERLINE:BLIND,SIMBA_AND_NALA:SILENCE			
66-16	359	6	YELLOW_24	844		1	NEVERLAND_8	BALOO:HOT,FOZZIE::FALSE,RAYA::FALSE,DEMONA:SKILL3	MAXIMUS::FALSE,BARLEY_LIGHTFOOT:QUEST,GERALD_MARLIN_NEMO:ARMOR,SIMBA_AND_NALA:SILENCE,LAUNCHPAD_MCQUACK	[boss]FRED_FREDERICKSON:SKILL2,KING_LOUIE:BANANA,PETE:TANKY,ZEUS:TENACITY_REDUC,MARY_SANDERSON:HEX,FEAR:HARDY			
66-19	360	6	YELLOW_24	844		1	NEVERLAND_7	FOZZIE:HEAL,BUNSEN_AND_BEAKER::FALSE,KIDA:SKILL1_BUFF,PLEAKLEY::FALSE	MAXIMUS,SALLY,HELGA,CHESHIRE_CAT::FALSE	[boss]BALOO:HOT,MANTICORE:CURSE,ROCKETEER:TRUE_DAMAGE,DARKWING_DUCK:SHIELD,JOY:DISABLE,DUKE_CABOOM:HEAL			
67-1	360	6	YELLOW_25	894		1	GLITCHED_PARK_MIDWAY_7	JOHN_SILVER:TANK,PACHA::FALSE,STITCH:SLOW,QUACKERJACK:FATIGUE	SHANK,JOHN_SILVER,SCROOGE_MCDUCK,BASIL::FALSE	[boss]GERALD_MARLIN_NEMO:ARMOR,PACHA:TANK,CARL:SILENCE,SHAN_YU:SHIELD,KERMIT:TANK,DEMONA:SCARE			
67-4	360	6	YELLOW_25	894		1	GLITCHED_PARK_MIDWAY_2	CARL:SILENCE,SADNESS::FALSE,PLEAKLEY::FALSE,KIDA:ENERGY	PETER_PAN::FALSE,HOPPER,GADGET_HACKWRENCH::FALSE,BUNSEN_AND_BEAKER::FALSE	[boss]BALOO:HOT,HADES:TANK,RANDALL_BOGGS:TRUE_DMG,ROCKETEER:TRUE_DAMAGE,IAN_LIGHTFOOT:BLIND,PETER_PAN:SKILL3			
67-7	361	6	YELLOW_25	895		1	GLITCHED_PARK_MIDWAY_10	HADES:DOT,SHAN_YU::FALSE,TIGGER:KNOCKBACK,THE_UNDERMINER::FALSE	CLAWHAUSER::FALSE,GONZO,CAPTAIN_AMELIA::FALSE,IAN_LIGHTFOOT:REFLECT	[boss]EEYORE:DISABLE_STUN,JASMINE:ENERGY,ZEUS:BETTER_SAP,VINNY_SANTORINI:BLIND,RUSSELL_AND_KEVIN:CURSE,KIM_POSSIBLE:STUDY			
67-10	362	6	YELLOW_25	895		1	GLITCHED_PARK_MIDWAY_5	SHANK:ARMOR,FOZZIE::FALSE,BOLT::FALSE,RANDALL_BOGGS:DODGE	CLAWHAUSER::FALSE,OOGIE_BOOGIE:SCARE,SADNESS:CRIT,CAPTAIN_AMELIA:SKILL,JOY	[boss]SWEDISH_CHEF:FATIGUE,BARLEY_LIGHTFOOT:SKILL1,ROCKETEER:SKILL1,DARKWING_DUCK:SHIELD,ANGEL:SILENCE,PHIL:DAMAGE			
67-13	363	6	YELLOW_25	896		1	GLITCHED_PARK_MIDWAY_12	OOGIE_BOOGIE:SCARE,PACHA::FALSE,MEGAVOLT::FALSE,SIMBA_AND_NALA:ARMOR	BALOO:CHARM,SHEGO:FANTASTIC,PETER_PAN:SKILL3,KIDA::FALSE,HONEY_LEMON:BD_BUFF	[boss]HADES:TANK,SHANK:ENERGY,EVIL_QUEEN:STUN,GO_GO:ENERGY,KING_TRITON:SLOW,QUACKERJACK:INVINCIBLE			
