	04/21/2026 11:45:00	03/17/2026 11:45:00	02/17/2026 11:45:00	01/20/2026 11:45:00	12/17/2025 11:45:00	12/16/2025 11:45:00	11/18/2025 11:45:00	10/21/2025 11:45:00	09/23/2025 11:45:00	09/09/2025 11:45:00	08/19/2025 11:45:00	07/22/2025 11:45:00	07/01/2025 11:45:00	06/24/2025 11:45:00	05/27/2025 11:45:00	04/29/2025 11:45:00	04/01/2025 11:45:00	03/04/2025 11:45:00	02/04/2025 11:45:00	01/07/2025 11:45:00	12/10/2024 11:45:00	11/25/2024 11:45:00	11/12/2024 11:45:00	10/15/2024 11:45:00	09/03/2024 11:45:00	08/06/2024 11:45:00	07/09/2024 11:45:00	06/11/2024 11:45:00	05/14/2024 11:45:00	04/16/2024 11:45:00	03/19/2024 11:45:00	02/20/2024 11:45:00	12/26/2023 11:45:00	11/28/2023 11:45:00	10/30/2023 11:45:00	10/02/2023 11:45:00	09/05/2023 11:45:00	08/08/2023 11:45:00	07/11/2023 11:45:00	06/20/2023 11:45:00	05/16/2023 11:45:00	04/18/2023 11:45:00	03/09/2023 11:30:00	02/21/2023 11:30:00	01/24/2023 11:30:00	12/16/2022 11:30:00	11/15/2022 00:00:00
PATCHABLE_FRANCHISE$40	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS	SNOW_WHITE_AND_THE_SEVEN_DWARFS										
PATCHABLE_FRANCHISE$41	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE	THE_EMPERORS_NEW_GROOVE										
PATCHABLE_FRANCHISE$42	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED	TANGLED										
PATCHABLE_FRANCHISE$43	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS	THE_NIGHTMARE_BEFORE_CHRISTMAS											
PATCHABLE_FRANCHISE$44	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS	HOCUS_POCUS											
PATCHABLE_FRANCHISE$45	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC	MONSTERS_INC											
PATCHABLE_FRANCHISE$46	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN	PIRATES_OF_THE_CARIBBEAN											
PATCHABLE_FRANCHISE$47	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO	COCO											
PATCHABLE_FRANCHISE$48	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE	KIM_POSSIBLE												
PATCHABLE_FRANCHISE$49	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG	AMERICAN_DRAGON_JAKE_LONG												
PATCHABLE_FRANCHISE$50	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD	ONWARD												
PATCHABLE_FRANCHISE$51	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE	A_BUGS_LIFE												
PATCHABLE_FRANCHISE$52	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK	THE_JUNGLE_BOOK												
PATCHABLE_FRANCHISE$53	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD	WILDCARD													
PATCHABLE_FRANCHISE$54	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES	DUCKTALES													
PATCHABLE_FRANCHISE$55	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS	ATLANTIS													
PATCHABLE_FRANCHISE$56	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE	THE_OWL_HOUSE														
PATCHABLE_FRANCHISE$57	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB	PHINEAS_AND_FERB																
PATCHABLE_FRANCHISE$58	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE	A_GOOFY_MOVIE																		
PATCHABLE_FRANCHISE$59	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO	ENCANTO																						
PATCHABLE_FRANCHISE$60	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS	MEET_THE_ROBINSONS																							
PATCHABLE_FRANCHISE$61	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE	THE_GREAT_MOUSE_DETECTIVE																								
PATCHABLE_FRANCHISE$62	SOUL	SOUL	SOUL	SOUL	SOUL	SOUL	SOUL	SOUL	SOUL	SOUL	SOUL	SOUL	SOUL	SOUL	SOUL	SOUL	SOUL	SOUL	SOUL	SOUL	SOUL	SOUL																									
PATCHABLE_FRANCHISE$63	FANTASIA	FANTASIA	FANTASIA	FANTASIA	FANTASIA	FANTASIA	FANTASIA	FANTASIA	FANTASIA	FANTASIA	FANTASIA	FANTASIA	FANTASIA	FANTASIA	FANTASIA	FANTASIA	FANTASIA	FANTASIA	FANTASIA																												
PATCHABLE_FRANCHISE$64	THE_PROUD_FAMILY	THE_PROUD_FAMILY	THE_PROUD_FAMILY	THE_PROUD_FAMILY	THE_PROUD_FAMILY	THE_PROUD_FAMILY	THE_PROUD_FAMILY	THE_PROUD_FAMILY	THE_PROUD_FAMILY	THE_PROUD_FAMILY	THE_PROUD_FAMILY	THE_PROUD_FAMILY	THE_PROUD_FAMILY	THE_PROUD_FAMILY	THE_PROUD_FAMILY	THE_PROUD_FAMILY	THE_PROUD_FAMILY	THE_PROUD_FAMILY																													
PATCHABLE_FRANCHISE$65	ELEMENTAL	ELEMENTAL	ELEMENTAL	ELEMENTAL	ELEMENTAL	ELEMENTAL	ELEMENTAL	ELEMENTAL	ELEMENTAL	ELEMENTAL	ELEMENTAL	ELEMENTAL	ELEMENTAL	ELEMENTAL	ELEMENTAL	ELEMENTAL	ELEMENTAL	ELEMENTAL																													
PATCHABLE_FRANCHISE$66	THE_ARISTOCATS	THE_ARISTOCATS	THE_ARISTOCATS	THE_ARISTOCATS	THE_ARISTOCATS	THE_ARISTOCATS	THE_ARISTOCATS	THE_ARISTOCATS	THE_ARISTOCATS	THE_ARISTOCATS	THE_ARISTOCATS	THE_ARISTOCATS	THE_ARISTOCATS																																		
PATCHABLE_FRANCHISE$67	CHICKEN_LITTLE	CHICKEN_LITTLE	CHICKEN_LITTLE	CHICKEN_LITTLE	CHICKEN_LITTLE	CHICKEN_LITTLE	CHICKEN_LITTLE	CHICKEN_LITTLE	CHICKEN_LITTLE	CHICKEN_LITTLE																																					
PATCHABLE_FRANCHISE$68	BOLT	BOLT	BOLT	BOLT	BOLT	BOLT	BOLT	BOLT																																							
PATCHABLE_FRANCHISE$69	DALMATIANS	DALMATIANS	DALMATIANS	DALMATIANS	DALMATIANS																																										
PATCHABLE_FRANCHISE$70	CARS	CARS	CARS	CARS																																											
PATCHABLE_FRANCHISE$71	AMPHIBIA	AMPHIBIA	AMPHIBIA	AMPHIBIA																																											
FRANCHISE_TRIAL_ENEMY$0	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	BO_PEEP	BO_PEEP	BO_PEEP	LITTLE_JOHN	BAYMAX	BAYMAX	BAYMAX	BAYMAX	BAYMAX	BAYMAX	BAYMAX	BAYMAX	BAYMAX	RALPH	RALPH	RALPH	RALPH
FRANCHISE_TRIAL_ENEMY$1	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	GOOFY	CHIEF_BOGO	CHIEF_BOGO	CHIEF_BOGO	GOLIATH	GOLIATH	GOLIATH	GOLIATH	GOLIATH	GOLIATH	GOLIATH	GOLIATH	GOLIATH	GOLIATH	FELIX	FELIX	FELIX	FELIX
FRANCHISE_TRIAL_ENEMY$2	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	PHOEBUS	FELIX	FELIX	FELIX	SWEETUMS	CHEF_SKINNER	CHEF_SKINNER	CHEF_SKINNER	CHEF_SKINNER	CHEF_SKINNER	CHEF_SKINNER	CHEF_SKINNER	MEILIN_LEE	MEILIN_LEE	VANELLOPE	VANELLOPE	VANELLOPE	VANELLOPE
FRANCHISE_TRIAL_ENEMY$3	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	PRINCE_PHILLIP	GOOFY	GOOFY	GOOFY	BO_PEEP	FELIX	FELIX	FELIX	FELIX	FELIX	FELIX	OLAF	OLAF	OLAF	MR_INCREDIBLE	MR_INCREDIBLE	MR_INCREDIBLE	MR_INCREDIBLE
