	CATEGORY	RARITY	REQUIRED_LEVEL	CONTENT_UPDATE	VEND_VALUE	GOLD_PRICE	DIAMOND_PRICE	TOKEN_PRICE	ENCHANT_POINTS	EXP_GIVEN	HP_MAX	BASIC_DAMAGE	SKILL_POWER	HP_REGEN	ENERGY_REGEN	ARMOR	REALITY	ARMOR_NEGATION	REALITY_NEGATION	NORMAL_CRIT	FANTASTIC_CRIT	TENACITY	CONSERVATION	IMPROVED_HEALING	EVASION	CRIT_DAMAGE	POWER	NORMAL_CRIT_NEGATION	FANTASTIC_CRIT_NEGATION
PLATINUM_FORGOTTEN_SPELLBOOK	GEAR	EMERALD	430	R76	20,977,169	83,908,678,392	234,789	52,827,390	339550		469110000					20660000	20670000						0	0			27030400		
PLATINUM_CRYSTAL_PURE	GEAR	EMERALD	431	R76	20,977,169	83,908,678,392	234,789	52,827,390	339550		459730000		32020000										0	0			27995200		
PLATINUM_PHOENIX_GATE	GEAR	EMERALD	431	R76	20,977,169	83,908,678,392	234,789	52,827,390	339550		375290000		43220000				22140000						0	0			32405600		
PLATINUM_SHEARED	GEAR	EMERALD	432	R76	20,977,169	83,908,678,392	234,789	52,827,390	339550		375290000					22140000							0	0			19439600		
PLATINUM_FLY_AWAY_HOME	GEAR	EMERALD	433	R76	20,977,169	83,908,678,392	234,789	52,827,390	339550					379980000			10820000						0	0			5963800		
PLATINUM_CLASSIC_CAR	GEAR	EMERALD	430	R76	20,977,169	83,908,678,392	234,789	52,827,390	339550		363560000												0	0			14542400		
PLATINUM_MONSTER_MAIL	GEAR	EMERALD	435	R77	24,123,774	96,495,097,545	258,268	58,110,129	339550														0	0			0		
PLATINUM_FOREST_SPIRIT	GEAR	EMERALD	435	R77	24,123,774	96,495,097,545	258,268	58,110,129	339550														0	0			0		
PLATINUM_WATCH_FOR_SPIT	GEAR	EMERALD	435	R77	48,247,548	192,990,195,090	516,535	116,220,258	679125		609850000					31970000	31970000	5	5	5	5	5	0	0	5	5	79922514.9		
PLATINUM_RING_OF_FIRE	GEAR	EMERALD	435	R77	24,123,774	96,495,097,545	258,268	58,110,129	339550		781850000	29320000	41050000				43290000						0	0			69839000		
PLATINUM_BADGE_OF_AGILITY	GEAR	EMERALD	436	R77	24,123,774	96,495,097,545	258,268	58,110,129	339550		732990000					36890000							0	0			36697600		
PLATINUM_SQUISHY	GEAR	EMERALD	435	R77	24,123,774	96,495,097,545	258,268	58,110,129	339550				70370000										0	0			21111000		
PLATINUM_WATER_MUSIC	GEAR	EMERALD	436	R77	24,123,774	96,495,097,545	258,268	58,110,129	339550		691940000	13260000					33940000						0	0			42421600		
PLATINUM_INNER_BEAUTY	GEAR	EMERALD	436	R77	24,123,774	96,495,097,545	258,268	58,110,129	339550			9880000	25800000										0	0			13668000		
PLATINUM_SNAKE_BALLOON	GEAR	EMERALD	437	R77	24,123,774	96,495,097,545	258,268	58,110,129	339550		516020000	8910000	15250000										0	0			30561800		
PLATINUM_CLEAN_SWEAP	GEAR	EMERALD	437	R77	24,123,774	96,495,097,545	258,268	58,110,129	339550				14220000	316650000									0	0			7432500		
PLATINUM_PROGRAM_SCANNER	GEAR	EMERALD	438	R77	24,123,774	96,495,097,545	258,268	58,110,129	339550		849090000		41660000	364860000		25580000	25580000						0	0			60342200		
PLATINUM_CALL_THE_SUPER	GEAR	EMERALD	435	R77	24,123,774	96,495,097,545	258,268	58,110,129	339550		799870000	20860000				10820000	16720000						0	0			50018800		
PLATINUM_SMART_HOUSE	GEAR	EMERALD	436	R77	24,123,774	96,495,097,545	258,268	58,110,129	339550		809310000	16170000											0	0			42074400		
PLATINUM_HORSE_WITH_TWO_REAR_ENDS	GEAR	EMERALD	436	R77	24,123,774	96,495,097,545	258,268	58,110,129	339550		809310000		24770000										0	0			39803400		
PLATINUM_LOST_NANNY	GEAR	EMERALD	437	R77	24,123,774	96,495,097,545	258,268	58,110,129	339550		574660000	10560000		289290000									0	0			32215300		
PLATINUM_SPOONFUL_OF_SUGAR	GEAR	EMERALD	438	R77	24,123,774	96,495,097,545	258,268	58,110,129	339550		375290000												0	0			15011600		
PLATINUM_ROYAL_DOULTON_BOWL	GEAR	EMERALD	435	R77	24,123,774	96,495,097,545	258,268	58,110,129	339550		820950000						20660000						0	0			36970000		
PLATINUM_WADDLES	GEAR	EMERALD	440	R78	27,742,272	110,969,090,997	284,094	63,921,142	339550														0	0			0		
PLATINUM_SMOOTH_JAZZ	GEAR	EMERALD	440	R78	27,742,272	110,969,090,997	284,094	63,921,142	339550														0	0			0		
PLATINUM_DAYDREAM_HUNTER	GEAR	EMERALD	440	R78	55,484,545	221,938,181,993	568,188	127,842,284	679125		607610000	19770000	33490000					5	5	5	5	5	0	0	5	5	96873939.66		
PLATINUM_THINGS_FALL_APART	GEAR	EMERALD	440	R78	27,742,272	110,969,090,997	284,094	63,921,142	339550		837740000	46860000	79270000			23670000							0	0			90140600		
PLATINUM_LITTLE_HELPER	GEAR	EMERALD	441	R78	27,742,272	110,969,090,997	284,094	63,921,142	339550			47450000	96460000				24740000						0	0			62356000		
PLATINUM_SEWER_SHARK	GEAR	EMERALD	440	R78	27,742,272	110,969,090,997	284,094	63,921,142	339550								34430000						0	0			6886000		
PLATINUM_FIXER_UPPER	GEAR	EMERALD	441	R78	27,742,272	110,969,090,997	284,094	63,921,142	339550							31200000							0	0			6240000		
PLATINUM_MOVEABLE_COAT_RACK	GEAR	EMERALD	441	R78	27,742,272	110,969,090,997	284,094	63,921,142	339550		527650000	26390000		211060000									0	0			39050600		
PLATINUM_PEA_SOUP	GEAR	EMERALD	442	R78	27,742,272	110,969,090,997	284,094	63,921,142	339550		332140000												0	0			13285600		
PLATINUM_CAT_FAMILY_PORTRAIT	GEAR	EMERALD	442	R78	27,742,272	110,969,090,997	284,094	63,921,142	339550				26690000	246240000			23910000						0	0			15251400		
PLATINUM_MICKEY_WAFFLES	GEAR	EMERALD	443	R78	27,742,272	110,969,090,997	284,094	63,921,142	339550		794700000	40990000	70310000			22950000	20350000						0	0			86135000		
PLATINUM_CAT_IN_A_BOX	GEAR	EMERALD	440	R78	27,742,272	110,969,090,997	284,094	63,921,142	339550		1107350000					38730000							0	0			52040000		
PLATINUM_ANGRY_CHIPMUNKS	GEAR	EMERALD	441	R78	27,742,272	110,969,090,997	284,094	63,921,142	339550		793930000	17780000					26900000						0	0			47805200		
PLATINUM_PRETEND_PRINCE	GEAR	EMERALD	441	R78	27,742,272	110,969,090,997	284,094	63,921,142	339550		527650000			195420000		17210000							0	0			26502200		
PLATINUM_BOTTOMLESS_BAG	GEAR	EMERALD	442	R78	27,742,272	110,969,090,997	284,094	63,921,142	339550		410390000		42210000										0	0			29078600		
PLATINUM_AZTEC_SKULL	GEAR	EMERALD	443	R78	27,742,272	110,969,090,997	284,094	63,921,142	339550		234510000	13020000				4360000							0	0			18064400		
PLATINUM_INTERDIMENSIONAL_DOOR	GEAR	EMERALD	440	R78	27,742,272	110,969,090,997	284,094	63,921,142	339550		205200000	12280000	23810000										0	0			22719000		
PLATINUM_WIND_CAN_DO_IT	GEAR	EMERALD	445	R79	31,903,702	127,614,809,764	312,504	70,313,257	339550														0	0			0		
PLATINUM_MELODYS_NECKLACE	GEAR	EMERALD	445	R79	31,903,702	127,614,809,764	312,504	70,313,257	339550														0	0			0		
PLATINUM_TRUSTY_BIKE	GEAR	EMERALD	445	R79	63,807,404	255,229,619,527	625,007	140,626,513	679125		576860000	31720000	33640000					5	5	5	5	5	0	0	5	5	112246583.4		
PLATINUM_DONT_BAT_AN_EYE	GEAR	EMERALD	445	R79	31,903,702	127,614,809,764	312,504	70,313,257	339550		1153620000	44020000	63640000										0	0			91648800		
PLATINUM_BAO	GEAR	EMERALD	446	R79	31,903,702	127,614,809,764	312,504	70,313,257	339550			43600000	59020000				33860000						0	0			50638000		
PLATINUM_CAT_ON_A_LAPTOP	GEAR	EMERALD	445	R79	31,903,702	127,614,809,764	312,504	70,313,257	339550		1093740000		60910000										0	0			62022600		
PLATINUM_GRUESOME_GRAVE	GEAR	EMERALD	446	R79	31,903,702	127,614,809,764	312,504	70,313,257	339550		943220000		54910000										0	0			54201800		
PLATINUM_ESCAPE	GEAR	EMERALD	446	R79	31,903,702	127,614,809,764	312,504	70,313,257	339550		878770000	19160000											0	0			46646800		
PLATINUM_PIXY_PARADE	GEAR	EMERALD	447	R79	31,903,702	127,614,809,764	312,504	70,313,257	339550		762860000	24420000				15150000							0	0			48196400		
PLATINUM_BABY_PROOF	GEAR	EMERALD	447	R79	31,903,702	127,614,809,764	312,504	70,313,257	339550				26070000	49160000									0	0			8312600		
PLATINUM_ARLOS_ROCK	GEAR	EMERALD	448	R79	31,903,702	127,614,809,764	312,504	70,313,257	339550		1096000000	47610000	76450000										0	0			95341000		
PLATINUM_PERCYS_BATH_TIME	GEAR	EMERALD	445	R79	31,903,702	127,614,809,764	312,504	70,313,257	339550		1281700000	57690000		205060000									0	0			87932600		
PLATINUM_ARLOS_BERRIES	GEAR	EMERALD	446	R79	31,903,702	127,614,809,764	312,504	70,313,257	339550			43380000	55720000										0	0			42744000		
PLATINUM_JANES_SKETCH	GEAR	EMERALD	446	R79	31,903,702	127,614,809,764	312,504	70,313,257	339550							19350000	26730000						0	0			9216000		
PLATINUM_FISH_IN_A_BOWL	GEAR	EMERALD	447	R79	31,903,702	127,614,809,764	312,504	70,313,257	339550		588320000		35750000										0	0			34257800		
PLATINUM_DANCING_MUSHROOMS	GEAR	EMERALD	448	R79	31,903,702	127,614,809,764	312,504	70,313,257	339550					228590000		17530000							0	0			5791900		
PLATINUM_BUG_JUICE	GEAR	EMERALD	445	R79	31,903,702	127,614,809,764	312,504	70,313,257	339550			34600000											0	0			20760000		
PLATINUM_BEARS_NATURAL_HABITAT	GEAR	EMERALD	450	R80	36,689,175	146,756,703,099	343,754	77,344,582	339550														0	0			0		
PLATINUM_TEETH_TOUR_79	GEAR	EMERALD	450	R80	36,689,175	146,756,703,099	343,754	77,344,582	339550														0	0			0		
PLATINUM_MARK_OF_THE_GUARD	GEAR	EMERALD	450	R80	73,378,351	293,513,406,198	687,508	154,689,164	679125		819210000	32440000	54920000	692300000				5	5	5	5	5	0	0	5	5	146806803.1		
PLATINUM_THE_HYPERION	GEAR	EMERALD	450	R80	36,689,175	146,756,703,099	343,754	77,344,582	339550			63460000	74990000										0	0			60573000		
PLATINUM_BINGO_IS_HIS_NAMEO	GEAR	EMERALD	451	R80	36,689,175	146,756,703,099	343,754	77,344,582	339550			55390000	83650000										0	0			58329000		
PLATINUM_ROLLY_POLLY	GEAR	EMERALD	450	R80	36,689,175	146,756,703,099	343,754	77,344,582	339550		761510000		61150000										0	0			48805400		
PLATINUM_SPRIG_TIME	GEAR	EMERALD	451	R80	36,689,175	146,756,703,099	343,754	77,344,582	339550				53080000			32690000							0	0			22462000		
PLATINUM_CALAMITY_BOX	GEAR	EMERALD	451	R80	36,689,175	146,756,703,099	343,754	77,344,582	339550		703830000	45700000					38710000						0	0			63315200		
PLATINUM_OWL_STAFF	GEAR	EMERALD	452	R80	36,689,175	146,756,703,099	343,754	77,344,582	339550		605770000			461980000									0	0			28850600		
PLATINUM_OWL_LADY	GEAR	EMERALD	452	R80	36,689,175	146,756,703,099	343,754	77,344,582	339550		491520000	18470000	32610000										0	0			40525800		
PLATINUM_ITTY_BIDDY	GEAR	EMERALD	453	R80	36,689,175	146,756,703,099	343,754	77,344,582	339550		900330000	53080000	87680000			31530000	35150000						0	0			107501200		
PLATINUM_HAY_BAILER_ACCIDENT	GEAR	EMERALD	450	R80	36,689,175	146,756,703,099	343,754	77,344,582	339550		761510000		64610000				32660000						0	0			56375400		
PLATINUM_TRES_SOMBREROS	GEAR	EMERALD	451	R80	36,689,175	146,756,703,099	343,754	77,344,582	339550				89430000										0	0			26829000		
PLATINUM_GODDESS_OF_ADVENTURE	GEAR	EMERALD	451	R80	36,689,175	146,756,703,099	343,754	77,344,582	339550							36300000	36300000						0	0			14520000		
PLATINUM_MOONSTONE_THORN	GEAR	EMERALD	452	R80	36,689,175	146,756,703,099	343,754	77,344,582	339550			30570000				22580000							0	0			22858000		
PLATINUM_HI_IM_NORM	GEAR	EMERALD	453	R80	36,689,175	146,756,703,099	343,754	77,344,582	339550		496440000			398080000		9760000							0	0			25790400		
PLATINUM_FLOATING_BABY_HEAD	GEAR	EMERALD	450	R80	36,689,175	146,756,703,099	343,754	77,344,582	339550		692300000	34610000											0	0			48458000		
PLATINUM_SAILOR_STRIPES	GEAR	EMERALD	455	R81	42,192,586	168,770,346,066	378,130	85,079,040	339550														0	0			0		
PLATINUM_NAUTILUS	GEAR	EMERALD	455	R81	42,192,586	168,770,346,066	378,130	85,079,040	339550														0	0			0		
PLATINUM_GIANT_SQUID_ATTACK	GEAR	EMERALD	455	R81	84,385,173	337,540,692,131	756,259	170,158,080	679125		1146610000						50810000	5	5	5	5	5	0	0	5	5	140390950.6		
PLATINUM_LEPRECHAUN_KING	GEAR	EMERALD	455	R81	42,192,586	168,770,346,066	378,130	85,079,040	339550		1384520000		161540000										0	0			103842800		
PLATINUM_TIME_OF_LEARNING	GEAR	EMERALD	456	R81	42,192,586	168,770,346,066	378,130	85,079,040	339550		1173120000	60580000				48380000							0	0			92948800		
PLATINUM_FREEMAN_OF_THE_CITY	GEAR	EMERALD	455	R81	42,192,586	168,770,346,066	378,130	85,079,040	339550		1341570000	43560000	112620000										0	0			113584800		
PLATINUM_TOY_SOLDIER	GEAR	EMERALD	456	R81	42,192,586	168,770,346,066	378,130	85,079,040	339550							60480000							0	0			12096000		
PLATINUM_THAT_DARN_CAT	GEAR	EMERALD	456	R81	42,192,586	168,770,346,066	378,130	85,079,040	339550								79320000						0	0			15864000		
PLATINUM_CAR_FLOATY	GEAR	EMERALD	457	R81	42,192,586	168,770,346,066	378,130	85,079,040	339550		981010000		90190000	305760000									0	0			69355000		
PLATINUM_MILLION_DOLLAR_DUCK	GEAR	EMERALD	457	R81	42,192,586	168,770,346,066	378,130	85,079,040	339550		519520000			882630000									0	0			29607100		
PLATINUM_STAINED_GLASS_ROSE	GEAR	EMERALD	458	R81	42,192,586	168,770,346,066	378,130	85,079,040	339550		1281960000					67980000							0	0			64874400		
PLATINUM_PAPER_CUTOUT	GEAR	EMERALD	455	R81	42,192,586	168,770,346,066	378,130	85,079,040	339550		1153770000					50810000	50840000						0	0			66480800		
PLATINUM_WILDERNESS_EXPLORER_HANDBOOK	GEAR	EMERALD	456	R81	42,192,586	168,770,346,066	378,130	85,079,040	339550		1130700000		78750000										0	0			68853000		
PLATINUM_WILDERNESS_EXPLORER_LOGO	GEAR	EMERALD	456	R81	42,192,586	168,770,346,066	378,130	85,079,040	339550		923020000		106300000				54450000						0	0			79700800		
PLATINUM_BE_MY_PAL	GEAR	EMERALD	457	R81	42,192,586	168,770,346,066	378,130	85,079,040	339550		923020000					54450000							0	0			47810800		
PLATINUM_BIG_DONUT	GEAR	EMERALD	458	R81	42,192,586	168,770,346,066	378,130	85,079,040	339550					934550000			26610000						0	0			14667500		
PLATINUM_BADGE_OF_SURPRISE	GEAR	EMERALD	455	R81	42,192,586	168,770,346,066	378,130	85,079,040	339550		894170000												0	0			35766800		
PLATINUM_SUNKEN_CITY	GEAR	EMERALD	460	R82	48,521,398	194,085,595,472	415,942	93,586,944	339550														0	0			0		
PLATINUM_BOOKS_GALORE	GEAR	EMERALD	460	R82	48,521,398	194,085,595,472	415,942	93,586,944	339550														0	0			0		
PLATINUM_POTION_PROTECTION	GEAR	EMERALD	460	R82	97,042,797	388,171,190,944	831,884	187,173,888	679125		1499940000					78630000	78630000	5	5	5	5	5	0	0	5	5	191447311.1		
PLATINUM_MOUSE_MUG	GEAR	EMERALD	460	R82	48,521,398	194,085,595,472	415,942	93,586,944	339550		1922980000	72110000	100960000				106470000						0	0			171767200		
PLATINUM_BUGGY_INVENTION	GEAR	EMERALD	461	R82	48,521,398	194,085,595,472	415,942	93,586,944	339550		1802810000					90730000							0	0			90258400		
PLATINUM_FISH_OUT_OF_WATER	GEAR	EMERALD	460	R82	48,521,398	194,085,595,472	415,942	93,586,944	339550				173080000										0	0			51924000		
PLATINUM_ALIEN_INVASION	GEAR	EMERALD	461	R82	48,521,398	194,085,595,472	415,942	93,586,944	339550		1701840000	32610000					83480000						0	0			104335600		
PLATINUM_INSTANT_MAKEOVER	GEAR	EMERALD	461	R82	48,521,398	194,085,595,472	415,942	93,586,944	339550			24300000	63460000										0	0			33618000		
PLATINUM_EVENING_STROLL	GEAR	EMERALD	462	R82	48,521,398	194,085,595,472	415,942	93,586,944	339550		1269160000	21910000	37510000										0	0			75165400		
PLATINUM_DEPARTURE_DENIED	GEAR	EMERALD	462	R82	48,521,398	194,085,595,472	415,942	93,586,944	339550				34970000	778810000									0	0			18279100		
PLATINUM_SUMMER_DESTINATION	GEAR	EMERALD	463	R82	48,521,398	194,085,595,472	415,942	93,586,944	339550		2088360000		102460000	897380000		62910000	62910000						0	0			148410200		
PLATINUM_PIP	GEAR	EMERALD	460	R82	48,521,398	194,085,595,472	415,942	93,586,944	339550		1967300000	51310000				26610000	41120000						0	0			123024000		
PLATINUM_ALIEN_SAUCER	GEAR	EMERALD	461	R82	48,521,398	194,085,595,472	415,942	93,586,944	339550		1990520000	39770000											0	0			103482800		
PLATINUM_VOLCANOES	GEAR	EMERALD	461	R82	48,521,398	194,085,595,472	415,942	93,586,944	339550		1990520000		60920000										0	0			97896800		
PLATINUM_SEA_URCHIN	GEAR	EMERALD	462	R82	48,521,398	194,085,595,472	415,942	93,586,944	339550		1413390000	25970000		711520000									0	0			79232800		
PLATINUM_WEEBO	GEAR	EMERALD	463	R82	48,521,398	194,085,595,472	415,942	93,586,944	339550		923030000												0	0			36921200		
PLATINUM_UNLIKELY_PALS	GEAR	EMERALD	460	R82	48,521,398	194,085,595,472	415,942	93,586,944	339550		2019140000						50810000						0	0			90927600		
PLATINUM_NOTRE_DAME_GARGOYLES	GEAR	EMERALD	465	R83	55,799,624	223,198,497,184	457,537	102,945,639	339550														0	0			0		
PLATINUM_WALK_LIKE_AN_ELEPHANT	GEAR	EMERALD	465	R83	55,799,624	223,198,497,184	457,537	102,945,639	339550														0	0			0		
PLATINUM_PUDGE	GEAR	EMERALD	465	R83	111,599,248	446,396,994,368	915,073	205,891,277	679125		1494470000	48630000	82370000					5	5	5	5	5	0	0	5	5	232195572.1		
PLATINUM_BUSTER	GEAR	EMERALD	465	R83	55,799,624	223,198,497,184	457,537	102,945,639	339550		2060500000	115260000	194970000			58220000							0	0			221711000		
PLATINUM_TINY_THE_TREX	GEAR	EMERALD	466	R83	55,799,624	223,198,497,184	457,537	102,945,639	339550			116710000	237250000				60850000						0	0			153371000		
PLATINUM_BEANSTALK	GEAR	EMERALD	465	R83	55,799,624	223,198,497,184	457,537	102,945,639	339550								84680000						0	0			16936000		
PLATINUM_DUCKCYCLE	GEAR	EMERALD	466	R83	55,799,624	223,198,497,184	457,537	102,945,639	339550							76740000							0	0			15348000		
PLATINUM_PUA	GEAR	EMERALD	466	R83	55,799,624	223,198,497,184	457,537	102,945,639	339550		1297800000	64910000		519120000									0	0			96049200		
PLATINUM_KAKAMORA	GEAR	EMERALD	467	R83	55,799,624	223,198,497,184	457,537	102,945,639	339550		816930000												0	0			32677200		
PLATINUM_TELEPHONE	GEAR	EMERALD	467	R83	55,799,624	223,198,497,184	457,537	102,945,639	339550				65650000	605650000			58810000						0	0			37513500		
PLATINUM_TITLE_TRADING	GEAR	EMERALD	468	R83	55,799,624	223,198,497,184	457,537	102,945,639	339550		1954640000	100820000	172930000			56450000	50050000						0	0			211856600		
PLATINUM_FREE_RIDE	GEAR	EMERALD	465	R83	55,799,624	223,198,497,184	457,537	102,945,639	339550		2723630000					95260000							0	0			127997200		
PLATINUM_KING_OWL	GEAR	EMERALD	466	R83	55,799,624	223,198,497,184	457,537	102,945,639	339550		1952740000	43730000					66160000						0	0			117579600		
PLATINUM_TOUGH_CHOICE	GEAR	EMERALD	466	R83	55,799,624	223,198,497,184	457,537	102,945,639	339550		1297800000			480650000		42330000							0	0			65184500		
PLATINUM_PERRY	GEAR	EMERALD	467	R83	55,799,624	223,198,497,184	457,537	102,945,639	339550		1009390000		103820000										0	0			71521600		
PLATINUM_EVIL_KERMIT	GEAR	EMERALD	468	R83	55,799,624	223,198,497,184	457,537	102,945,639	339550		576800000	32020000				10720000							0	0			44428000		
PLATINUM_TEA_TIME	GEAR	EMERALD	465	R83	55,799,624	223,198,497,184	457,537	102,945,639	339550		504710000	30200000	58560000										0	0			55876400		
PLATINUM_CONSCIENCE	GEAR	EMERALD	470	R84	64,169,447	256,677,791,349	503,290	113,240,203	339550														0	0			0		
PLATINUM_STORYBOOK	GEAR	EMERALD	470	R84	64,169,447	256,677,791,349	503,290	113,240,203	339550														0	0			0		
PLATINUM_WHAT_A_VIEW	GEAR	EMERALD	470	R84	128,338,895	513,355,582,697	1,006,580	226,480,405	679125		1418840000	78020000	82740000					5	5	5	5	5	0	0	5	5	268879143.3		
PLATINUM_IMAGINARY_CHEF	GEAR	EMERALD	470	R84	64,169,447	256,677,791,349	503,290	113,240,203	339550		2837440000	108270000	156530000										0	0			225418600		
PLATINUM_CHEESY_HIDEOUT	GEAR	EMERALD	471	R84	64,169,447	256,677,791,349	503,290	113,240,203	339550			107240000	145170000				83280000						0	0			124551000		
PLATINUM_OWL_CREST	GEAR	EMERALD	470	R84	64,169,447	256,677,791,349	503,290	113,240,203	339550		2690160000		149810000										0	0			152549400		
PLATINUM_MARIGOLD_PETAL	GEAR	EMERALD	471	R84	64,169,447	256,677,791,349	503,290	113,240,203	339550		2319940000		135060000										0	0			133315600		
PLATINUM_RIVERBEND	GEAR	EMERALD	471	R84	64,169,447	256,677,791,349	503,290	113,240,203	339550		2161420000	47130000											0	0			114734800		
PLATINUM_KREBBS	GEAR	EMERALD	472	R84	64,169,447	256,677,791,349	503,290	113,240,203	339550		1876330000	60060000				37260000							0	0			118541200		
PLATINUM_JOANNAS_EGG	GEAR	EMERALD	472	R84	64,169,447	256,677,791,349	503,290	113,240,203	339550				64120000	120910000									0	0			20445100		
PLATINUM_FISH_SCHOOL	GEAR	EMERALD	473	R84	64,169,447	256,677,791,349	503,290	113,240,203	339550		2695720000	117100000	188040000										0	0			234500800		
PLATINUM_ARCHIMEDES	GEAR	EMERALD	470	R84	64,169,447	256,677,791,349	503,290	113,240,203	339550		3152470000	141890000		504370000									0	0			216276500		
PLATINUM_MIM_COTTAGE	GEAR	EMERALD	471	R84	64,169,447	256,677,791,349	503,290	113,240,203	339550			106700000	137050000										0	0			105135000		
PLATINUM_HIGHER_FOR_HIRE	GEAR	EMERALD	471	R84	64,169,447	256,677,791,349	503,290	113,240,203	339550							47590000	65750000						0	0			22668000		
PLATINUM_WILDCAT_HOUSEBOAT	GEAR	EMERALD	472	R84	64,169,447	256,677,791,349	503,290	113,240,203	339550		1447030000		87930000										0	0			84260200		
PLATINUM_SCAREDY_ELEPHANT	GEAR	EMERALD	473	R84	64,169,447	256,677,791,349	503,290	113,240,203	339550					562240000		43120000							0	0			14246400		
PLATINUM_QUITE_A_JUNGLE	GEAR	EMERALD	470	R84	64,169,447	256,677,791,349	503,290	113,240,203	339550			85100000											0	0			51060000		
PLATINUM_PET_COLLECTOR	GEAR	EMERALD	475	R85	70,586,392	282,345,570,484	553,619	124,564,223	339550														0	0			0		
PLATINUM_PREHISTORIC_RODENTS	GEAR	EMERALD	475	R85	70,586,392	282,345,570,484	553,619	124,564,223	339550														0	0			0		
PLATINUM_CAVE_DRAWING	GEAR	EMERALD	475	R85	141,172,785	564,691,140,967	1,107,238	249,128,445	679125		2014930000	79790000	135080000	1702780000				5	5	5	5	5	0	0	5	5	352548307.9		
PLATINUM_SCREENSLAVER	GEAR	EMERALD	475	R85	70,586,392	282,345,570,484	553,619	124,564,223	339550			156090000	184450000										0	0			148989000		
PLATINUM_COFFEE_VOID	GEAR	EMERALD	476	R85	70,586,392	282,345,570,484	553,619	124,564,223	339550			136240000	205750000										0	0			143469000		
PLATINUM_SUNKEN_SHIP	GEAR	EMERALD	475	R85	70,586,392	282,345,570,484	553,619	124,564,223	339550		1873010000		150400000										0	0			120040400		
PLATINUM_I_WIN	GEAR	EMERALD	476	R85	70,586,392	282,345,570,484	553,619	124,564,223	339550				130560000			80400000							0	0			55248000		
PLATINUM_GOOFBALL_ISLAND	GEAR	EMERALD	476	R85	70,586,392	282,345,570,484	553,619	124,564,223	339550		1731140000	112400000					95210000						0	0			155727600		
PLATINUM_HOCKEY_ISLAND	GEAR	EMERALD	477	R85	70,586,392	282,345,570,484	553,619	124,564,223	339550		1489950000			1136290000									0	0			70960900		
PLATINUM_FRIENDSHIP_ISLAND	GEAR	EMERALD	477	R85	70,586,392	282,345,570,484	553,619	124,564,223	339550		1208940000	45430000	80210000										0	0			99678600		
PLATINUM_HONESTY_ISLAND	GEAR	EMERALD	478	R85	70,586,392	282,345,570,484	553,619	124,564,223	339550		2214450000	130560000	215660000			77550000	86460000						0	0			264414000		
PLATINUM_FAMILY_ISLAND	GEAR	EMERALD	475	R85	70,586,392	282,345,570,484	553,619	124,564,223	339550		1873010000		158910000				80330000						0	0			138659400		
PLATINUM_IMAGINARY_BOYFRIEND	GEAR	EMERALD	476	R85	70,586,392	282,345,570,484	553,619	124,564,223	339550				219960000										0	0			65988000		
PLATINUM_MULTICOLORED_DRESS	GEAR	EMERALD	476	R85	70,586,392	282,345,570,484	553,619	124,564,223	339550							89280000	89280000						0	0			35712000		
PLATINUM_EYE_OF_FATES	GEAR	EMERALD	477	R85	70,586,392	282,345,570,484	553,619	124,564,223	339550			75190000				55540000							0	0			56222000		
PLATINUM_BEADS_OF_JADE	GEAR	EMERALD	478	R85	70,586,392	282,345,570,484	553,619	124,564,223	339550		1221050000			979120000		24010000							0	0			63435200		
PLATINUM_PEEPHOLE	GEAR	EMERALD	475	R85	70,586,392	282,345,570,484	553,619	124,564,223	339550		1702780000	85130000											0	0			119189200		
PLATINUM_WOODEN_BEAR	GEAR	EMERALD	480	R86	81,174,351	324,697,406,056	636,662	143,248,856	339550														0	0			0		
PLATINUM_BEAGLE_BOYS	GEAR	EMERALD	480	R86	81,174,351	324,697,406,056	636,662	143,248,856	339550														0	0			0		
PLATINUM_SQUEAKER_SQUEAK	GEAR	EMERALD	480	R86	162,348,703	649,394,812,112	1,273,324	286,497,712	679125		2820230000						124970000	5	5	5	5	5	0	0	5	5	335186455.3		
PLATINUM_MAD_PURSUIT	GEAR	EMERALD	480	R86	81,174,351	324,697,406,056	636,662	143,248,856	339550		3405400000		397330000										0	0			255415000		
PLATINUM_WARNING_CLOCK	GEAR	EMERALD	481	R86	81,174,351	324,697,406,056	636,662	143,248,856	339550		2885430000	149000000				119000000							0	0			228617200		
PLATINUM_FOREST_TREK	GEAR	EMERALD	480	R86	81,174,351	324,697,406,056	636,662	143,248,856	339550		3299750000	107140000	277000000										0	0			279374000		
PLATINUM_TRAVELERS_KIT	GEAR	EMERALD	481	R86	81,174,351	324,697,406,056	636,662	143,248,856	339550							148760000							0	0			29752000		
PLATINUM_FLOWER_CROWN	GEAR	EMERALD	481	R86	81,174,351	324,697,406,056	636,662	143,248,856	339550								195100000						0	0			39020000		
PLATINUM_MOON_OVER_LONDON	GEAR	EMERALD	482	R86	81,174,351	324,697,406,056	636,662	143,248,856	339550		2412910000		221830000	752050000									0	0			170585900		
PLATINUM_MAP	GEAR	EMERALD	482	R86	81,174,351	324,697,406,056	636,662	143,248,856	339550		1277820000			2170940000									0	0			72822200		
PLATINUM_FOOT_TREE	GEAR	EMERALD	483	R86	81,174,351	324,697,406,056	636,662	143,248,856	339550		3153140000					167210000							0	0			159567600		
