	CATEGORY	UNLOCK_REQS	POINTS	REWARDS
BADGE_AVATARS_17	MISC_AVATARS	SHOEBILL_GEAR_AVATAR,DISCARDED_TIARA_GEAR_AVATAR,BONE_XYLOPHONE_GEAR_AVATAR,SEA_WITCHS_CONTRACT_GEAR_AVATAR,DOCTORS_TOP_HAT_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_18	MISC_AVATARS	MISPLACED_TAIL_GEAR_AVATAR,GLOW_BUG_GEAR_AVATAR,PIGASUS_GEAR_AVATAR,STYLIN_PENGUIN_GEAR_AVATAR,LOVE_BUG_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_19	MISC_AVATARS	AIR_HERCS_GEAR_AVATAR,FAIRY_LANTERN_GEAR_AVATAR,ESCAPE_PLAN_GEAR_AVATAR,FLUBBER_GEAR_AVATAR,LAWNMOWER_REMOTE_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_20	MISC_AVATARS	BEAUTIFUL_LAMP_GEAR_AVATAR,ARAIGNEE_NOIRE_GEAR_AVATAR,MIST_MAKER_GEAR_AVATAR,LIGHTSPEED_GEAR_AVATAR,FAMILY_HEIRLOOM_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_21	MISC_AVATARS	HOT_DOG_GEAR_AVATAR,LAST_RESORT_GEAR_AVATAR,FOX_MACE_GEAR_AVATAR,DE_VILS_LIPSTICK_GEAR_AVATAR,JAFARS_CUFFLINKS_GEAR_AVATAR,PASSIVE_AGGRESSIVE_ELLIPSIS_GEAR_AVATAR	600	1 BADGE_CHEST_1X
BADGE_AVATARS_22	MISC_AVATARS	SPEAR_MINT_GEAR_AVATAR,AQUARIUM_TAG_GEAR_AVATAR,BAYMAX_PATCH_KIT_GEAR_AVATAR,BELLWEATHERS_MUG_GEAR_AVATAR,RASPBEARY_CAKE_GEAR_AVATAR,CALAMARI_GEAR_AVATAR	600	1 BADGE_CHEST_1X
BADGE_AVATARS_23	MISC_AVATARS	SPELL_DIARY_GEAR_AVATAR,IMPRACTICAL_OVEN_MITTS_GEAR_AVATAR,UNBIRTHDAY_HAT_GEAR_AVATAR,LOST_NECKLACE_GEAR_AVATAR,PINEAPPLE_CRATE_GEAR_AVATAR,TRITONS_TRIDENT_GEAR_AVATAR	600	1 BADGE_CHEST_1X
BADGE_AVATARS_24	MISC_AVATARS	FA_FAMILY_SHEARS_GEAR_AVATAR,CURSED_COIN_GEAR_AVATAR,BRUCES_BADGES_GEAR_AVATAR,OOZMA_KAPPA_CHEER_KIT_GEAR_AVATAR,GRAPPLING_HOOK_GEAR_AVATAR,BEACH_BOMB_GEAR_AVATAR,JAR_OF_SAND_GEAR_AVATAR	700	1 BADGE_CHEST_1X
BADGE_AVATARS_25	MISC_AVATARS	CARROT_PEN_GEAR_AVATAR,ROCK_PUNCH_GEAR_AVATAR,LEANING_TOWER_OF_CHEEZ_A_GEAR_AVATAR,SANDY_CLAWS_LANTERN_GEAR_AVATAR,FREDS_RECYCLED_BOXERS_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_26	MISC_AVATARS	STABLE_WALKING_CANE_GEAR_AVATAR,SAFETY_HELMET_GEAR_AVATAR,MASK_OF_THE_CAKE_EATER_GEAR_AVATAR,KIMMUNICATOR_GEAR_AVATAR,STONE_GUARDIAN_GEAR_AVATAR,PILOTS_CAP_GEAR_AVATAR	600	1 BADGE_CHEST_1X
BADGE_AVATARS_27	MISC_AVATARS	DARK_DISGUISE_GEAR_AVATAR,ROCKET_PACK_PATCH_KIT_GEAR_AVATAR,HANKS_HOT_SAUCE_GEAR_AVATAR,BREAKFAST_OF_CHAMPIONS_GEAR_AVATAR,BLACK_MAGIC_CAULDRON_GEAR_AVATAR,OO_DE_LALLY_ARROWS_GEAR_AVATAR	600	1 BADGE_CHEST_1X
BADGE_AVATARS_28	MISC_AVATARS	POTENTIAL_CARRIAGE_GEAR_AVATAR,SCREAM_CANISTER_GEAR_AVATAR,SHRINK_RAY_GEAR_AVATAR,LUCKY_EARS_GEAR_AVATAR,DEUS_EX_CALIBUR_GEAR_AVATAR,THINKING_CAP_GEAR_AVATAR	600	1 BADGE_CHEST_1X
BADGE_AVATARS_29	MISC_AVATARS	A_VERY_PINE_HAT_GEAR_AVATAR,CUTEING_STAR_GEAR_AVATAR,EXCLUSIVE_CLUB_BADGE_GEAR_AVATAR,UKULELE_GEAR_AVATAR,WINNIFREDS_SPELLBOOK_GEAR_AVATAR,JAR_OF_HUNNY_GEAR_AVATAR,MYSTERIOUS_JOURNAL_GEAR_AVATAR	700	1 BADGE_CHEST_1X
BADGE_AVATARS_30	MISC_AVATARS	GUMMIBEARY_JUICE_GEAR_AVATAR,CLOSE_SHAVE_GEAR_AVATAR,TRON_BIT_GEAR_AVATAR,BADGE_OF_TRUE_LOVE_GEAR_AVATAR,PIXIE_DUST_GEAR_AVATAR,LOOT_OF_A_THOUSAND_WORLDS_GEAR_AVATAR,DUCKY_MOMO_GEAR_AVATAR	700	1 BADGE_CHEST_1X
BADGE_AVATARS_31	MISC_AVATARS	LOVE_BIRDS_GEAR_AVATAR,CROWN_OF_THE_WILD_FRONTIER_GEAR_AVATAR,HANDSOME_PRINCE_GEAR_AVATAR,VITAL_INFORMATION_GEAR_AVATAR,SALLYS_SPICES_GEAR_AVATAR,PC_FLYERS_GEAR_AVATAR,DOGS_BREAKFAST_GEAR_AVATAR	700	1 BADGE_CHEST_1X
BADGE_AVATARS_32	MISC_AVATARS	LIQUID_BREAKFAST_GEAR_AVATAR,SWEET_TOOTH_GEAR_AVATAR,EMBLEM_OF_BRAVERY_GEAR_AVATAR,THE_MAGIC_BRUSH_GEAR_AVATAR,SNARFFBLATT_GEAR_AVATAR,PIED_SANDPIPER_GEAR_AVATAR,BOAT_SNACK_GEAR_AVATAR	700	1 BADGE_CHEST_1X
BADGE_AVATARS_33	MISC_AVATARS	CROQUET_BALL_GEAR_AVATAR,CRYSTAL_BELLE_GEAR_AVATAR,REALLY_GOOD_BALL_GEAR_AVATAR,TOKEN_OF_RADITUDE_GEAR_AVATAR,MERLINS_BAG_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_34	MISC_AVATARS	I_FIGHT_FOR_THE_USERS_GEAR_AVATAR,CROWN_OF_NY_GEAR_AVATAR,PIRATE_HIDEOUT_GEAR_AVATAR,PEPPER_SHAKER_GEAR_AVATAR,KING_OF_BALD_MOUNTAIN_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_35	MISC_AVATARS	WHALE_OF_A_TALE_GEAR_AVATAR,DIABLO_PIEDRA_GEAR_AVATAR,TRICK_OR_TREAT_GEAR_AVATAR,MATHEMATICALLY_DELICIOUS_GEAR_AVATAR,DRUM_LINE_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_36	MISC_AVATARS	CIRCLE_OF_LIFE_GEAR_AVATAR,BADGE_OF_LEVITATION_GEAR_AVATAR,ITS_ROBOT_TIME_GEAR_AVATAR,TOUGH_PETAL_GEAR_AVATAR,BADGE_OF_TOMORROW_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_37	MISC_AVATARS	FLIGHT_OF_FANCY_GEAR_AVATAR,TRUST_IN_ME_GEAR_AVATAR,CUSTOMER_OF_THE_YEAR_GEAR_AVATAR,BLANK_CHECK_GEAR_AVATAR,DINGLEHOPPER_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_38	MISC_AVATARS	NACO_GEAR_AVATAR,LUCKY_EGG_GEAR_AVATAR,PAY_THROUGH_THE_TEETH_GEAR_AVATAR,GONNA_GET_A_LITTLE_WEIRD_GEAR_AVATAR,LOVE_POTION_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_39	MISC_AVATARS	MAGICA_SHADOW_GEAR_AVATAR,THUMBSUCKERS_CROWN_GEAR_AVATAR,COLOR_WHEEL_GEAR_AVATAR,PENTHOUSE_CASTLE_GEAR_AVATAR,TIN_TOY_GEAR_AVATAR,SKELETON_DANCE_GEAR_AVATAR	600	1 BADGE_CHEST_1X
BADGE_AVATARS_40	MISC_AVATARS	BADGE_OF_SWEETNESS_GEAR_AVATAR,BADGE_OF_ACCOMPLISHMENT_GEAR_AVATAR,HAPPY_THOUGHTS_GEAR_AVATAR,FANTASOUND_GEAR_AVATAR,ILL_WISHING_WELL_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_41	MISC_AVATARS	MOUSERCIZE_GEAR_AVATAR,SHEPHERDS_JOURNAL_GEAR_AVATAR,ON_A_ROLL_GEAR_AVATAR,WEIRD_WEBSITE_GEAR_AVATAR,HEROES_NIGHT_OUT_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_42	MISC_AVATARS	KAWAII_EXE_GEAR_AVATAR,POOH_STICKS_GEAR_AVATAR,STAR_CASE_GEAR_AVATAR,WILD_RIDE_GEAR_AVATAR,TRUE_LAVA_GEAR_AVATAR,POWER_UP_GEAR_AVATAR	600	1 BADGE_CHEST_1X
BADGE_AVATARS_43	MISC_AVATARS	BECAUSE_WE_CARE_GEAR_AVATAR,BREAKFAST_PORRIDGE_GEAR_AVATAR,GOLDEN_SUN_GEAR_AVATAR,MARVELOUS_TOY_GEAR_AVATAR,MORNING_FUEL_GEAR_AVATAR,PAPEL_PICADO_GEAR_AVATAR	600	1 BADGE_CHEST_1X
BADGE_AVATARS_44	MISC_AVATARS	PERKIS_POWER_GEAR_AVATAR,SUIT_UP_GEAR_AVATAR,TIMELESS_CLASSIC_GEAR_AVATAR,TINY_TERRARIUM_GEAR_AVATAR,SAN_FRANSOKYO_SEWER_GEAR_AVATAR,NEST_EGG_GEAR_AVATAR	600	1 BADGE_CHEST_1X
BADGE_AVATARS_45	MISC_AVATARS	RETURN_TO_THE_FOLD_GEAR_AVATAR,SIDS_TOY_GEAR_AVATAR,SUPER_FAN_GEAR_AVATAR,AUTO_GEAR_AVATAR,BLUE_UMBRELLA_GEAR_AVATAR,MAGIC_MIRROR_GEAR_AVATAR,DRIVING_WITH_STYLE_GEAR_AVATAR	700	1 BADGE_CHEST_1X
BADGE_AVATARS_46	MISC_AVATARS	UNLEADOSAURUS_GEAR_AVATAR,NOPE_GEAR_AVATAR,LEAGUE_CHEW_TOY_GEAR_AVATAR,IRRESISTIBLY_SHINY_GEAR_AVATAR,SPRINGTIME_FLOWERS_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_47	MISC_AVATARS	IN_THE_DOGHOUSE_GEAR_AVATAR,SPINACH_PUFFS_GEAR_AVATAR,CHEESE_WHEEL_GEAR_AVATAR,COMMANDERS_CREST_GEAR_AVATAR,ANGRY_EYES_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_48	MISC_AVATARS	GOLDEN_HARP_GEAR_AVATAR,LOCKED_DOOR_GEAR_AVATAR,RED_UMBRELLA_GEAR_AVATAR,TEDDY_BEAR_GEAR_AVATAR,FOUR_POSTER_BED_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_49	MISC_AVATARS	WIND_UP_MOUSE_GEAR_AVATAR,GEORGETTES_BOWL_GEAR_AVATAR,SAFARI_HAT_GEAR_AVATAR,DINOSAUR_EGG_GEAR_AVATAR,MAGICAL_BREAKFAST_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_50	MISC_AVATARS	PIT_STOP_GEAR_AVATAR,VICTORIOUS_URN_GEAR_AVATAR,SKY_PIRATES_GEAR_AVATAR,SWEETER_TOOTH_GEAR_AVATAR,BADGE_OF_TRAVELING_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_51	MISC_AVATARS	BIRDS_OF_A_FEATHER_GEAR_AVATAR,GARDEN_SONG_GEAR_AVATAR,BREAD_AND_BUTTERFLIES_GEAR_AVATAR,TICK_TOCK_GEAR_AVATAR,CAKE_OF_GOOD_INTENTIONS_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_52	MISC_AVATARS	GOOSE_CROSSING_GEAR_AVATAR,RED_BALLOON_GEAR_AVATAR,TRIPLEDENT_GUN_GEAR_AVATAR,BABY_BRIBE_GEAR_AVATAR,TEMPTING_SWITCH_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_53	MISC_AVATARS	HAPPY_PANCAKE_GEAR_AVATAR,HAPPY_MILKSHAKE_GEAR_AVATAR,UNICORN_DREAMS_GEAR_AVATAR,BOB_GEAR_AVATAR,LUCKY_CRICKET_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_54	MISC_AVATARS	CONFUZZLE_BALLOON_GEAR_AVATAR,ROYAL_DIARY_GEAR_AVATAR,ROCKET_POP_GEAR_AVATAR,MR_CARROT_GEAR_AVATAR,DRAGON_SWING_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_55	MISC_AVATARS	DARING_DISGUISE_GEAR_AVATAR,FRIENDLY_SURVIVOR_GEAR_AVATAR,HYPNOTIC_MELODY_GEAR_AVATAR,ANIMAL_AURORA_GEAR_AVATAR,BADGE_OF_SORROW_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_56	MISC_AVATARS	LOST_PETS_GEAR_AVATAR,ANDYS_GAME_GEAR_AVATAR,THE_GREY_STUFF_GEAR_AVATAR,HOUSE_OF_CARDS_GEAR_AVATAR,EXPLORE_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_57	MISC_AVATARS	ACTION_FIGURE_GEAR_AVATAR,ENTHUSIASTIC_DISHWARE_GEAR_AVATAR,BULLIES_ARE_GROSS_GEAR_AVATAR,SEADUCK_GEAR_AVATAR,BAYOU_BOOGIE_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_58	MISC_AVATARS	DIMENSIONAL_SCISSORS_GEAR_AVATAR,UNBEWEAVEABLE_RETURNS_GEAR_AVATAR,BADGE_OF_DELIGHT_GEAR_AVATAR,MICKEY_PRETZEL_GEAR_AVATAR,PRACTICE_SLED_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_59	MISC_AVATARS	HOLD_THE_LINE_GEAR_AVATAR,TSUMDERE_GEAR_AVATAR,SUPER_TEAM_ASSEMBLE_GEAR_AVATAR,REFRESHING_FRUIT_GEAR_AVATAR,SUN_CROWN_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_60	MISC_AVATARS	CHOCOLATE_BAR_GEAR_AVATAR,BROKEN_NECKLACE_GEAR_AVATAR,POM_POM_SHOES_GEAR_AVATAR,BADGE_OF_DISGUISE_GEAR_AVATAR,HERCULADE_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_61	MISC_AVATARS	BEIGNETS_GEAR_AVATAR,TIGHT_SQUEEZE_GEAR_AVATAR,ROMANTIC_BOAT_RIDE_GEAR_AVATAR,LOST_AND_FOUND_GEAR_AVATAR,NEW_CAR_SMELL_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_62	MISC_AVATARS	BADGE_OF_INTIMIDATION_GEAR_AVATAR,MAN_IN_THE_MOON_GEAR_AVATAR,SPINNING_WHEEL_GEAR_AVATAR,POLKA_DOTS_GEAR_AVATAR,ESCAPAY_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_63	MISC_AVATARS	GUMMI_MEDALION_GEAR_AVATAR,BLACK_FLAME_CANDLE_GEAR_AVATAR,INFINITY_SIDED_DIE_GEAR_AVATAR,LOCKED_AWAY_MEMORIES_GEAR_AVATAR,SELINES_ORB_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_64	MISC_AVATARS	ANOTHER_BADGE_OF_FRIENDSHIP_GEAR_AVATAR,PRESTO_GEAR_AVATAR,CHRISTMAS_TREE_GEAR_AVATAR,CUDDLE_PARTY_GEAR_AVATAR,GRAND_FINALE_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_65	MISC_AVATARS	ABSTRACT_THOUGHT_GEAR_AVATAR,NO_LLAMAS_GEAR_AVATAR,TOUR_BUS_GEAR_AVATAR,IM_LATE_GEAR_AVATAR,CURIOUS_MAZE_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_66	MISC_AVATARS	BATH_TIME_GEAR_AVATAR,DOGGONE_DEADLINES_GEAR_AVATAR,SMALL_FRY_GEAR_AVATAR,WAMPY_GEAR_AVATAR,MODEL_CITY_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_67	MISC_AVATARS	MORE_TAMALES_GEAR_AVATAR,CLOUD_KICKER_GEAR_AVATAR,GROTTO_GIFT_GEAR_AVATAR,SAIL_THE_STARS_GEAR_AVATAR,PEAS_IN_A_POD_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_68	MISC_AVATARS	FLUTTERBY_GEAR_AVATAR,PRINCELY_FORTUNE_GEAR_AVATAR,LOWEST_PRICES_IN_TOWN_GEAR_AVATAR,MEGA_DORIS_GEAR_AVATAR,CAMPING_SITCH_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_69	MISC_AVATARS	FEARAMID_GEAR_AVATAR,PLUCKED_PELICAN_GEAR_AVATAR,PISTON_CUP_GEAR_AVATAR,THE_PACIFIER_GEAR_AVATAR,GREAT_STAR_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_70	MISC_AVATARS	MISSION_FORCE_ONE_GEAR_AVATAR,WEATHER_THE_STORM_GEAR_AVATAR,SHEER_PERFECTION_GEAR_AVATAR,DISNEY_ON_ICE_GEAR_AVATAR,HISSY_FIT_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_71	MISC_AVATARS	FORGOTTEN_SPELLBOOK_GEAR_AVATAR,CRYSTAL_PURE_GEAR_AVATAR,PHOENIX_GATE_GEAR_AVATAR,SHEARED_GEAR_AVATAR,FLY_AWAY_HOME_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_72	MISC_AVATARS	CLASSIC_CAR_GEAR_AVATAR,JUNIOR_WOODCHUCK_GEAR_AVATAR,FACETED_GEAR_AVATAR,HUNDRED_ACRE_MAP_GEAR_AVATAR,MONSTER_MAIL_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_73	MISC_AVATARS	FOREST_SPIRIT_GEAR_AVATAR,WATCH_FOR_SPIT_GEAR_AVATAR,RING_OF_FIRE_GEAR_AVATAR,BADGE_OF_AGILITY_GEAR_AVATAR,SQUISHY_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_74	MISC_AVATARS	WATER_MUSIC_GEAR_AVATAR,INNER_BEAUTY_GEAR_AVATAR,SNAKE_BALLOON_GEAR_AVATAR,CLEAN_SWEAP_GEAR_AVATAR,PROGRAM_SCANNER_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_75	MISC_AVATARS	CALL_THE_SUPER_GEAR_AVATAR,SMART_HOUSE_GEAR_AVATAR,HORSE_WITH_TWO_REAR_ENDS_GEAR_AVATAR,LOST_NANNY_GEAR_AVATAR,SPOONFUL_OF_SUGAR_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_76	MISC_AVATARS	ROYAL_DOULTON_BOWL_GEAR_AVATAR,MYSTICAL_MONKEY_POWER_GEAR_AVATAR,SORORITY_SISTERS_GEAR_AVATAR,DOGS_IN_DISGUISE_GEAR_AVATAR,WADDLES_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_77	MISC_AVATARS	SUNKEN_SHIP_GEAR_AVATAR,SMOOTH_JAZZ_GEAR_AVATAR,DAYDREAM_HUNTER_GEAR_AVATAR,THINGS_FALL_APART_GEAR_AVATAR,LITTLE_HELPER_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_78	MISC_AVATARS	SEWER_SHARK_GEAR_AVATAR,FIXER_UPPER_GEAR_AVATAR,MOVEABLE_COAT_RACK_GEAR_AVATAR,PEA_SOUP_GEAR_AVATAR,CAT_FAMILY_PORTRAIT_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_79	MISC_AVATARS	MICKEY_WAFFLES_GEAR_AVATAR,CAT_IN_A_BOX_GEAR_AVATAR,ANGRY_CHIPMUNKS_GEAR_AVATAR,PRETEND_PRINCE_GEAR_AVATAR,BOTTOMLESS_BAG_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_80	MISC_AVATARS	AZTEC_SKULL_GEAR_AVATAR,INTERDIMENSIONAL_DOOR_GEAR_AVATAR,ADVENTURE_JAMIE_GEAR_AVATAR,OREILLY_LUCKY_COIN_GEAR_AVATAR,OLD_SCALIWAG_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_81	MISC_AVATARS	WIND_CAN_DO_IT_GEAR_AVATAR,MELODYS_NECKLACE_GEAR_AVATAR,TRUSTY_BIKE_GEAR_AVATAR,DONT_BAT_AN_EYE_GEAR_AVATAR,BAO_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_82	MISC_AVATARS	CAT_ON_A_LAPTOP_GEAR_AVATAR,GRUESOME_GRAVE_GEAR_AVATAR,ESCAPE_GEAR_AVATAR,PIXY_PARADE_GEAR_AVATAR,BABY_PROOF_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_83	MISC_AVATARS	ARLOS_ROCK_GEAR_AVATAR,PERCYS_BATH_TIME_GEAR_AVATAR,ARLOS_BERRIES_GEAR_AVATAR,JANES_SKETCH_GEAR_AVATAR,FISH_IN_A_BOWL_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_84	MISC_AVATARS	DANCING_MUSHROOMS_GEAR_AVATAR,BUG_JUICE_GEAR_AVATAR,BIRTHDAY_CAKE_GEAR_AVATAR,HOPPERS_FROG_LEGS_GEAR_AVATAR,SMELL_THE_CORK_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_85	MISC_AVATARS	BEARS_NATURAL_HABITAT_GEAR_AVATAR,TEETH_TOUR_79_GEAR_AVATAR,MARK_OF_THE_GUARD_GEAR_AVATAR,THE_HYPERION_GEAR_AVATAR,BINGO_IS_HIS_NAMEO_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_86	MISC_AVATARS	ROLLY_POLLY_GEAR_AVATAR,SPRIG_TIME_GEAR_AVATAR,CALAMITY_BOX_GEAR_AVATAR,OWL_STAFF_GEAR_AVATAR,OWL_LADY_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_87	MISC_AVATARS	ITTY_BIDDY_GEAR_AVATAR,HAY_BAILER_ACCIDENT_GEAR_AVATAR,TRES_SOMBREROS_GEAR_AVATAR,GODDESS_OF_ADVENTURE_GEAR_AVATAR,MOONSTONE_THORN_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_88	MISC_AVATARS	HI_IM_NORM_GEAR_AVATAR,FLOATING_BABY_HEAD_GEAR_AVATAR,FAIRY_FENCERS_GEAR_AVATAR,TREEHOUSE_GEAR_AVATAR,TREASURE_PARROT_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_89	MISC_AVATARS	SAILOR_STRIPES_GEAR_AVATAR,NAUTILUS_GEAR_AVATAR,GIANT_SQUID_ATTACK_GEAR_AVATAR,LEPRECHAUN_KING_GEAR_AVATAR,TIME_OF_LEARNING_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_90	MISC_AVATARS	FREEMAN_OF_THE_CITY_GEAR_AVATAR,TOY_SOLDIER_GEAR_AVATAR,THAT_DARN_CAT_GEAR_AVATAR,CAR_FLOATY_GEAR_AVATAR,MILLION_DOLLAR_DUCK_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_91	MISC_AVATARS	STAINED_GLASS_ROSE_GEAR_AVATAR,PAPER_CUTOUT_GEAR_AVATAR,WILDERNESS_EXPLORER_HANDBOOK_GEAR_AVATAR,WILDERNESS_EXPLORER_LOGO_GEAR_AVATAR,BE_MY_PAL_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_92	MISC_AVATARS	BIG_DONUT_GEAR_AVATAR,BADGE_OF_SURPRISE_GEAR_AVATAR,TACO_CAT_GEAR_AVATAR,PURPLE_PEACOCKS_GEAR_AVATAR,PIANO_KITTIES_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_93	MISC_AVATARS	SUNKEN_CITY_GEAR_AVATAR,BOOKS_GALORE_GEAR_AVATAR,POTION_PROTECTION_GEAR_AVATAR,MOUSE_MUG_GEAR_AVATAR,BUGGY_INVENTION_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_94	MISC_AVATARS	FISH_OUT_OF_WATER_GEAR_AVATAR,ALIEN_INVASION_GEAR_AVATAR,INSTANT_MAKEOVER_GEAR_AVATAR,EVENING_STROLL_GEAR_AVATAR,DEPARTURE_DENIED_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_95	MISC_AVATARS	SUMMER_DESTINATION_GEAR_AVATAR,PIP_GEAR_AVATAR,ALIEN_SAUCER_GEAR_AVATAR,VOLCANOES_GEAR_AVATAR,SEA_URCHIN_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_96	MISC_AVATARS	WEEBO_GEAR_AVATAR,UNLIKELY_PALS_GEAR_AVATAR,WINTER_DEPARTMENT_GEAR_AVATAR,BIGFOOT_GEAR_AVATAR,CLOCK_TOWER_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_97	MISC_AVATARS	NOTRE_DAME_GARGOYLES_GEAR_AVATAR,WALK_LIKE_AN_ELEPHANT_GEAR_AVATAR,PUDGE_GEAR_AVATAR,BUSTER_GEAR_AVATAR,TINY_THE_TREX_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_98	MISC_AVATARS	BEANSTALK_GEAR_AVATAR,DUCKCYCLE_GEAR_AVATAR,PUA_GEAR_AVATAR,KAKAMORA_GEAR_AVATAR,TELEPHONE_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_99	MISC_AVATARS	TITLE_TRADING_GEAR_AVATAR,FREE_RIDE_GEAR_AVATAR,KING_OWL_GEAR_AVATAR,TOUGH_CHOICE_GEAR_AVATAR,PERRY_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_100	MISC_AVATARS	EVIL_KERMIT_GEAR_AVATAR,TEA_TIME_GEAR_AVATAR,KEEP_QUIET_GEAR_AVATAR,BAD_HAIR_DAY_GEAR_AVATAR,THE_BETTYS_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_101	MISC_AVATARS	CONSCIENCE_GEAR_AVATAR,STORYBOOK_GEAR_AVATAR,WHAT_A_VIEW_GEAR_AVATAR,IMAGINARY_CHEF_GEAR_AVATAR,CHEESY_HIDEOUT_GEAR_AVATAR	500	1 BADGE_CHEST_1X
