	CATEGORY	RARITY
DOCTORS_TOP_HAT_GEAR_AVATAR	GEAR_AVATAR	COMMON
MISPLACED_TAIL_GEAR_AVATAR	GEAR_AVATAR	COMMON
GLOW_BUG_GEAR_AVATAR	GEAR_AVATAR	COMMON
PIGASUS_GEAR_AVATAR	GEAR_AVATAR	COMMON
STYLIN_PENGUIN_GEAR_AVATAR	GEAR_AVATAR	COMMON
LOVE_BUG_GEAR_AVATAR	GEAR_AVATAR	COMMON
AIR_HERCS_GEAR_AVATAR	GEAR_AVATAR	COMMON
FAIRY_LANTERN_GEAR_AVATAR	GEAR_AVATAR	COMMON
ESCAPE_PLAN_GEAR_AVATAR	GEAR_AVATAR	COMMON
FLUBBER_GEAR_AVATAR	GEAR_AVATAR	COMMON
LAWNMOWER_REMOTE_GEAR_AVATAR	GEAR_AVATAR	COMMON
BEAUTIFUL_LAMP_GEAR_AVATAR	GEAR_AVATAR	COMMON
ARAIGNEE_NOIRE_GEAR_AVATAR	GEAR_AVATAR	COMMON
MIST_MAKER_GEAR_AVATAR	GEAR_AVATAR	COMMON
LIGHTSPEED_GEAR_AVATAR	GEAR_AVATAR	COMMON
FAMILY_HEIRLOOM_GEAR_AVATAR	GEAR_AVATAR	COMMON
HOT_DOG_GEAR_AVATAR	GEAR_AVATAR	COMMON
LAST_RESORT_GEAR_AVATAR	GEAR_AVATAR	COMMON
FOX_MACE_GEAR_AVATAR	GEAR_AVATAR	COMMON
DE_VILS_LIPSTICK_GEAR_AVATAR	GEAR_AVATAR	COMMON
JAFARS_CUFFLINKS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PASSIVE_AGGRESSIVE_ELLIPSIS_GEAR_AVATAR	GEAR_AVATAR	COMMON
SPEAR_MINT_GEAR_AVATAR	GEAR_AVATAR	COMMON
AQUARIUM_TAG_GEAR_AVATAR	GEAR_AVATAR	COMMON
BAYMAX_PATCH_KIT_GEAR_AVATAR	GEAR_AVATAR	COMMON
BELLWEATHERS_MUG_GEAR_AVATAR	GEAR_AVATAR	COMMON
RASPBEARY_CAKE_GEAR_AVATAR	GEAR_AVATAR	COMMON
CALAMARI_GEAR_AVATAR	GEAR_AVATAR	COMMON
SPELL_DIARY_GEAR_AVATAR	GEAR_AVATAR	COMMON
IMPRACTICAL_OVEN_MITTS_GEAR_AVATAR	GEAR_AVATAR	COMMON
UNBIRTHDAY_HAT_GEAR_AVATAR	GEAR_AVATAR	COMMON
LOST_NECKLACE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PINEAPPLE_CRATE_GEAR_AVATAR	GEAR_AVATAR	COMMON
TRITONS_TRIDENT_GEAR_AVATAR	GEAR_AVATAR	COMMON
FA_FAMILY_SHEARS_GEAR_AVATAR	GEAR_AVATAR	COMMON
CURSED_COIN_GEAR_AVATAR	GEAR_AVATAR	COMMON
BRUCES_BADGES_GEAR_AVATAR	GEAR_AVATAR	COMMON
OOZMA_KAPPA_CHEER_KIT_GEAR_AVATAR	GEAR_AVATAR	COMMON
GRAPPLING_HOOK_GEAR_AVATAR	GEAR_AVATAR	COMMON
BEACH_BOMB_GEAR_AVATAR	GEAR_AVATAR	COMMON
JAR_OF_SAND_GEAR_AVATAR	GEAR_AVATAR	COMMON
CARROT_PEN_GEAR_AVATAR	GEAR_AVATAR	COMMON
ROCK_PUNCH_GEAR_AVATAR	GEAR_AVATAR	COMMON
LEANING_TOWER_OF_CHEEZ_A_GEAR_AVATAR	GEAR_AVATAR	COMMON
SANDY_CLAWS_LANTERN_GEAR_AVATAR	GEAR_AVATAR	COMMON
FREDS_RECYCLED_BOXERS_GEAR_AVATAR	GEAR_AVATAR	COMMON
STABLE_WALKING_CANE_GEAR_AVATAR	GEAR_AVATAR	COMMON
SAFETY_HELMET_GEAR_AVATAR	GEAR_AVATAR	COMMON
MASK_OF_THE_CAKE_EATER_GEAR_AVATAR	GEAR_AVATAR	COMMON
KIMMUNICATOR_GEAR_AVATAR	GEAR_AVATAR	COMMON
STONE_GUARDIAN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PILOTS_CAP_GEAR_AVATAR	GEAR_AVATAR	COMMON
DARK_DISGUISE_GEAR_AVATAR	GEAR_AVATAR	COMMON
ROCKET_PACK_PATCH_KIT_GEAR_AVATAR	GEAR_AVATAR	COMMON
HANKS_HOT_SAUCE_GEAR_AVATAR	GEAR_AVATAR	COMMON
BREAKFAST_OF_CHAMPIONS_GEAR_AVATAR	GEAR_AVATAR	COMMON
BLACK_MAGIC_CAULDRON_GEAR_AVATAR	GEAR_AVATAR	COMMON
OO_DE_LALLY_ARROWS_GEAR_AVATAR	GEAR_AVATAR	COMMON
POTENTIAL_CARRIAGE_GEAR_AVATAR	GEAR_AVATAR	COMMON
SCREAM_CANISTER_GEAR_AVATAR	GEAR_AVATAR	COMMON
SHRINK_RAY_GEAR_AVATAR	GEAR_AVATAR	COMMON
LUCKY_EARS_GEAR_AVATAR	GEAR_AVATAR	COMMON
DEUS_EX_CALIBUR_GEAR_AVATAR	GEAR_AVATAR	COMMON
THINKING_CAP_GEAR_AVATAR	GEAR_AVATAR	COMMON
A_VERY_PINE_HAT_GEAR_AVATAR	GEAR_AVATAR	COMMON
CUTEING_STAR_GEAR_AVATAR	GEAR_AVATAR	COMMON
EXCLUSIVE_CLUB_BADGE_GEAR_AVATAR	GEAR_AVATAR	COMMON
UKULELE_GEAR_AVATAR	GEAR_AVATAR	COMMON
WINNIFREDS_SPELLBOOK_GEAR_AVATAR	GEAR_AVATAR	COMMON
JAR_OF_HUNNY_GEAR_AVATAR	GEAR_AVATAR	COMMON
MYSTERIOUS_JOURNAL_GEAR_AVATAR	GEAR_AVATAR	COMMON
GUMMIBEARY_JUICE_GEAR_AVATAR	GEAR_AVATAR	COMMON
CLOSE_SHAVE_GEAR_AVATAR	GEAR_AVATAR	COMMON
TRON_BIT_GEAR_AVATAR	GEAR_AVATAR	COMMON
BADGE_OF_TRUE_LOVE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PIXIE_DUST_GEAR_AVATAR	GEAR_AVATAR	COMMON
LOOT_OF_A_THOUSAND_WORLDS_GEAR_AVATAR	GEAR_AVATAR	COMMON
DUCKY_MOMO_GEAR_AVATAR	GEAR_AVATAR	COMMON
LOVE_BIRDS_GEAR_AVATAR	GEAR_AVATAR	COMMON
CROWN_OF_THE_WILD_FRONTIER_GEAR_AVATAR	GEAR_AVATAR	COMMON
HANDSOME_PRINCE_GEAR_AVATAR	GEAR_AVATAR	COMMON
VITAL_INFORMATION_GEAR_AVATAR	GEAR_AVATAR	COMMON
SALLYS_SPICES_GEAR_AVATAR	GEAR_AVATAR	COMMON
PC_FLYERS_GEAR_AVATAR	GEAR_AVATAR	COMMON
DOGS_BREAKFAST_GEAR_AVATAR	GEAR_AVATAR	COMMON
LIQUID_BREAKFAST_GEAR_AVATAR	GEAR_AVATAR	COMMON
SWEET_TOOTH_GEAR_AVATAR	GEAR_AVATAR	COMMON
EMBLEM_OF_BRAVERY_GEAR_AVATAR	GEAR_AVATAR	COMMON
THE_MAGIC_BRUSH_GEAR_AVATAR	GEAR_AVATAR	COMMON
SNARFFBLATT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PIED_SANDPIPER_GEAR_AVATAR	GEAR_AVATAR	COMMON
BOAT_SNACK_GEAR_AVATAR	GEAR_AVATAR	COMMON
CROQUET_BALL_GEAR_AVATAR	GEAR_AVATAR	COMMON
CRYSTAL_BELLE_GEAR_AVATAR	GEAR_AVATAR	COMMON
REALLY_GOOD_BALL_GEAR_AVATAR	GEAR_AVATAR	COMMON
TOKEN_OF_RADITUDE_GEAR_AVATAR	GEAR_AVATAR	COMMON
MERLINS_BAG_GEAR_AVATAR	GEAR_AVATAR	COMMON
I_FIGHT_FOR_THE_USERS_GEAR_AVATAR	GEAR_AVATAR	COMMON
CROWN_OF_NY_GEAR_AVATAR	GEAR_AVATAR	COMMON
PIRATE_HIDEOUT_GEAR_AVATAR	GEAR_AVATAR	COMMON
PEPPER_SHAKER_GEAR_AVATAR	GEAR_AVATAR	COMMON
KING_OF_BALD_MOUNTAIN_GEAR_AVATAR	GEAR_AVATAR	COMMON
WHALE_OF_A_TALE_GEAR_AVATAR	GEAR_AVATAR	COMMON
DIABLO_PIEDRA_GEAR_AVATAR	GEAR_AVATAR	COMMON
TRICK_OR_TREAT_GEAR_AVATAR	GEAR_AVATAR	COMMON
MATHEMATICALLY_DELICIOUS_GEAR_AVATAR	GEAR_AVATAR	COMMON
DRUM_LINE_GEAR_AVATAR	GEAR_AVATAR	COMMON
CIRCLE_OF_LIFE_GEAR_AVATAR	GEAR_AVATAR	COMMON
BADGE_OF_LEVITATION_GEAR_AVATAR	GEAR_AVATAR	COMMON
ITS_ROBOT_TIME_GEAR_AVATAR	GEAR_AVATAR	COMMON
TOUGH_PETAL_GEAR_AVATAR	GEAR_AVATAR	COMMON
BADGE_OF_TOMORROW_GEAR_AVATAR	GEAR_AVATAR	COMMON
FLIGHT_OF_FANCY_GEAR_AVATAR	GEAR_AVATAR	COMMON
TRUST_IN_ME_GEAR_AVATAR	GEAR_AVATAR	COMMON
CUSTOMER_OF_THE_YEAR_GEAR_AVATAR	GEAR_AVATAR	COMMON
BLANK_CHECK_GEAR_AVATAR	GEAR_AVATAR	COMMON
DINGLEHOPPER_GEAR_AVATAR	GEAR_AVATAR	COMMON
NACO_GEAR_AVATAR	GEAR_AVATAR	COMMON
LUCKY_EGG_GEAR_AVATAR	GEAR_AVATAR	COMMON
PAY_THROUGH_THE_TEETH_GEAR_AVATAR	GEAR_AVATAR	COMMON
GONNA_GET_A_LITTLE_WEIRD_GEAR_AVATAR	GEAR_AVATAR	COMMON
LOVE_POTION_GEAR_AVATAR	GEAR_AVATAR	COMMON
MAGICA_SHADOW_GEAR_AVATAR	GEAR_AVATAR	COMMON
THUMBSUCKERS_CROWN_GEAR_AVATAR	GEAR_AVATAR	COMMON
COLOR_WHEEL_GEAR_AVATAR	GEAR_AVATAR	COMMON
PENTHOUSE_CASTLE_GEAR_AVATAR	GEAR_AVATAR	COMMON
TIN_TOY_GEAR_AVATAR	GEAR_AVATAR	COMMON
SKELETON_DANCE_GEAR_AVATAR	GEAR_AVATAR	COMMON
BADGE_OF_SWEETNESS_GEAR_AVATAR	GEAR_AVATAR	COMMON
BADGE_OF_ACCOMPLISHMENT_GEAR_AVATAR	GEAR_AVATAR	COMMON
HAPPY_THOUGHTS_GEAR_AVATAR	GEAR_AVATAR	COMMON
FANTASOUND_GEAR_AVATAR	GEAR_AVATAR	COMMON
ILL_WISHING_WELL_GEAR_AVATAR	GEAR_AVATAR	COMMON
MOUSERCIZE_GEAR_AVATAR	GEAR_AVATAR	COMMON
SHEPHERDS_JOURNAL_GEAR_AVATAR	GEAR_AVATAR	COMMON
ON_A_ROLL_GEAR_AVATAR	GEAR_AVATAR	COMMON
WEIRD_WEBSITE_GEAR_AVATAR	GEAR_AVATAR	COMMON
HEROES_NIGHT_OUT_GEAR_AVATAR	GEAR_AVATAR	COMMON
KAWAII_EXE_GEAR_AVATAR	GEAR_AVATAR	COMMON
POOH_STICKS_GEAR_AVATAR	GEAR_AVATAR	COMMON
STAR_CASE_GEAR_AVATAR	GEAR_AVATAR	COMMON
WILD_RIDE_GEAR_AVATAR	GEAR_AVATAR	COMMON
TRUE_LAVA_GEAR_AVATAR	GEAR_AVATAR	COMMON
POWER_UP_GEAR_AVATAR	GEAR_AVATAR	COMMON
BECAUSE_WE_CARE_GEAR_AVATAR	GEAR_AVATAR	COMMON
BREAKFAST_PORRIDGE_GEAR_AVATAR	GEAR_AVATAR	COMMON
GOLDEN_SUN_GEAR_AVATAR	GEAR_AVATAR	COMMON
MARVELOUS_TOY_GEAR_AVATAR	GEAR_AVATAR	COMMON
MORNING_FUEL_GEAR_AVATAR	GEAR_AVATAR	COMMON
PAPEL_PICADO_GEAR_AVATAR	GEAR_AVATAR	COMMON
PERKIS_POWER_GEAR_AVATAR	GEAR_AVATAR	COMMON
SUIT_UP_GEAR_AVATAR	GEAR_AVATAR	COMMON
TIMELESS_CLASSIC_GEAR_AVATAR	GEAR_AVATAR	COMMON
TINY_TERRARIUM_GEAR_AVATAR	GEAR_AVATAR	COMMON
SAN_FRANSOKYO_SEWER_GEAR_AVATAR	GEAR_AVATAR	COMMON
NEST_EGG_GEAR_AVATAR	GEAR_AVATAR	COMMON
RETURN_TO_THE_FOLD_GEAR_AVATAR	GEAR_AVATAR	COMMON
SIDS_TOY_GEAR_AVATAR	GEAR_AVATAR	COMMON
SUPER_FAN_GEAR_AVATAR	GEAR_AVATAR	COMMON
AUTO_GEAR_AVATAR	GEAR_AVATAR	COMMON
BLUE_UMBRELLA_GEAR_AVATAR	GEAR_AVATAR	COMMON
MAGIC_MIRROR_GEAR_AVATAR	GEAR_AVATAR	COMMON
DRIVING_WITH_STYLE_GEAR_AVATAR	GEAR_AVATAR	COMMON
UNLEADOSAURUS_GEAR_AVATAR	GEAR_AVATAR	COMMON
NOPE_GEAR_AVATAR	GEAR_AVATAR	COMMON
LEAGUE_CHEW_TOY_GEAR_AVATAR	GEAR_AVATAR	COMMON
IRRESISTIBLY_SHINY_GEAR_AVATAR	GEAR_AVATAR	COMMON
SPRINGTIME_FLOWERS_GEAR_AVATAR	GEAR_AVATAR	COMMON
IN_THE_DOGHOUSE_GEAR_AVATAR	GEAR_AVATAR	COMMON
SPINACH_PUFFS_GEAR_AVATAR	GEAR_AVATAR	COMMON
CHEESE_WHEEL_GEAR_AVATAR	GEAR_AVATAR	COMMON
COMMANDERS_CREST_GEAR_AVATAR	GEAR_AVATAR	COMMON
ANGRY_EYES_GEAR_AVATAR	GEAR_AVATAR	COMMON
GOLDEN_HARP_GEAR_AVATAR	GEAR_AVATAR	COMMON
LOCKED_DOOR_GEAR_AVATAR	GEAR_AVATAR	COMMON
RED_UMBRELLA_GEAR_AVATAR	GEAR_AVATAR	COMMON
TEDDY_BEAR_GEAR_AVATAR	GEAR_AVATAR	COMMON
FOUR_POSTER_BED_GEAR_AVATAR	GEAR_AVATAR	COMMON
WIND_UP_MOUSE_GEAR_AVATAR	GEAR_AVATAR	COMMON
GEORGETTES_BOWL_GEAR_AVATAR	GEAR_AVATAR	COMMON
SAFARI_HAT_GEAR_AVATAR	GEAR_AVATAR	COMMON
DINOSAUR_EGG_GEAR_AVATAR	GEAR_AVATAR	COMMON
MAGICAL_BREAKFAST_GEAR_AVATAR	GEAR_AVATAR	COMMON
PIT_STOP_GEAR_AVATAR	GEAR_AVATAR	COMMON
VICTORIOUS_URN_GEAR_AVATAR	GEAR_AVATAR	COMMON
SKY_PIRATES_GEAR_AVATAR	GEAR_AVATAR	COMMON
SWEETER_TOOTH_GEAR_AVATAR	GEAR_AVATAR	COMMON
BADGE_OF_TRAVELING_GEAR_AVATAR	GEAR_AVATAR	COMMON
BIRDS_OF_A_FEATHER_GEAR_AVATAR	GEAR_AVATAR	COMMON
GARDEN_SONG_GEAR_AVATAR	GEAR_AVATAR	COMMON
BREAD_AND_BUTTERFLIES_GEAR_AVATAR	GEAR_AVATAR	COMMON
TICK_TOCK_GEAR_AVATAR	GEAR_AVATAR	COMMON
CAKE_OF_GOOD_INTENTIONS_GEAR_AVATAR	GEAR_AVATAR	COMMON
GOOSE_CROSSING_GEAR_AVATAR	GEAR_AVATAR	COMMON
RED_BALLOON_GEAR_AVATAR	GEAR_AVATAR	COMMON
TRIPLEDENT_GUN_GEAR_AVATAR	GEAR_AVATAR	COMMON
BABY_BRIBE_GEAR_AVATAR	GEAR_AVATAR	COMMON
TEMPTING_SWITCH_GEAR_AVATAR	GEAR_AVATAR	COMMON
HAPPY_PANCAKE_GEAR_AVATAR	GEAR_AVATAR	COMMON
HAPPY_MILKSHAKE_GEAR_AVATAR	GEAR_AVATAR	COMMON
UNICORN_DREAMS_GEAR_AVATAR	GEAR_AVATAR	COMMON
BOB_GEAR_AVATAR	GEAR_AVATAR	COMMON
LUCKY_CRICKET_GEAR_AVATAR	GEAR_AVATAR	COMMON
CONFUZZLE_BALLOON_GEAR_AVATAR	GEAR_AVATAR	COMMON
ROYAL_DIARY_GEAR_AVATAR	GEAR_AVATAR	COMMON
ROCKET_POP_GEAR_AVATAR	GEAR_AVATAR	COMMON
MR_CARROT_GEAR_AVATAR	GEAR_AVATAR	COMMON
DRAGON_SWING_GEAR_AVATAR	GEAR_AVATAR	COMMON
DARING_DISGUISE_GEAR_AVATAR	GEAR_AVATAR	COMMON
FRIENDLY_SURVIVOR_GEAR_AVATAR	GEAR_AVATAR	COMMON
HYPNOTIC_MELODY_GEAR_AVATAR	GEAR_AVATAR	COMMON
ANIMAL_AURORA_GEAR_AVATAR	GEAR_AVATAR	COMMON
BADGE_OF_SORROW_GEAR_AVATAR	GEAR_AVATAR	COMMON
LOST_PETS_GEAR_AVATAR	GEAR_AVATAR	COMMON
ANDYS_GAME_GEAR_AVATAR	GEAR_AVATAR	COMMON
THE_GREY_STUFF_GEAR_AVATAR	GEAR_AVATAR	COMMON
HOUSE_OF_CARDS_GEAR_AVATAR	GEAR_AVATAR	COMMON
EXPLORE_GEAR_AVATAR	GEAR_AVATAR	COMMON
ACTION_FIGURE_GEAR_AVATAR	GEAR_AVATAR	COMMON
ENTHUSIASTIC_DISHWARE_GEAR_AVATAR	GEAR_AVATAR	COMMON
BULLIES_ARE_GROSS_GEAR_AVATAR	GEAR_AVATAR	COMMON
SEADUCK_GEAR_AVATAR	GEAR_AVATAR	COMMON
BAYOU_BOOGIE_GEAR_AVATAR	GEAR_AVATAR	COMMON
DIMENSIONAL_SCISSORS_GEAR_AVATAR	GEAR_AVATAR	COMMON
UNBEWEAVEABLE_RETURNS_GEAR_AVATAR	GEAR_AVATAR	COMMON
BADGE_OF_DELIGHT_GEAR_AVATAR	GEAR_AVATAR	COMMON
MICKEY_PRETZEL_GEAR_AVATAR	GEAR_AVATAR	COMMON
PRACTICE_SLED_GEAR_AVATAR	GEAR_AVATAR	COMMON
HOLD_THE_LINE_GEAR_AVATAR	GEAR_AVATAR	COMMON
TSUMDERE_GEAR_AVATAR	GEAR_AVATAR	COMMON
SUPER_TEAM_ASSEMBLE_GEAR_AVATAR	GEAR_AVATAR	COMMON
REFRESHING_FRUIT_GEAR_AVATAR	GEAR_AVATAR	COMMON
SUN_CROWN_GEAR_AVATAR	GEAR_AVATAR	COMMON
CHOCOLATE_BAR_GEAR_AVATAR	GEAR_AVATAR	COMMON
BROKEN_NECKLACE_GEAR_AVATAR	GEAR_AVATAR	COMMON
POM_POM_SHOES_GEAR_AVATAR	GEAR_AVATAR	COMMON
BADGE_OF_DISGUISE_GEAR_AVATAR	GEAR_AVATAR	COMMON
HERCULADE_GEAR_AVATAR	GEAR_AVATAR	COMMON
BEIGNETS_GEAR_AVATAR	GEAR_AVATAR	COMMON
TIGHT_SQUEEZE_GEAR_AVATAR	GEAR_AVATAR	COMMON
ROMANTIC_BOAT_RIDE_GEAR_AVATAR	GEAR_AVATAR	COMMON
LOST_AND_FOUND_GEAR_AVATAR	GEAR_AVATAR	COMMON
NEW_CAR_SMELL_GEAR_AVATAR	GEAR_AVATAR	COMMON
BADGE_OF_INTIMIDATION_GEAR_AVATAR	GEAR_AVATAR	COMMON
MAN_IN_THE_MOON_GEAR_AVATAR	GEAR_AVATAR	COMMON
SPINNING_WHEEL_GEAR_AVATAR	GEAR_AVATAR	COMMON
POLKA_DOTS_GEAR_AVATAR	GEAR_AVATAR	COMMON
ESCAPAY_GEAR_AVATAR	GEAR_AVATAR	COMMON
GUMMI_MEDALION_GEAR_AVATAR	GEAR_AVATAR	COMMON
BLACK_FLAME_CANDLE_GEAR_AVATAR	GEAR_AVATAR	COMMON
INFINITY_SIDED_DIE_GEAR_AVATAR	GEAR_AVATAR	COMMON
LOCKED_AWAY_MEMORIES_GEAR_AVATAR	GEAR_AVATAR	COMMON
SELINES_ORB_GEAR_AVATAR	GEAR_AVATAR	COMMON
ANOTHER_BADGE_OF_FRIENDSHIP_GEAR_AVATAR	GEAR_AVATAR	COMMON
PRESTO_GEAR_AVATAR	GEAR_AVATAR	COMMON
CHRISTMAS_TREE_GEAR_AVATAR	GEAR_AVATAR	COMMON
CUDDLE_PARTY_GEAR_AVATAR	GEAR_AVATAR	COMMON
GRAND_FINALE_GEAR_AVATAR	GEAR_AVATAR	COMMON
ABSTRACT_THOUGHT_GEAR_AVATAR	GEAR_AVATAR	COMMON
NO_LLAMAS_GEAR_AVATAR	GEAR_AVATAR	COMMON
TOUR_BUS_GEAR_AVATAR	GEAR_AVATAR	COMMON
IM_LATE_GEAR_AVATAR	GEAR_AVATAR	COMMON
CURIOUS_MAZE_GEAR_AVATAR	GEAR_AVATAR	COMMON
BATH_TIME_GEAR_AVATAR	GEAR_AVATAR	COMMON
DOGGONE_DEADLINES_GEAR_AVATAR	GEAR_AVATAR	COMMON
SMALL_FRY_GEAR_AVATAR	GEAR_AVATAR	COMMON
WAMPY_GEAR_AVATAR	GEAR_AVATAR	COMMON
MODEL_CITY_GEAR_AVATAR	GEAR_AVATAR	COMMON
MORE_TAMALES_GEAR_AVATAR	GEAR_AVATAR	COMMON
CLOUD_KICKER_GEAR_AVATAR	GEAR_AVATAR	COMMON
GROTTO_GIFT_GEAR_AVATAR	GEAR_AVATAR	COMMON
SAIL_THE_STARS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PEAS_IN_A_POD_GEAR_AVATAR	GEAR_AVATAR	COMMON
FLUTTERBY_GEAR_AVATAR	GEAR_AVATAR	COMMON
PRINCELY_FORTUNE_GEAR_AVATAR	GEAR_AVATAR	COMMON
LOWEST_PRICES_IN_TOWN_GEAR_AVATAR	GEAR_AVATAR	COMMON
MEGA_DORIS_GEAR_AVATAR	GEAR_AVATAR	COMMON
CAMPING_SITCH_GEAR_AVATAR	GEAR_AVATAR	COMMON
FEARAMID_GEAR_AVATAR	GEAR_AVATAR	COMMON
PLUCKED_PELICAN_GEAR_AVATAR	GEAR_AVATAR	COMMON
PISTON_CUP_GEAR_AVATAR	GEAR_AVATAR	COMMON
THE_PACIFIER_GEAR_AVATAR	GEAR_AVATAR	COMMON
GREAT_STAR_GEAR_AVATAR	GEAR_AVATAR	COMMON
MISSION_FORCE_ONE_GEAR_AVATAR	GEAR_AVATAR	COMMON
WEATHER_THE_STORM_GEAR_AVATAR	GEAR_AVATAR	COMMON
SHEER_PERFECTION_GEAR_AVATAR	GEAR_AVATAR	COMMON
DISNEY_ON_ICE_GEAR_AVATAR	GEAR_AVATAR	COMMON
HISSY_FIT_GEAR_AVATAR	GEAR_AVATAR	COMMON
FORGOTTEN_SPELLBOOK_GEAR_AVATAR	GEAR_AVATAR	COMMON
CRYSTAL_PURE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PHOENIX_GATE_GEAR_AVATAR	GEAR_AVATAR	COMMON
SHEARED_GEAR_AVATAR	GEAR_AVATAR	COMMON
FLY_AWAY_HOME_GEAR_AVATAR	GEAR_AVATAR	COMMON
CLASSIC_CAR_GEAR_AVATAR	GEAR_AVATAR	COMMON
JUNIOR_WOODCHUCK_GEAR_AVATAR	GEAR_AVATAR	COMMON
FACETED_GEAR_AVATAR	GEAR_AVATAR	COMMON
HUNDRED_ACRE_MAP_GEAR_AVATAR	GEAR_AVATAR	COMMON
MONSTER_MAIL_GEAR_AVATAR	GEAR_AVATAR	COMMON
FOREST_SPIRIT_GEAR_AVATAR	GEAR_AVATAR	COMMON
WATCH_FOR_SPIT_GEAR_AVATAR	GEAR_AVATAR	COMMON
RING_OF_FIRE_GEAR_AVATAR	GEAR_AVATAR	COMMON
BADGE_OF_AGILITY_GEAR_AVATAR	GEAR_AVATAR	COMMON
SQUISHY_GEAR_AVATAR	GEAR_AVATAR	COMMON
WATER_MUSIC_GEAR_AVATAR	GEAR_AVATAR	COMMON
INNER_BEAUTY_GEAR_AVATAR	GEAR_AVATAR	COMMON
SNAKE_BALLOON_GEAR_AVATAR	GEAR_AVATAR	COMMON
CLEAN_SWEAP_GEAR_AVATAR	GEAR_AVATAR	COMMON
PROGRAM_SCANNER_GEAR_AVATAR	GEAR_AVATAR	COMMON
CALL_THE_SUPER_GEAR_AVATAR	GEAR_AVATAR	COMMON
SMART_HOUSE_GEAR_AVATAR	GEAR_AVATAR	COMMON
HORSE_WITH_TWO_REAR_ENDS_GEAR_AVATAR	GEAR_AVATAR	COMMON
LOST_NANNY_GEAR_AVATAR	GEAR_AVATAR	COMMON
SPOONFUL_OF_SUGAR_GEAR_AVATAR	GEAR_AVATAR	COMMON
ROYAL_DOULTON_BOWL_GEAR_AVATAR	GEAR_AVATAR	COMMON
MYSTICAL_MONKEY_POWER_GEAR_AVATAR	GEAR_AVATAR	COMMON
SORORITY_SISTERS_GEAR_AVATAR	GEAR_AVATAR	COMMON
DOGS_IN_DISGUISE_GEAR_AVATAR	GEAR_AVATAR	COMMON
WADDLES_GEAR_AVATAR	GEAR_AVATAR	COMMON
SUNKEN_SHIP_GEAR_AVATAR	GEAR_AVATAR	COMMON
SMOOTH_JAZZ_GEAR_AVATAR	GEAR_AVATAR	COMMON
DAYDREAM_HUNTER_GEAR_AVATAR	GEAR_AVATAR	COMMON
THINGS_FALL_APART_GEAR_AVATAR	GEAR_AVATAR	COMMON
LITTLE_HELPER_GEAR_AVATAR	GEAR_AVATAR	COMMON
SEWER_SHARK_GEAR_AVATAR	GEAR_AVATAR	COMMON
FIXER_UPPER_GEAR_AVATAR	GEAR_AVATAR	COMMON
MOVEABLE_COAT_RACK_GEAR_AVATAR	GEAR_AVATAR	COMMON
PEA_SOUP_GEAR_AVATAR	GEAR_AVATAR	COMMON
CAT_FAMILY_PORTRAIT_GEAR_AVATAR	GEAR_AVATAR	COMMON
MICKEY_WAFFLES_GEAR_AVATAR	GEAR_AVATAR	COMMON
CAT_IN_A_BOX_GEAR_AVATAR	GEAR_AVATAR	COMMON
ANGRY_CHIPMUNKS_GEAR_AVATAR	GEAR_AVATAR	COMMON
PRETEND_PRINCE_GEAR_AVATAR	GEAR_AVATAR	COMMON
BOTTOMLESS_BAG_GEAR_AVATAR	GEAR_AVATAR	COMMON
AZTEC_SKULL_GEAR_AVATAR	GEAR_AVATAR	COMMON
INTERDIMENSIONAL_DOOR_GEAR_AVATAR	GEAR_AVATAR	COMMON
ADVENTURE_JAMIE_GEAR_AVATAR	GEAR_AVATAR	COMMON
OREILLY_LUCKY_COIN_GEAR_AVATAR	GEAR_AVATAR	COMMON
OLD_SCALIWAG_GEAR_AVATAR	GEAR_AVATAR	COMMON
WIND_CAN_DO_IT_GEAR_AVATAR	GEAR_AVATAR	COMMON
MELODYS_NECKLACE_GEAR_AVATAR	GEAR_AVATAR	COMMON
TRUSTY_BIKE_GEAR_AVATAR	GEAR_AVATAR	COMMON
DONT_BAT_AN_EYE_GEAR_AVATAR	GEAR_AVATAR	COMMON
BAO_GEAR_AVATAR	GEAR_AVATAR	COMMON
CAT_ON_A_LAPTOP_GEAR_AVATAR	GEAR_AVATAR	COMMON
GRUESOME_GRAVE_GEAR_AVATAR	GEAR_AVATAR	COMMON
ESCAPE_GEAR_AVATAR	GEAR_AVATAR	COMMON
PIXY_PARADE_GEAR_AVATAR	GEAR_AVATAR	COMMON
BABY_PROOF_GEAR_AVATAR	GEAR_AVATAR	COMMON
ARLOS_ROCK_GEAR_AVATAR	GEAR_AVATAR	COMMON
PERCYS_BATH_TIME_GEAR_AVATAR	GEAR_AVATAR	COMMON
ARLOS_BERRIES_GEAR_AVATAR	GEAR_AVATAR	COMMON
JANES_SKETCH_GEAR_AVATAR	GEAR_AVATAR	COMMON
FISH_IN_A_BOWL_GEAR_AVATAR	GEAR_AVATAR	COMMON
