	POINTS_REQ	HP_BONUS	ARMOR_BONUS	REALITY_BONUS	BASIC_ATTACK_BONUS	SKILL_POWER	IMPROVED_HEALING	ENERGY_GAIN	ATTACK_SPEED
748	1865500	1.75	1.75	1.745	1.745	1.745	1.3	1.3	1.15
749	1868000	1.75	1.75	1.75	1.745	1.745	1.3	1.3	1.15
750	1870500	1.75	1.75	1.75	1.75	1.745	1.3	1.3	1.15
751	1873000	1.75	1.75	1.75	1.75	1.75	1.3	1.3	1.15
752	1875500	1.755	1.75	1.75	1.75	1.75	1.3	1.3	1.15
753	1878000	1.755	1.755	1.75	1.75	1.75	1.3	1.3	1.15
754	1880500	1.755	1.755	1.755	1.75	1.75	1.3	1.3	1.15
755	1883000	1.755	1.755	1.755	1.755	1.75	1.3	1.3	1.15
756	1885500	1.755	1.755	1.755	1.755	1.755	1.3	1.3	1.15
757	1888000	1.76	1.755	1.755	1.755	1.755	1.3	1.3	1.15
758	1890500	1.76	1.76	1.755	1.755	1.755	1.3	1.3	1.15
759	1893000	1.76	1.76	1.76	1.755	1.755	1.3	1.3	1.15
760	1895500	1.76	1.76	1.76	1.76	1.755	1.3	1.3	1.15
761	1898000	1.76	1.76	1.76	1.76	1.76	1.3	1.3	1.15
762	1900500	1.765	1.76	1.76	1.76	1.76	1.3	1.3	1.15
763	1903000	1.765	1.765	1.76	1.76	1.76	1.3	1.3	1.15
764	1905500	1.765	1.765	1.765	1.76	1.76	1.3	1.3	1.15
765	1908000	1.765	1.765	1.765	1.765	1.76	1.3	1.3	1.15
766	1910500	1.765	1.765	1.765	1.765	1.765	1.3	1.3	1.15
767	1913000	1.77	1.765	1.765	1.765	1.765	1.3	1.3	1.15
768	1915500	1.77	1.77	1.765	1.765	1.765	1.3	1.3	1.15
769	1918000	1.77	1.77	1.77	1.765	1.765	1.3	1.3	1.15
770	1920500	1.77	1.77	1.77	1.77	1.765	1.3	1.3	1.15
771	1923000	1.77	1.77	1.77	1.77	1.77	1.3	1.3	1.15
772	1925500	1.775	1.77	1.77	1.77	1.77	1.3	1.3	1.15
773	1928000	1.775	1.775	1.77	1.77	1.77	1.3	1.3	1.15
774	1930500	1.775	1.775	1.775	1.77	1.77	1.3	1.3	1.15
775	1933000	1.775	1.775	1.775	1.775	1.77	1.3	1.3	1.15
776	1935500	1.775	1.775	1.775	1.775	1.775	1.3	1.3	1.15
777	1938000	1.78	1.775	1.775	1.775	1.775	1.3	1.3	1.15
778	1940500	1.78	1.78	1.775	1.775	1.775	1.3	1.3	1.15
779	1943000	1.78	1.78	1.78	1.775	1.775	1.3	1.3	1.15
780	1945500	1.78	1.78	1.78	1.78	1.775	1.3	1.3	1.15
781	1948000	1.78	1.78	1.78	1.78	1.78	1.3	1.3	1.15
782	1950500	1.785	1.78	1.78	1.78	1.78	1.3	1.3	1.15
783	1953000	1.785	1.785	1.78	1.78	1.78	1.3	1.3	1.15
784	1955500	1.785	1.785	1.785	1.78	1.78	1.3	1.3	1.15
785	1958000	1.785	1.785	1.785	1.785	1.78	1.3	1.3	1.15
786	1960500	1.785	1.785	1.785	1.785	1.785	1.3	1.3	1.15
787	1963000	1.79	1.785	1.785	1.785	1.785	1.3	1.3	1.15
788	1965500	1.79	1.79	1.785	1.785	1.785	1.3	1.3	1.15
789	1968000	1.79	1.79	1.79	1.785	1.785	1.3	1.3	1.15
790	1970500	1.79	1.79	1.79	1.79	1.785	1.3	1.3	1.15
791	1973000	1.79	1.79	1.79	1.79	1.79	1.3	1.3	1.15
792	1975500	1.795	1.79	1.79	1.79	1.79	1.3	1.3	1.15
793	1978000	1.795	1.795	1.79	1.79	1.79	1.3	1.3	1.15
794	1980500	1.795	1.795	1.795	1.79	1.79	1.3	1.3	1.15
795	1983000	1.795	1.795	1.795	1.795	1.79	1.3	1.3	1.15
796	1985500	1.795	1.795	1.795	1.795	1.795	1.3	1.3	1.15
797	1988000	1.8	1.795	1.795	1.795	1.795	1.3	1.3	1.15
798	1990500	1.8	1.8	1.795	1.795	1.795	1.3	1.3	1.15
799	1993000	1.8	1.8	1.8	1.795	1.795	1.3	1.3	1.15
800	1995500	1.8	1.8	1.8	1.8	1.795	1.3	1.3	1.15
801	1998000	1.8	1.8	1.8	1.8	1.8	1.3	1.3	1.15
802	2000500	1.805	1.8	1.8	1.8	1.8	1.3	1.3	1.15
803	2003000	1.805	1.805	1.8	1.8	1.8	1.3	1.3	1.15
804	2005500	1.805	1.805	1.805	1.8	1.8	1.3	1.3	1.15
805	2008000	1.805	1.805	1.805	1.805	1.8	1.3	1.3	1.15
806	2010500	1.805	1.805	1.805	1.805	1.805	1.3	1.3	1.15
807	2013000	1.81	1.805	1.805	1.805	1.805	1.3	1.3	1.15
808	2015500	1.81	1.81	1.805	1.805	1.805	1.3	1.3	1.15
809	2018000	1.81	1.81	1.81	1.805	1.805	1.3	1.3	1.15
810	2020500	1.81	1.81	1.81	1.81	1.805	1.3	1.3	1.15
811	2023000	1.81	1.81	1.81	1.81	1.81	1.3	1.3	1.15
812	2025500	1.815	1.81	1.81	1.81	1.81	1.3	1.3	1.15
813	2028000	1.815	1.815	1.81	1.81	1.81	1.3	1.3	1.15
814	2030500	1.815	1.815	1.815	1.81	1.81	1.3	1.3	1.15
815	2033000	1.815	1.815	1.815	1.815	1.81	1.3	1.3	1.15
816	2035500	1.815	1.815	1.815	1.815	1.815	1.3	1.3	1.15
817	2038000	1.82	1.815	1.815	1.815	1.815	1.3	1.3	1.15
818	2040500	1.82	1.82	1.815	1.815	1.815	1.3	1.3	1.15
819	2043000	1.82	1.82	1.82	1.815	1.815	1.3	1.3	1.15
820	2045500	1.82	1.82	1.82	1.82	1.815	1.3	1.3	1.15
821	2048000	1.82	1.82	1.82	1.82	1.82	1.3	1.3	1.15
822	2050500	1.825	1.82	1.82	1.82	1.82	1.3	1.3	1.15
823	2053000	1.825	1.825	1.82	1.82	1.82	1.3	1.3	1.15
824	2055500	1.825	1.825	1.825	1.82	1.82	1.3	1.3	1.15
825	2058000	1.825	1.825	1.825	1.825	1.82	1.3	1.3	1.15
826	2060500	1.825	1.825	1.825	1.825	1.825	1.3	1.3	1.15
827	2063000	1.83	1.825	1.825	1.825	1.825	1.3	1.3	1.15
828	2065500	1.83	1.83	1.825	1.825	1.825	1.3	1.3	1.15
829	2068000	1.83	1.83	1.83	1.825	1.825	1.3	1.3	1.15
830	2070500	1.83	1.83	1.83	1.83	1.825	1.3	1.3	1.15
831	2073000	1.83	1.83	1.83	1.83	1.83	1.3	1.3	1.15
832	2075500	1.835	1.83	1.83	1.83	1.83	1.3	1.3	1.15
833	2078000	1.835	1.835	1.83	1.83	1.83	1.3	1.3	1.15
834	2080500	1.835	1.835	1.835	1.83	1.83	1.3	1.3	1.15
835	2083000	1.835	1.835	1.835	1.835	1.83	1.3	1.3	1.15
836	2085500	1.835	1.835	1.835	1.835	1.835	1.3	1.3	1.15
837	2088000	1.84	1.835	1.835	1.835	1.835	1.3	1.3	1.15
838	2090500	1.84	1.84	1.835	1.835	1.835	1.3	1.3	1.15
839	2093000	1.84	1.84	1.84	1.835	1.835	1.3	1.3	1.15
840	2095500	1.84	1.84	1.84	1.84	1.835	1.3	1.3	1.15
841	2098000	1.84	1.84	1.84	1.84	1.84	1.3	1.3	1.15
842	2100500	1.845	1.84	1.84	1.84	1.84	1.3	1.3	1.15
843	2103000	1.845	1.845	1.84	1.84	1.84	1.3	1.3	1.15
844	2105500	1.845	1.845	1.845	1.84	1.84	1.3	1.3	1.15
845	2108000	1.845	1.845	1.845	1.845	1.84	1.3	1.3	1.15
846	2110500	1.845	1.845	1.845	1.845	1.845	1.3	1.3	1.15
847	2113000	1.85	1.845	1.845	1.845	1.845	1.3	1.3	1.15
848	2115500	1.85	1.85	1.845	1.845	1.845	1.3	1.3	1.15
849	2118000	1.85	1.85	1.85	1.845	1.845	1.3	1.3	1.15
850	2120500	1.85	1.85	1.85	1.85	1.845	1.3	1.3	1.15
851	2123000	1.85	1.85	1.85	1.85	1.85	1.3	1.3	1.15
852	2125500	1.855	1.85	1.85	1.85	1.85	1.3	1.3	1.15
853	2128000	1.855	1.855	1.85	1.85	1.85	1.3	1.3	1.15
854	2130500	1.855	1.855	1.855	1.85	1.85	1.3	1.3	1.15
855	2133000	1.855	1.855	1.855	1.855	1.85	1.3	1.3	1.15
856	2135500	1.855	1.855	1.855	1.855	1.855	1.3	1.3	1.15
857	2138000	1.86	1.855	1.855	1.855	1.855	1.3	1.3	1.15
858	2140500	1.86	1.86	1.855	1.855	1.855	1.3	1.3	1.15
859	2143000	1.86	1.86	1.86	1.855	1.855	1.3	1.3	1.15
860	2145500	1.86	1.86	1.86	1.86	1.855	1.3	1.3	1.15
861	2148000	1.86	1.86	1.86	1.86	1.86	1.3	1.3	1.15
862	2150500	1.865	1.86	1.86	1.86	1.86	1.3	1.3	1.15
863	2153000	1.865	1.865	1.86	1.86	1.86	1.3	1.3	1.15
864	2155500	1.865	1.865	1.865	1.86	1.86	1.3	1.3	1.15
865	2158000	1.865	1.865	1.865	1.865	1.86	1.3	1.3	1.15
866	2160500	1.865	1.865	1.865	1.865	1.865	1.3	1.3	1.15
867	2163000	1.87	1.865	1.865	1.865	1.865	1.3	1.3	1.15
868	2165500	1.87	1.87	1.865	1.865	1.865	1.3	1.3	1.15
869	2168000	1.87	1.87	1.87	1.865	1.865	1.3	1.3	1.15
870	2170500	1.87	1.87	1.87	1.87	1.865	1.3	1.3	1.15
871	2173000	1.87	1.87	1.87	1.87	1.87	1.3	1.3	1.15
872	2175500	1.875	1.87	1.87	1.87	1.87	1.3	1.3	1.15
873	2178000	1.875	1.875	1.87	1.87	1.87	1.3	1.3	1.15
874	2180500	1.875	1.875	1.875	1.87	1.87	1.3	1.3	1.15
875	2183000	1.875	1.875	1.875	1.875	1.87	1.3	1.3	1.15
876	2185500	1.875	1.875	1.875	1.875	1.875	1.3	1.3	1.15
877	2188000	1.88	1.875	1.875	1.875	1.875	1.3	1.3	1.15
878	2190500	1.88	1.88	1.875	1.875	1.875	1.3	1.3	1.15
879	2193000	1.88	1.88	1.88	1.875	1.875	1.3	1.3	1.15
880	2195500	1.88	1.88	1.88	1.88	1.875	1.3	1.3	1.15
881	2198000	1.88	1.88	1.88	1.88	1.88	1.3	1.3	1.15
882	2200500	1.885	1.88	1.88	1.88	1.88	1.3	1.3	1.15
883	2203000	1.885	1.885	1.88	1.88	1.88	1.3	1.3	1.15
884	2205500	1.885	1.885	1.885	1.88	1.88	1.3	1.3	1.15
885	2208000	1.885	1.885	1.885	1.885	1.88	1.3	1.3	1.15
886	2210500	1.885	1.885	1.885	1.885	1.885	1.3	1.3	1.15
887	2213000	1.89	1.885	1.885	1.885	1.885	1.3	1.3	1.15
888	2215500	1.89	1.89	1.885	1.885	1.885	1.3	1.3	1.15
889	2218000	1.89	1.89	1.89	1.885	1.885	1.3	1.3	1.15
890	2220500	1.89	1.89	1.89	1.89	1.885	1.3	1.3	1.15
891	2223000	1.89	1.89	1.89	1.89	1.89	1.3	1.3	1.15
892	2225500	1.895	1.89	1.89	1.89	1.89	1.3	1.3	1.15
893	2228000	1.895	1.895	1.89	1.89	1.89	1.3	1.3	1.15
894	2230500	1.895	1.895	1.895	1.89	1.89	1.3	1.3	1.15
895	2233000	1.895	1.895	1.895	1.895	1.89	1.3	1.3	1.15
896	2235500	1.895	1.895	1.895	1.895	1.895	1.3	1.3	1.15
897	2238000	1.9	1.895	1.895	1.895	1.895	1.3	1.3	1.15
898	2240500	1.9	1.9	1.895	1.895	1.895	1.3	1.3	1.15
899	2243000	1.9	1.9	1.9	1.895	1.895	1.3	1.3	1.15
900	2245500	1.9	1.9	1.9	1.9	1.895	1.3	1.3	1.15
901	2248000	1.9	1.9	1.9	1.9	1.9	1.3	1.3	1.15
902	2250500	1.905	1.9	1.9	1.9	1.9	1.3	1.3	1.15
903	2253000	1.905	1.905	1.9	1.9	1.9	1.3	1.3	1.15
904	2255500	1.905	1.905	1.905	1.9	1.9	1.3	1.3	1.15
905	2258000	1.905	1.905	1.905	1.905	1.9	1.3	1.3	1.15
906	2260500	1.905	1.905	1.905	1.905	1.905	1.3	1.3	1.15
907	2263000	1.91	1.905	1.905	1.905	1.905	1.3	1.3	1.15
908	2265500	1.91	1.91	1.905	1.905	1.905	1.3	1.3	1.15
909	2268000	1.91	1.91	1.91	1.905	1.905	1.3	1.3	1.15
910	2270500	1.91	1.91	1.91	1.91	1.905	1.3	1.3	1.15
911	2273000	1.91	1.91	1.91	1.91	1.91	1.3	1.3	1.15
912	2275500	1.915	1.91	1.91	1.91	1.91	1.3	1.3	1.15
913	2278000	1.915	1.915	1.91	1.91	1.91	1.3	1.3	1.15
914	2280500	1.915	1.915	1.915	1.91	1.91	1.3	1.3	1.15
915	2283000	1.915	1.915	1.915	1.915	1.91	1.3	1.3	1.15
916	2285500	1.915	1.915	1.915	1.915	1.915	1.3	1.3	1.15
917	2288000	1.92	1.915	1.915	1.915	1.915	1.3	1.3	1.15
918	2290500	1.92	1.92	1.915	1.915	1.915	1.3	1.3	1.15
919	2293000	1.92	1.92	1.92	1.915	1.915	1.3	1.3	1.15
920	2295500	1.92	1.92	1.92	1.92	1.915	1.3	1.3	1.15
921	2298000	1.92	1.92	1.92	1.92	1.92	1.3	1.3	1.15
922	2300500	1.925	1.92	1.92	1.92	1.92	1.3	1.3	1.15
923	2303000	1.925	1.925	1.92	1.92	1.92	1.3	1.3	1.15
924	2305500	1.925	1.925	1.925	1.92	1.92	1.3	1.3	1.15
925	2308000	1.925	1.925	1.925	1.925	1.92	1.3	1.3	1.15
926	2310500	1.925	1.925	1.925	1.925	1.925	1.3	1.3	1.15
927	2313000	1.93	1.925	1.925	1.925	1.925	1.3	1.3	1.15
928	2315500	1.93	1.93	1.925	1.925	1.925	1.3	1.3	1.15
929	2318000	1.93	1.93	1.93	1.925	1.925	1.3	1.3	1.15
930	2320500	1.93	1.93	1.93	1.93	1.925	1.3	1.3	1.15
931	2323000	1.93	1.93	1.93	1.93	1.93	1.3	1.3	1.15
932	2325500	1.935	1.93	1.93	1.93	1.93	1.3	1.3	1.15
933	2328000	1.935	1.935	1.93	1.93	1.93	1.3	1.3	1.15
934	2330500	1.935	1.935	1.935	1.93	1.93	1.3	1.3	1.15
935	2333000	1.935	1.935	1.935	1.935	1.93	1.3	1.3	1.15
936	2335500	1.935	1.935	1.935	1.935	1.935	1.3	1.3	1.15
937	2338000	1.94	1.935	1.935	1.935	1.935	1.3	1.3	1.15
938	2340500	1.94	1.94	1.935	1.935	1.935	1.3	1.3	1.15
939	2343000	1.94	1.94	1.94	1.935	1.935	1.3	1.3	1.15
940	2345500	1.94	1.94	1.94	1.94	1.935	1.3	1.3	1.15
941	2348000	1.94	1.94	1.94	1.94	1.94	1.3	1.3	1.15
942	2350500	1.945	1.94	1.94	1.94	1.94	1.3	1.3	1.15
943	2353000	1.945	1.945	1.94	1.94	1.94	1.3	1.3	1.15
944	2355500	1.945	1.945	1.945	1.94	1.94	1.3	1.3	1.15
945	2358000	1.945	1.945	1.945	1.945	1.94	1.3	1.3	1.15
946	2360500	1.945	1.945	1.945	1.945	1.945	1.3	1.3	1.15
947	2363000	1.95	1.945	1.945	1.945	1.945	1.3	1.3	1.15
948	2365500	1.95	1.95	1.945	1.945	1.945	1.3	1.3	1.15
949	2368000	1.95	1.95	1.95	1.945	1.945	1.3	1.3	1.15
950	2370500	1.95	1.95	1.95	1.95	1.945	1.3	1.3	1.15
951	2373000	1.95	1.95	1.95	1.95	1.95	1.3	1.3	1.15
952	2375500	1.955	1.95	1.95	1.95	1.95	1.3	1.3	1.15
953	2378000	1.955	1.955	1.95	1.95	1.95	1.3	1.3	1.15
954	2380500	1.955	1.955	1.955	1.95	1.95	1.3	1.3	1.15
955	2383000	1.955	1.955	1.955	1.955	1.95	1.3	1.3	1.15
956	2385500	1.955	1.955	1.955	1.955	1.955	1.3	1.3	1.15
957	2388000	1.96	1.955	1.955	1.955	1.955	1.3	1.3	1.15
958	2390500	1.96	1.96	1.955	1.955	1.955	1.3	1.3	1.15
959	2393000	1.96	1.96	1.96	1.955	1.955	1.3	1.3	1.15
960	2395500	1.96	1.96	1.96	1.96	1.955	1.3	1.3	1.15
961	2398000	1.96	1.96	1.96	1.96	1.96	1.3	1.3	1.15
962	2400500	1.965	1.96	1.96	1.96	1.96	1.3	1.3	1.15
963	2403000	1.965	1.965	1.96	1.96	1.96	1.3	1.3	1.15
964	2405500	1.965	1.965	1.965	1.96	1.96	1.3	1.3	1.15
965	2408000	1.965	1.965	1.965	1.965	1.96	1.3	1.3	1.15
966	2410500	1.965	1.965	1.965	1.965	1.965	1.3	1.3	1.15
967	2413000	1.97	1.965	1.965	1.965	1.965	1.3	1.3	1.15
968	2415500	1.97	1.97	1.965	1.965	1.965	1.3	1.3	1.15
969	2418000	1.97	1.97	1.97	1.965	1.965	1.3	1.3	1.15
970	2420500	1.97	1.97	1.97	1.97	1.965	1.3	1.3	1.15
971	2423000	1.97	1.97	1.97	1.97	1.97	1.3	1.3	1.15
972	2425500	1.975	1.97	1.97	1.97	1.97	1.3	1.3	1.15
973	2428000	1.975	1.975	1.97	1.97	1.97	1.3	1.3	1.15
974	2430500	1.975	1.975	1.975	1.97	1.97	1.3	1.3	1.15
975	2433000	1.975	1.975	1.975	1.975	1.97	1.3	1.3	1.15
976	2435500	1.975	1.975	1.975	1.975	1.975	1.3	1.3	1.15
977	2438000	1.98	1.975	1.975	1.975	1.975	1.3	1.3	1.15
978	2440500	1.98	1.98	1.975	1.975	1.975	1.3	1.3	1.15
979	2443000	1.98	1.98	1.98	1.975	1.975	1.3	1.3	1.15
980	2445500	1.98	1.98	1.98	1.98	1.975	1.3	1.3	1.15
981	2448000	1.98	1.98	1.98	1.98	1.98	1.3	1.3	1.15
982	2450500	1.985	1.98	1.98	1.98	1.98	1.3	1.3	1.15
983	2453000	1.985	1.985	1.98	1.98	1.98	1.3	1.3	1.15
984	2455500	1.985	1.985	1.985	1.98	1.98	1.3	1.3	1.15
985	2458000	1.985	1.985	1.985	1.985	1.98	1.3	1.3	1.15
986	2460500	1.985	1.985	1.985	1.985	1.985	1.3	1.3	1.15
987	2463000	1.99	1.985	1.985	1.985	1.985	1.3	1.3	1.15
988	2465500	1.99	1.99	1.985	1.985	1.985	1.3	1.3	1.15
989	2468000	1.99	1.99	1.99	1.985	1.985	1.3	1.3	1.15
990	2470500	1.99	1.99	1.99	1.99	1.985	1.3	1.3	1.15
991	2473000	1.99	1.99	1.99	1.99	1.99	1.3	1.3	1.15
992	2475500	1.995	1.99	1.99	1.99	1.99	1.3	1.3	1.15
993	2478000	1.995	1.995	1.99	1.99	1.99	1.3	1.3	1.15
994	2480500	1.995	1.995	1.995	1.99	1.99	1.3	1.3	1.15
995	2483000	1.995	1.995	1.995	1.995	1.99	1.3	1.3	1.15
996	2485500	1.995	1.995	1.995	1.995	1.995	1.3	1.3	1.15
997	2488000	2	1.995	1.995	1.995	1.995	1.3	1.3	1.15
998	2490500	2	2	1.995	1.995	1.995	1.3	1.3	1.15
999	2493000	2	2	2	1.995	1.995	1.3	1.3	1.15
1000	2495500	2	2	2	1.995	1.995	1.3	1.3	1.15
1001	2498000	2	2	2	1.995	1.995	1.3	1.3	1.15
